https://docs.google.com/spreadsheets/d/170xrcWDdTMvTLSJyCw3yGBWxqOOSfZkesGWunqKr8Rw/edit?gid=1817895758#gid=1817895758,,,,,,,,,,,,1-Jun-2026,WEEK-1,,7-Jun-2026,8-Jun-2026,WEEK-2,,14-Jun-2026,15-Jun-2026,WEEK-3,,21-Jun-2026,22-Jun-2026,WEEK-4,,30-Jun-2026
REPORT 2!B17:Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SELECT Col1,Col20,Col21,Col22,Col23,Col24",,,,,,,,"26,951",0,0,0,"23,925",0,0,0,898,0,0,0,"1,027",0,0,0,591,0,0,0
ITEM CODE,TOTAL PLAN,WEEK-1,WEEK-2,WEEK-3,WEEK-4,,ITEM CODE,TOTAL PLAN,TOTAL PROD,TOTAL ORDER,TOTAL SALE,PLANNED,PRODUCED,ORDER,SALE,PLANNED,PRODUCED,ORDER,SALE,PLANNED,PRODUCED,ORDER,SALE,PLANNED,PRODUCED,ORDER,SALE
1375-DW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-DG,-3,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-VW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-VR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-VP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-VG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-UW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-UP,-10,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-UG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-RW,-7,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-RP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-QP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-QG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-DP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-DG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-VW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-VR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-VP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-VG,-4,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-UP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-UG,-4,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-RW,-3,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-RP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-QW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-HR,-10,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-HP,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-HG,-61,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-DP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-DG,-4,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-VW,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-VR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-VP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-VG,-44,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-UW,-123,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-UP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-UG,-30,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-SW,-20,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-SP,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-SG,-102,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-RW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-RR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-RP,-26,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-RG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-QW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-NW,10,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-NP,-88,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-NG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-LW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-LR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-IP,-70,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-HP,-87,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-HG,-4,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-DW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-DG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-VW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-VR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-VP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-VG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-SP,-82,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-HNP,-5,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-HNG,-22,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-DG,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-VW,-12,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-VR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-UP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-RP,-34,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-LW,-72,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-LR,-137,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-HG,-19,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-DW,-12,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-DG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1311-HW,-601,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1311-HR,-25,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1311-HP,-42,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1311-HG,-47,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
131-LW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
131-LR,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
131-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
131-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
131-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
131-IR,-30,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
131-IP,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
131-IG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
131-HP,-41,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
131-HG,-39,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-VW,-52,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-UP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-UG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-SW,-107,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-SP,-7,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-RP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-RNW,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-RNR,-87,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-RNP,-26,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-NG,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-LW,6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-LR,-22,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-HP,-91,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-HG,-147,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-DG,-13,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-VW,-27,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-VR,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-UP,-99,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-UG,-24,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-SW,-28,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-SP,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-RR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-RP,-33,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-QW,-104,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-LW,30,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-IP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-DG,-17,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
127-VW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
127-VR,-120,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
127-VP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
127-VG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
127-SW,-107,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
127-SP,-99,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
127-HP,-113,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-VW,-35,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-VG,-193,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-UP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-UG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-SP,-56,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-RW,-24,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-RR,-4,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-RP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-RG,120,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-LW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-LR,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-IR,-134,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-IP,-24,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-IG,-28,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-HP,-109,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-HG,-118,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-FHW,-93,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-FHR,-38,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-FHP,-105,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-FHG,-14,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-UP,-238,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-UG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-RR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-RP,-24,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-LW,-36,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-LR,-39,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-IP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-HNW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-HNR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-HNP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-HNG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-HN,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-FHR,-266,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-FHP,-164,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-FHG,-3,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-DG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-SP,-34,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-RP,-44,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-LW,-55,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-LR,-78,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-IW,-42,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-IG,-64,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
