https://docs.google.com/spreadsheets/d/170xrcWDdTMvTLSJyCw3yGBWxqOOSfZkesGWunqKr8Rw/edit?gid=1817895758#gid=1817895758,,,,,,,,,,,,,,,1-Jun-2026,WEEK-1,,7-Jun-2026,8-Jun-2026,WEEK-2,,14-Jun-2026,15-Jun-2026,WEEK-3,,21-Jun-2026,22-Jun-2026,WEEK-4,,30-Jun-2026
3272WHITE,3272,WHITE,40755,40755,0,0,0,3272WHITE,3272,WHITE,40755,0,0,0,40755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329WHITE,329,WHITE,40,40,0,0,0,329WHITE,329,WHITE,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3451WHITE,3451,WHITE,280,280,0,0,0,3451WHITE,3451,WHITE,280,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345WHITE,345,WHITE,1328,1328,0,0,0,345WHITE,345,WHITE,1328,0,0,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3272-BWHITE,3272-B,WHITE,720,720,0,0,0,3272-BWHITE,3272-B,WHITE,720,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3276WHITE,3276,WHITE,433,433,0,0,0,3276WHITE,3276,WHITE,433,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281WHITE,3281,WHITE,151,151,0,0,0,3281WHITE,3281,WHITE,151,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3274WHITE,3274,WHITE,790,790,0,0,0,3274WHITE,3274,WHITE,790,0,,,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327WHITE,327,WHITE,7572,7572,0,0,0,327WHITE,327,WHITE,7572,0,,,7572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275WHITE,3275,WHITE,253,0,253,0,0,3275WHITE,3275,WHITE,253,0,,,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0
328WHITE,328,WHITE,122,0,0,122,0,328WHITE,328,WHITE,122,0,,,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0
327IVORY,327,IVORY,302,0,0,302,0,327IVORY,327,IVORY,302,0,,,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0
362WHITE,362,WHITE,115,0,0,115,0,362WHITE,362,WHITE,115,0,,,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0
3272IVORY,3272,IVORY,21,0,0,0,21,3272IVORY,3272,IVORY,21,0,,,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
360WHITE,360,WHITE,-387,0,0,0,-387,363WHITE,363,WHITE,22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361WHITE,361,WHITE,-204,0,0,0,-204,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3274-CWHITE,3274-C,WHITE,-39,0,0,0,-39,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3273WHITE,3273,WHITE,-166,0,0,0,-166,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3271IVORY,3271,IVORY,-588,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
341IVORY,341,IVORY,-142,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
343IVORY,343,IVORY,-220,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
342IVORY,342,IVORY,-1005,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3451IVORY,3451,IVORY,-114,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3275-BWHITE,3275-B,WHITE,-1240,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
330WHITE,330,WHITE,-398,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
328IVORY,328,IVORY,-196,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3281IVORY,3281,IVORY,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
345IVORY,345,IVORY,-112,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3461WHITE,3461,WHITE,-181,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
363WHITE,363,WHITE,22,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
329IVORY,329,IVORY,-147,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
330IVORY,330,IVORY,-17,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3275-BBLACK,3275-B,BLACK,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3276IVORY,3276,IVORY,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3272-CIVORY,3272-C,IVORY,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3274-CIVORY,3274-C,IVORY,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3274-BCWHITE,3274-BC,WHITE,-385,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
3274-BWHITE,3274-B,WHITE,-521,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
-,,-,0,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
