id,item_code,colour,category,buffer_req,production_plan
422680,146-DB,WHITE,Cocks Standard,0,0
422681,146-E,BURGUNDY,Cocks Standard,0,0
422682,146-E,GREEN,Cocks Standard,0,0
422683,146-E,IVORY,Cocks Standard,0,0
422684,146-E,M GREEN,Cocks Standard,0,0
422685,146-E,PINK,Cocks Standard,0,0
422686,146-E,WHITE,Cocks Standard,0,0
422687,146-H,BURGUNDY,Cocks Standard,0,0
422688,146-H,GREEN,Cocks Standard,0,0
422689,146-H,IVORY,Cocks Standard,0,0
422690,146-H,M GREEN,Cocks Standard,0,0
422691,146-H,PINK,Cocks Standard,0,0
422692,146-H,WHITE,Cocks Standard,0,0
422693,146-HB,,Unclassified,,0
422694,146-HB,WHITE,Unclassified,,0
422695,146-HB,WHITE,Unclassified,,0
422696,146-HG,,Cocks Premium,0,0
422697,146-HP,,Cocks Premium,0,0
422698,146-HR,,Cocks Premium,0,0
422699,146-HW,,Cocks Premium,0,0
422700,146-K,WHITE,Cocks Standard,0,0
422701,146-LS,,Cocks Standard,0,0
422702,146-LSB,BLUE,Cocks Standard,0,0
422703,146-O,BURGUNDY,Cocks Standard,0,0
422704,146-O,GREEN,Cocks Standard,0,0
422705,146-O,IVORY,Cocks Standard,0,0
422706,146-O,M GREEN,Cocks Standard,0,0
422707,146-O,PINK,Cocks Standard,0,0
422708,146-O,WHITE,Cocks Standard,21.33,0
422709,146-P,BURGUNDY,Cocks Standard,0,0
422710,146-P,GREEN,Cocks Standard,0,0
422711,146-P,IVORY,Cocks Standard,0,0
422712,146-P,M GREEN,Cocks Standard,0,0
422713,146-P,PINK,Cocks Standard,0,0
422714,146-P,WHITE,Cocks Standard,0,0
422715,146-Q,IVORY,Accessorise,0,0
422716,1461,BURGUNDY,Cocks Standard,0,0
422717,1461,GREEN,Cocks Standard,0,0
422718,1461,IVORY,Cocks Standard,0,0
422719,1461,M GREEN,Cocks Standard,0,0
422720,1461,PINK,Cocks Standard,0,0
422721,1461,WHITE,Cocks Standard,0,0
422722,147,BURGUNDY,Cocks Standard,0,0
422723,147,GREEN,Cocks Standard,0,0
422724,147,IVORY,Cocks Standard,3178.67,6603.67
422725,147,M GREEN,Cocks Standard,0,0
422726,147,PINK,Cocks Standard,0,0
422727,147,WHITE,Cocks Standard,2835,3877
422728,147-7E,,Cocks Premium,0,0
422729,147-A,WHITE,Cocks Standard,10,0
422730,147-AB,,Cocks Standard,0,0
422731,147-ABQ,,Cocks Standard,0,0
422732,147-AP,IVORY,Cocks Standard,90,62
422733,147-AQ,WHITE,Cocks Standard,0,0
422734,147-AS,IVORY,Cocks Standard,170,185
422735,147-AS,WHITE,Cocks Standard,14,42
422736,147-B,BURGUNDY,Cocks Standard,0,0
422737,147-B,GREEN,Cocks Standard,0,0
422738,147-B,IVORY,Cocks Standard,40,0
422739,147-B,M GREEN,Cocks Standard,0,0
422740,147-B,PINK,Cocks Standard,0,0
422741,147-B,WHITE,Cocks Standard,170,197
422742,147-BB,,Cocks Standard,0,0
422743,147-BP,BURGUNDY,Cocks Standard,0,0
422744,147-BP,GREEN,Cocks Standard,0,0
422745,147-BP,IVORY,Cocks Standard,0,0
422746,147-BP,M GREEN,Cocks Standard,0,0
422747,147-BP,PINK,Cocks Standard,0,0
422748,147-BP,WHITE,Cocks Standard,0,0
422749,147-C,BURGUNDY,Cocks Standard,0,0
422750,147-C,GREEN,Cocks Standard,0,0
422751,147-C,IVORY,Cocks Standard,0,0
422752,147-C,M GREEN,Cocks Standard,0,0
422753,147-C,PINK,Cocks Standard,0,0
422754,147-C,WHITE,Cocks Standard,670,1148
422755,147-CQ,BURGUNDY,Cocks Standard,0,0
422756,147-CQ,GREEN,Cocks Standard,0,0
422757,147-CQ,IVORY,Cocks Standard,0,0
422758,147-CQ,M GREEN,Cocks Standard,0,0
422759,147-CQ,PINK,Cocks Standard,0,0
422760,147-CQ,WHITE,Cocks Standard,30,28
422761,147-D,IVORY,Cocks Standard,40,61
422762,147-D,WHITE,Cocks Standard,71,72
422763,147-DB,BLACK,Cocks Standard,140,301
422764,147-DG,,Cocks Premium,0,0
422765,147-DP,,Cocks Premium,12,0
422766,147-DR,,Cocks Premium,170,512
422767,147-DW,,Cocks Premium,0,30
422768,147-E,BURGUNDY,Cocks Standard,0,0
422769,147-E,GREEN,Cocks Standard,0,0
422770,147-E,IVORY,Cocks Standard,0,0
422771,147-E,M GREEN,Cocks Standard,0,0
422772,147-E,PINK,Cocks Standard,0,0
422773,147-E,WHITE,Cocks Standard,0.33,0
422774,147-EB,IVORY,Cocks Standard,0,0
422775,147-EB,WHITE,Cocks Standard,70,189
422776,147-EQ,BURGUNDY,Cocks Standard,0,0
422777,147-EQ,GREEN,Cocks Standard,0,0
422778,147-EQ,IVORY,Cocks Standard,0,0
422779,147-EQ,M GREEN,Cocks Standard,0,0
422780,147-EQ,PINK,Cocks Standard,0,0
422781,147-EQ,WHITE,Cocks Standard,0,0
422782,147-H,BURGUNDY,Cocks Standard,0,0
422783,147-H,GREEN,Cocks Standard,0,0
422784,147-H,IVORY,Cocks Standard,0,0
422785,147-H,M GREEN,Cocks Standard,0,0
422786,147-H,PINK,Cocks Standard,0,0
422787,147-H,WHITE,Cocks Standard,130,237
422788,147-HG,,Cocks Premium,10,0
422789,147-HP,,Cocks Premium,0,0
422790,147-HQ,,Unclassified,,0
422791,147-HQ,WHITE,Unclassified,,0
422792,147-HQG,,Cocks Premium,0,0
422793,147-HQP,,Cocks Premium,0,0
422794,147-HQR,,Cocks Premium,0,0
422795,147-HQW,,Cocks Premium,0,0
422796,147-HR,,Cocks Premium,13.33,0
422797,147-HW,,Cocks Premium,10,28
422798,147-I,IVORY,Cocks Standard,40,0
422799,147-I,WHITE,Cocks Standard,0,0
422800,147-IG,,Cocks Premium,0,0
422801,147-IP,,Cocks Premium,0,0
422802,147-IQ,IVORY,Cocks Standard,0,0
422803,147-IQ,WHITE,Cocks Standard,0,0
422804,147-IQG,,Cocks Premium,0,0
422805,147-IQP,,Cocks Premium,0,0
422806,147-IQR,,Cocks Premium,0,0
422807,147-IQW,,Cocks Premium,0,0
422808,147-IR,,Cocks Premium,40,35
422809,147-IW,,Cocks Premium,0,0
422810,147-K,WHITE,Cocks Standard,0,0
422811,147-KQ,WHITE,Cocks Standard,0,0
422812,147-L,IVORY,Cocks Standard,0,0
422813,147-L,WHITE,Cocks Standard,0,0
422814,147-LG,,Cocks Premium,0,0
422815,147-LP,,Cocks Premium,0,0
422816,147-LQ,WHITE,Cocks Standard,0,0
422817,147-LQG,,Cocks Premium,0,0
422818,147-LQP,,Cocks Premium,0,0
422819,147-LQR,,Cocks Premium,0,0
422820,147-LQW,,Cocks Premium,10,0
422821,147-LR,,Cocks Premium,0,0
422822,147-LS,WHITE,Cocks Standard,0,0
422823,147-LSB,BLUE,Cocks Standard,0,328
422824,147-LSQ,,Cocks Standard,0,0
422825,147-LSQB,BLUE,Cocks Standard,0,41
422826,147-LW,,Cocks Premium,0,0
422827,147-O,BURGUNDY,Cocks Standard,0,0
422828,147-O,GREEN,Cocks Standard,0,0
422829,147-O,IVORY,Cocks Standard,70,50
422830,147-O,M GREEN,Cocks Standard,0,0
422831,147-O,PINK,Cocks Standard,0,0
422832,147-O,WHITE,Cocks Standard,253.33,299.33
422833,147-OSQ,BURGUNDY,Cocks Standard,0,0
422834,147-OSQ,GREEN,Cocks Standard,0,0
422835,147-OSQ,IVORY,Cocks Standard,0,0
422836,147-OSQ,M GREEN,Cocks Standard,0,0
422837,147-OSQ,PINK,Cocks Standard,0,0
422838,147-OSQ,WHITE,Cocks Standard,0,0
422839,147-P,BURGUNDY,Cocks Standard,0,0
422840,147-P,GREEN,Cocks Standard,0,0
422841,147-P,IVORY,Cocks Standard,50,0
422842,147-P,M GREEN,Cocks Standard,0,0
422843,147-P,PINK,Cocks Standard,0,0
422844,147-P,WHITE,Cocks Standard,20,0
422845,147-PQ,BURGUNDY,Cocks Standard,0,0
422846,147-PQ,GREEN,Cocks Standard,0,0
422847,147-PQ,IVORY,Cocks Standard,0,0
422848,147-PQ,M GREEN,Cocks Standard,0,0
422849,147-PQ,PINK,Cocks Standard,0,0
422850,147-PQ,WHITE,Cocks Standard,4,0
422851,147-PR,,Cocks Premium,0,0
422852,147-R,BURGUNDY,Cocks Standard,0,0
422853,147-R,GREEN,Cocks Standard,0,0
422854,147-R,IVORY,Cocks Standard,50,40
422855,147-R,M GREEN,Cocks Standard,0,0
422856,147-R,PINK,Cocks Standard,0,0
422857,147-R,WHITE,Cocks Standard,10,0
422858,147-RG,,Cocks Premium,34,19
422859,147-RP,,Cocks Premium,0,0
422860,147-RQ,,Unclassified,,0
422861,147-RQ,IVORY,Unclassified,,0
422862,147-RQ,WHITE,Unclassified,,0
422863,147-RQG,,Cocks Premium,0,0
422864,147-RQP,,Cocks Premium,0,0
422865,147-RQR,,Cocks Premium,0,0
422866,147-RQW,,Cocks Premium,0,0
422867,147-RR,,Cocks Premium,10,7
422868,147-RW,,Cocks Premium,0,0
422869,147-S,IVORY,Cocks Standard,70,31
422870,147-S,WHITE,Cocks Standard,120,116
422871,147-SG,,Cocks Premium,0,0
422872,147-SP,,Cocks Premium,0,0
422873,147-SQ,BURGUNDY,Cocks Standard,0,0
422874,147-SQ,GREEN,Cocks Standard,0,0
422875,147-SQ,IVORY,Cocks Standard,10,5
422876,147-SQ,M GREEN,Cocks Standard,0,0
422877,147-SQ,PINK,Cocks Standard,0,0
422878,147-SQ,WHITE,Cocks Standard,43.33,28.33
422879,147-SR,,Cocks Premium,321,769
422880,147-SW,,Cocks Premium,0,0
422881,147-V,BURGUNDY,Cocks Standard,0,0
422882,147-V,GREEN,Cocks Standard,0,0
422883,147-V,IVORY,Cocks Standard,10,4
422884,147-V,M GREEN,Cocks Standard,0,0
422885,147-V,PINK,Cocks Standard,0,0
422886,147-V,WHITE,Cocks Standard,0,0
422887,147-VG,,Cocks Premium,0,0
422888,147-VP,,Cocks Premium,0,0
422889,147-VR,,Cocks Premium,20,0
422890,147-VW,,Cocks Premium,0,0
422891,1471,BURGUNDY,Cocks Standard,0,0
422892,1471,GREEN,Cocks Standard,0,0
422893,1471,IVORY,Cocks Standard,0,0
422894,1471,M GREEN,Cocks Standard,0,0
422895,1471,PINK,Cocks Standard,0,0
422896,1471,WHITE,Cocks Standard,40,18
422897,1471-Q,BURGUNDY,Cocks Standard,0,0
422898,1471-Q,GREEN,Cocks Standard,0,0
422899,1471-Q,IVORY,Cocks Standard,0,0
422900,1471-Q,M GREEN,Cocks Standard,0,0
422901,1471-Q,PINK,Cocks Standard,0,0
422902,1471-Q,WHITE,Cocks Standard,0,0
422903,148,BURGUNDY,Cocks Standard,0,0
422904,148,GREEN,Cocks Standard,0,0
422905,148,IVORY,Cocks Standard,0,0
422906,148,M GREEN,Cocks Standard,0,0
422907,148,PINK,Cocks Standard,0,0
422908,148,WHITE,Cocks Standard,21.33,21.33
422909,148-A,WHITE,Cocks Standard,0,0
422910,148-AB,,Cocks Standard,0,0
422911,148-B,BURGUNDY,Unclassified,,0
422912,148-B,GREEN,Unclassified,,0
422913,148-B,IVORY,Unclassified,,0
422914,148-B,IVORY,Unclassified,,0
422915,148-B,M GREEN,Unclassified,,0
422916,148-B,PINK,Unclassified,,0
422917,148-B,WHITE,Unclassified,,0
422918,148-B,WHITE,Unclassified,,0
422919,148-BO,BURGUNDY,Unclassified,,0
422920,148-BO,GREEN,Unclassified,,0
422921,148-BO,IVORY,Unclassified,,0
422922,148-BO,M GREEN,Unclassified,,0
422923,148-BO,PINK,Unclassified,,0
422924,148-BO,WHITE,Unclassified,,0
422925,148-BO,WHITE,Unclassified,,0
422926,148-BP,BURGUNDY,Cocks Standard,0,0
422927,148-BP,GREEN,Cocks Standard,0,0
422928,148-BP,IVORY,Cocks Standard,0,0
422929,148-BP,M GREEN,Cocks Standard,0,0
422930,148-BP,PINK,Cocks Standard,0,0
422931,148-BP,WHITE,Cocks Standard,0,0
422932,148-C,,Cocks Premium,0,0
422933,148-DB,WHITE,Cocks Standard,0,0
422934,148-H,BURGUNDY,Cocks Standard,0,0
422935,148-H,GREEN,Cocks Standard,0,0
422936,148-H,IVORY,Cocks Standard,0,0
422937,148-H,M GREEN,Cocks Standard,0,0
422938,148-H,PINK,Cocks Standard,0,0
422939,148-H,WHITE,Cocks Standard,0,0
422940,148-HB,,Unclassified,,0
422941,148-HB,WHITE,Unclassified,,0
422942,148-HB,WHITE,Unclassified,,0
422943,148-HG,,Cocks Premium,0,0
422944,148-HP,,Cocks Premium,0,0
422945,148-HR,,Cocks Premium,0,0
422946,148-HW,,Cocks Premium,0,0
422947,148-LS,,Cocks Standard,0,0
422948,148-LSB,BLUE,Cocks Standard,0,0
422949,148-O,BURGUNDY,Cocks Standard,0,0
422950,148-O,GREEN,Cocks Standard,0,0
422951,148-O,IVORY,Cocks Standard,0,0
422952,148-O,M GREEN,Cocks Standard,0,0
422953,148-O,PINK,Cocks Standard,0,0
422954,148-O,WHITE,Cocks Standard,0,0
422955,148-P,BURGUNDY,Cocks Standard,0,0
422956,148-P,GREEN,Cocks Standard,0,0
422957,148-P,IVORY,Cocks Standard,0,0
422958,148-P,M GREEN,Cocks Standard,0,0
422959,148-P,PINK,Cocks Standard,0,0
422960,148-P,WHITE,Cocks Standard,0,0
422961,148-Q,IVORY,Accessorise,0,0
422962,1481,BURGUNDY,Cocks Standard,0,0
422963,1481,GREEN,Cocks Standard,0,0
422964,1481,IVORY,Cocks Standard,0,0
422965,1481,M GREEN,Cocks Standard,0,0
422966,1481,PINK,Cocks Standard,0,0
422967,1481,WHITE,Cocks Standard,42.67,0
422968,149-A,IVORY,Cocks Standard,0,0
422969,149-A,WHITE,Cocks Standard,0,0
422970,149-AB,,Cocks Standard,0,0
422971,149-AP,IVORY,Cocks Standard,22,29
422972,149-AS,IVORY,Cocks Standard,0,0
422973,149-AS,WHITE,Cocks Standard,0,0
422974,149-B,BURGUNDY,Cocks Standard,0,0
422975,149-B,GREEN,Cocks Standard,0,0
422976,149-B,IVORY,Cocks Standard,0,0
422977,149-B,M GREEN,Cocks Standard,0,0
422978,149-B,PINK,Cocks Standard,0,0
422979,149-B,WHITE,Cocks Standard,0,0
422980,149-E,IVORY,Cocks Standard,0,0
422981,149-E,WHITE,Cocks Standard,0,0
422982,149-EB,IVORY,Cocks Standard,0,0
422983,149-EB,WHITE,Cocks Standard,198,568
422984,149-LS,,Cocks Standard,0,0
422985,149-LSB,BLUE,Cocks Standard,0,406
422986,149-N,BURGUNDY,Cocks Standard,0,0
422987,149-N,GREEN,Cocks Standard,0,0
422988,149-N,IVORY,Cocks Standard,680,582
422989,149-N,M GREEN,Cocks Standard,0,0
422990,149-N,PINK,Cocks Standard,0,0
422991,149-N,WHITE,Cocks Standard,970,1096
422992,149-NP,BURGUNDY,Cocks Standard,0,0
422993,149-NP,GREEN,Cocks Standard,0,0
422994,149-NP,IVORY,Cocks Standard,3.33,0
422995,149-NP,M GREEN,Cocks Standard,0,0
422996,149-NP,PINK,Cocks Standard,0,0
422997,149-NP,WHITE,Cocks Standard,43.33,24.33
422998,149-O,BURGUNDY,Cocks Standard,0,0
422999,149-O,GREEN,Cocks Standard,0,0
423000,149-O,IVORY,Cocks Standard,270,260
423001,149-O,M GREEN,Cocks Standard,0,0
423002,149-O,PINK,Cocks Standard,0,0
423003,149-O,WHITE,Cocks Standard,130.33,156.33
423004,149-S,BURGUNDY,Cocks Standard,0,0
423005,149-S,GREEN,Cocks Standard,0,0
423006,149-S,IVORY,Cocks Standard,88,64
423007,149-S,M GREEN,Cocks Standard,0,0
423008,149-S,PINK,Cocks Standard,0,0
423009,149-S,WHITE,Cocks Standard,88,181
423010,149-SG,,Cocks Premium,22,0
423011,149-SP,,Cocks Premium,110,270
423012,149-SR,,Cocks Premium,68,132
423013,149-SW,,Cocks Premium,0,0
423014,149-V,BURGUNDY,Cocks Standard,0,0
423015,149-V,GREEN,Cocks Standard,0,0
423016,149-V,IVORY,Cocks Standard,0,0
423017,149-V,M GREEN,Cocks Standard,0,0
423018,149-V,PINK,Cocks Standard,0,0
423019,149-V,WHITE,Cocks Standard,0,0
423020,149-VG,,Cocks Premium,0,0
423021,149-VP,112,Cocks Premium,88,67
423022,149-VR,,Cocks Premium,0,0
423023,149-VW,,Cocks Premium,0,0
423024,1491,BURGUNDY,Cocks Standard,0,0
423025,1491,GREEN,Cocks Standard,0,0
423026,1491,IVORY,Cocks Standard,120,112
423027,1491,M GREEN,Cocks Standard,0,0
423028,1491,PINK,Cocks Standard,0,0
423029,1491,WHITE,Cocks Standard,250,360
423030,1491-C,BURGUNDY,Cocks Standard,0,0
423031,1491-C,GREEN,Cocks Standard,0,0
423032,1491-C,IVORY,Cocks Standard,0,0
423033,1491-C,M GREEN,Cocks Standard,0,0
423034,1491-C,PINK,Cocks Standard,0,0
423035,1491-C,WHITE,Cocks Standard,980,1778
423036,1491-H,BURGUNDY,Cocks Standard,0,0
423037,1491-H,GREEN,Cocks Standard,0,0
423038,1491-H,IVORY,Cocks Standard,100,190
423039,1491-H,M GREEN,Cocks Standard,0,0
423040,1491-H,PINK,Cocks Standard,0,0
423041,1491-H,WHITE,Cocks Standard,490,384
423042,1491-HG,,Cocks Premium,0,0
423043,1491-HP,,Cocks Premium,0,0
423044,1491-HR,,Cocks Premium,0,0
423045,1491-HW,,Cocks Premium,0,0
423046,1491-K,WHITE,Cocks Standard,440,710
423047,150,BURGUNDY,Cocks Standard,0,0
423048,150,GREEN,Cocks Standard,0,0
423049,150,IVORY,Cocks Standard,46.67,28.67
423050,150,M GREEN,Cocks Standard,0,0
423051,150,PINK,Cocks Standard,0,0
423052,150,WHITE,Cocks Standard,85.33,124.33
423053,150-A,WHITE,Cocks Standard,0,0
423054,150-AB,,Cocks Standard,0,0
423055,150-C,BURGUNDY,Cocks Standard,0,0
423056,150-C,GREEN,Cocks Standard,0,0
423057,150-C,IVORY,Cocks Standard,0,0
423058,150-C,M GREEN,Cocks Standard,0,0
423059,150-C,PINK,Cocks Standard,0,0
423060,150-C,WHITE,Cocks Standard,9.33,0
423061,150-D,WHITE,Cocks Standard,0,1
423062,150-DB,BLACK,Cocks Standard,9.33,3.33
423063,150-DG,,Cocks Premium,0,0
423064,150-DP,,Cocks Premium,0,0
423065,150-DR,,Cocks Premium,4.67,0
423066,150-DW,,Cocks Premium,0,14
423067,150-E,BURGUNDY,Cocks Standard,0,0
423068,150-E,GREEN,Cocks Standard,0,0
423069,150-E,IVORY,Cocks Standard,0,0
423070,150-E,M GREEN,Cocks Standard,0,0
423071,150-E,PINK,Cocks Standard,0,0
423072,150-E,WHITE,Cocks Standard,0.67,0
423073,150-H,BURGUNDY,Cocks Standard,0,0
423074,150-H,GREEN,Cocks Standard,0,0
423075,150-H,IVORY,Cocks Standard,0,0
423076,150-H,M GREEN,Cocks Standard,0,0
423077,150-H,PINK,Cocks Standard,0,0
423078,150-H,WHITE,Cocks Standard,9.33,7.33
423079,150-HG,,Cocks Premium,0,0
423080,150-HP,,Cocks Premium,0,0
423081,150-HR,,Cocks Premium,0,0
423082,150-HW,,Cocks Premium,0,0
423083,150-I,IVORY,Cocks Standard,0,0
423084,150-I,WHITE,Cocks Standard,4.67,0.67
423085,150-IG,,Cocks Premium,0,0
423086,150-IP,,Cocks Premium,0,0
423087,150-IR,,Cocks Premium,0,0
423088,150-IW,,Cocks Premium,0,0
423089,150-K,WHITE,Cocks Standard,0,0
423090,150-LS,,Cocks Standard,0,0
423091,150-LSB,BLUE,Cocks Standard,0,0
423092,150-O,BURGUNDY,Cocks Standard,0,0
423093,150-O,GREEN,Cocks Standard,0,0
423094,150-O,IVORY,Cocks Standard,0,0
423095,150-O,M GREEN,Cocks Standard,0,0
423096,150-O,PINK,Cocks Standard,0,0
423097,150-O,WHITE,Cocks Standard,0,0
423098,150-P,BURGUNDY,Cocks Standard,0,0
423099,150-P,GREEN,Cocks Standard,0,0
423100,150-P,IVORY,Cocks Standard,0,0
423101,150-P,M GREEN,Cocks Standard,0,0
423102,150-P,PINK,Cocks Standard,0,0
423103,150-P,WHITE,Cocks Standard,0,0
423104,150-Q,IVORY,Cocks Standard,9.33,6.33
423105,150-Q,WHITE,Cocks Standard,9.67,0
423106,150-QG,,Cocks Premium,0,0
423107,150-QP,,Cocks Premium,0,0
423108,150-QR,,Cocks Premium,9.33,4.33
423109,150-QW,,Cocks Premium,0,0
423110,150-R,IVORY,Cocks Standard,0,0
423111,150-R,WHITE,Cocks Standard,0,0
423112,150-RG,,Cocks Premium,4,0
423113,150-RP,,Cocks Premium,0,0
423114,150-RR,,Cocks Premium,0,0
423115,150-RW,,Cocks Premium,0,0
423116,150-U,WHITE,Cocks Standard,9.33,0
423117,150-UG,,Cocks Premium,0,0
423118,150-UP,,Cocks Premium,0,0
423119,150-UR,,Cocks Premium,0,0
423120,150-UW,,Cocks Premium,4.67,0
423121,1501,BURGUNDY,Cocks Standard,0,0
423122,1501,GREEN,Cocks Standard,0,0
423123,1501,IVORY,Cocks Standard,0,0
423124,1501,M GREEN,Cocks Standard,0,0
423125,1501,PINK,Cocks Standard,0,0
423126,1501,WHITE,Cocks Standard,0,0
423127,151,GOLD,Ball Cock,13220,13360
423128,151-S,GOLD,Ball Cock,3625,5597
423129,151L,,Ball Cock,0,0
423130,152,GOLD,Ball Cock,8902,8968
423131,153,GOLD,Ball Cock,7090.33,7090.33
423132,153-S,,Ball Cock,0,0
423133,153-S,GOLD,Ball Cock,478.33,0
423134,154,GOLD,Ball Cock,659,659
423135,155,GOLD,Ball Cock,958,958
423136,156,GOLD,Ball Cock,1150.33,1150.33
423137,161,GOLD,Ball Cock,959.67,0
423138,162,GOLD,Ball Cock,104,0
423139,163,,Ball Cock,136.33,136.33
423140,163,GOLD,Ball Cock,21,3852
423141,164,GOLD,Ball Cock,0,81
423142,165,,Ball Cock,16,16
423143,165,GOLD,Ball Cock,3.33,641.33
423144,166,GOLD,Ball Cock,35,758
423145,167,,Ball Cock,437.33,437.33
423146,167,SILVER,Ball Cock,0,0
423147,168,,Ball Cock,70,70
423148,168,SILVER,Ball Cock,0,0
423149,169,,Ball Cock,166.67,166.67
423150,169,SILVER,Ball Cock,0,0
423151,170,,Ball Cock,10,10
423152,170,SILVER,Ball Cock,0,0
423153,171,,Ball Cock,3.33,3.33
423154,171,SILVER,Ball Cock,0,0
423155,172,,Ball Cock,0,0
423156,172,SILVER,Ball Cock,0,0
423157,173,BLUE,Ball Cock,0,0
423158,173,GREEN,Ball Cock,97.33,8421.33
423159,174,BLUE,Ball Cock,0,0
423160,174,GREEN,Ball Cock,20,0
423161,175,BLUE,Ball Cock,0,0
423162,175,GREEN,Ball Cock,166.67,3778.67
423163,177,BLUE,Ball Cock,0,0
423164,177,GREEN,Ball Cock,22.33,860.33
423165,178,BLUE,Ball Cock,0,0
423166,178,GREEN,Ball Cock,45.33,867.33
423167,180,IVORY,Faucets & Jetsprays & Shower,0,0
423168,180,PINK,Faucets & Jetsprays & Shower,0,0
423169,180,WHITE,Faucets & Jetsprays & Shower,0.33,0
423170,180-A,IVORY,Faucets & Jetsprays & Shower,19.67,0
423171,180-A,PINK,Faucets & Jetsprays & Shower,0,0
423172,180-A,WHITE,Faucets & Jetsprays & Shower,22.33,0
423173,180-B,IVORY,Faucets & Jetsprays & Shower,0,0
423174,180-B,PINK,Faucets & Jetsprays & Shower,0,0
423175,180-B,WHITE,Faucets & Jetsprays & Shower,0,0
423176,181,IVORY,Faucets & Jetsprays & Shower,144,0
423177,181,PINK,Faucets & Jetsprays & Shower,0,0
423178,181,WHITE,Faucets & Jetsprays & Shower,488,232
423179,181-C,BLUE,Faucets & Jetsprays & Shower,0,0
423180,181-C,GREEN,Faucets & Jetsprays & Shower,0,0
423181,181-C,IVORY,Faucets & Jetsprays & Shower,483.33,235.33
423182,181-C,PINK,Faucets & Jetsprays & Shower,53.33,22.33
423183,181-C,WHITE,Faucets & Jetsprays & Shower,2753.33,2660.33
423184,1811,IVORY,Faucets & Jetsprays & Shower,0,0
423185,1811,PINK,Faucets & Jetsprays & Shower,0,0
423186,1811,WHITE,Faucets & Jetsprays & Shower,7.33,7.33
423187,1811-C,IVORY,Faucets & Jetsprays & Shower,0,0
423188,1811-C,PINK,Faucets & Jetsprays & Shower,0,0
423189,1811-C,WHITE,Faucets & Jetsprays & Shower,0,0
423190,1811N-C,IVORY,Faucets & Jetsprays & Shower,0,0
423191,1811N-C,PINK,Faucets & Jetsprays & Shower,0,0
423192,1811N-C,WHITE,Faucets & Jetsprays & Shower,0,0
423193,1812,,Faucets & Jetsprays & Shower,0,0
423194,1813,IVORY,Faucets & Jetsprays & Shower,14,0
423195,1813,PINK,Faucets & Jetsprays & Shower,0,0
423196,1813,WHITE,Faucets & Jetsprays & Shower,48.67,0
423197,1813-B,IVORY,Faucets & Jetsprays & Shower,150,0
423198,1813-B,PINK,Faucets & Jetsprays & Shower,0,0
423199,1813-B,WHITE,Faucets & Jetsprays & Shower,1456.67,2475.67
423200,1813-BG,GOLD,Faucets & Jetsprays & Shower,0,0
423201,1813-BP,PEACH,Faucets & Jetsprays & Shower,20,0
423202,1813-BR,R BLUE,Faucets & Jetsprays & Shower,10,0
423203,1813-BW,,Faucets & Jetsprays & Shower,10,40
423204,1813-C,BLUE,Faucets & Jetsprays & Shower,0,0
423205,1813-C,IVORY,Faucets & Jetsprays & Shower,4110,6986
423206,1813-C,PINK,Faucets & Jetsprays & Shower,200,318
423207,1813-C,WHITE,Faucets & Jetsprays & Shower,2715.33,4265.33
423208,1813-CG,,Faucets & Jetsprays & Shower,0,0
423209,1813-CG,GOLD,Faucets & Jetsprays & Shower,10,0
423210,1813-CP,,Faucets & Jetsprays & Shower,0,0
423211,1813-CP,PINK,Faucets & Jetsprays & Shower,10,10
423212,1813-CR,,Faucets & Jetsprays & Shower,0,0
423213,1813-CR,R BLUE,Faucets & Jetsprays & Shower,100,366
423214,1813-CW,,Faucets & Jetsprays & Shower,0,0
423215,1813-CW,WINE,Faucets & Jetsprays & Shower,0,0
423216,1813-G,GOLD,Faucets & Jetsprays & Shower,0,0
423217,1813-P,,Faucets & Jetsprays & Shower,0,0
423218,1813-R,R BLUE,Faucets & Jetsprays & Shower,0,0
423219,1813-W,WINE,Faucets & Jetsprays & Shower,0,0
423220,1814,IVORY,Faucets & Jetsprays & Shower,0,0
423221,1814,PINK,Faucets & Jetsprays & Shower,0,0
423222,1814,WHITE,Faucets & Jetsprays & Shower,0,0
423223,1814-C,IVORY,Faucets & Jetsprays & Shower,80,0
423224,1814-C,PINK,Faucets & Jetsprays & Shower,0,0
423225,1814-C,WHITE,Faucets & Jetsprays & Shower,270,277
423226,1814-CG,GOLD,Faucets & Jetsprays & Shower,30,21
423227,1814-CP,PEACH,Faucets & Jetsprays & Shower,0,0
423228,1814-CR,R BLUE,Faucets & Jetsprays & Shower,0,0
423229,1814-CW,WHITE,Faucets & Jetsprays & Shower,0,0
423230,1814-CW,WINE,Faucets & Jetsprays & Shower,0,0
423231,1814-G,GOLD,Faucets & Jetsprays & Shower,0,0
423232,1814-P,,Faucets & Jetsprays & Shower,0,0
423233,1814-R,R BLUE,Faucets & Jetsprays & Shower,0,0
423234,1814-W,,Faucets & Jetsprays & Shower,0,0
423235,1814N-C,IVORY,Faucets & Jetsprays & Shower,20,0
423236,1814N-C,PINK,Faucets & Jetsprays & Shower,0,0
423237,1814N-C,WHITE,Faucets & Jetsprays & Shower,0,0
423238,1814N-CG,,Faucets & Jetsprays & Shower,0,0
423239,1814N-CP,WHITE,Faucets & Jetsprays & Shower,0,0
423240,1814N-CR,,Faucets & Jetsprays & Shower,40,40
