item_code,category,colour,segment
1323,Cocks Standard,PINK,PTMT
1323,Cocks Standard,WHITE,PTMT
133-A,Cocks Standard,WHITE,PTMT
133-AB,Cocks Standard,,PTMT
133-AP,Cocks Standard,IVORY,PTMT
133-AP,Cocks Standard,WHITE,PTMT
133-AS,Cocks Standard,IVORY,PTMT
133-AS,Cocks Standard,WHITE,PTMT
133-B,Cocks Standard,BURGUNDY,PTMT
133-B,Cocks Standard,GREEN,PTMT
133-B,Cocks Standard,IVORY,PTMT
133-B,Cocks Standard,M GREEN,PTMT
133-B,Cocks Standard,PINK,PTMT
133-B,Cocks Standard,WHITE,PTMT
133-C,Cocks Standard,BURGUNDY,PTMT
133-C,Cocks Standard,GREEN,PTMT
133-C,Cocks Standard,IVORY,PTMT
133-C,Cocks Standard,M GREEN,PTMT
133-C,Cocks Standard,PINK,PTMT
133-C,Cocks Standard,WHITE,PTMT
133-D,Cocks Standard,BURGUNDY,PTMT
133-D,Cocks Standard,GREEN,PTMT
133-D,Cocks Standard,IVORY,PTMT
133-D,Cocks Standard,M GREEN,PTMT
133-D,Cocks Standard,PINK,PTMT
133-D,Cocks Standard,WHITE,PTMT
133-DB,Cocks Standard,BLACK,PTMT
133-DG,Cocks Premium,,PTMT
133-DP,Cocks Premium,,PTMT
133-DR,Cocks Premium,,PTMT
133-DW,Cocks Premium,,PTMT
133-E,Cocks Standard,BURGUNDY,PTMT
133-E,Cocks Standard,GREEN,PTMT
133-E,Cocks Standard,IVORY,PTMT
133-E,Cocks Standard,M GREEN,PTMT
133-E,Cocks Standard,PINK,PTMT
133-E,Cocks Standard,WHITE,PTMT
133-EB,Cocks Standard,WHITE,PTMT
133-H,Cocks Standard,BURGUNDY,PTMT
133-H,Cocks Standard,GREEN,PTMT
133-H,Cocks Standard,IVORY,PTMT
133-H,Cocks Standard,M GREEN,PTMT
133-H,Cocks Standard,PINK,PTMT
133-H,Cocks Standard,WHITE,PTMT
133-HG,Cocks Premium,,PTMT
133-HP,Cocks Premium,,PTMT
133-HR,Cocks Premium,,PTMT
133-HW,Cocks Premium,,PTMT
133-I,Cocks Standard,IVORY,PTMT
133-I,Cocks Standard,WHITE,PTMT
133-IG,Cocks Premium,,PTMT
133-IP,Cocks Premium,,PTMT
133-IR,Cocks Premium,,PTMT
133-IW,Cocks Premium,,PTMT
133-K,Cocks Standard,WHITE,PTMT
133-L,Cocks Standard,WHITE,PTMT
133-LG,Cocks Premium,,PTMT
133-LP,Cocks Premium,,PTMT
133-LR,Cocks Premium,,PTMT
133-LS,Cocks Standard,,PTMT
133-LSB,Cocks Standard,BLUE,PTMT
133-LW,Cocks Premium,,PTMT
133-N,Cocks Standard,IVORY,PTMT
133-N,Cocks Standard,WHITE,PTMT
133-NB,Cocks Premium,,PTMT
133-NEW,Cocks Standard,BURGUNDY,PTMT
133-NEW,Cocks Standard,GREEN,PTMT
133-NEW,Cocks Standard,IVORY,PTMT
133-NEW,Cocks Standard,M GREEN,PTMT
133-NEW,Cocks Standard,PINK,PTMT
133-NEW,Cocks Standard,WHITE,PTMT
133-NG,Cocks Premium,,PTMT
133-NP,Cocks Premium,,PTMT
133-NR,Cocks Premium,,PTMT
133-NW,Cocks Premium,,PTMT
133-O,Cocks Standard,BURGUNDY,PTMT
133-O,Cocks Standard,GREEN,PTMT
133-O,Cocks Standard,IVORY,PTMT
133-O,Cocks Standard,M GREEN,PTMT
133-O,Cocks Standard,PINK,PTMT
133-O,Cocks Standard,WHITE,PTMT
133-P,Cocks Standard,BURGUNDY,PTMT
133-P,Cocks Standard,GREEN,PTMT
133-P,Cocks Standard,IVORY,PTMT
133-P,Cocks Standard,M GREEN,PTMT
133-P,Cocks Standard,PINK,PTMT
133-P,Cocks Standard,WHITE,PTMT
133-Q,Cocks Standard,BURGUNDY,PTMT
133-Q,Cocks Standard,GREEN,PTMT
133-Q,Cocks Standard,IVORY,PTMT
133-Q,Cocks Standard,M GREEN,PTMT
133-Q,Cocks Standard,PINK,PTMT
133-Q,Cocks Standard,WHITE,PTMT
133-QG,Cocks Premium,,PTMT
133-QP,Cocks Premium,,PTMT
133-QR,Cocks Premium,,PTMT
133-QW,Cocks Premium,,PTMT
133-R,Cocks Standard,BURGUNDY,PTMT
133-R,Cocks Standard,GREEN,PTMT
133-R,Cocks Standard,IVORY,PTMT
133-R,Cocks Standard,M GREEN,PTMT
133-R,Cocks Standard,PINK,PTMT
133-R,Cocks Standard,WHITE,PTMT
133-RG,Cocks Premium,,PTMT
133-RP,Cocks Premium,,PTMT
133-RR,Cocks Premium,,PTMT
133-RW,Cocks Premium,,PTMT
133-S,Cocks Standard,BURGUNDY,PTMT
133-S,Cocks Standard,GREEN,PTMT
133-S,Cocks Standard,IVORY,PTMT
133-S,Cocks Standard,M GREEN,PTMT
133-S,Cocks Standard,PINK,PTMT
133-S,Cocks Standard,WHITE,PTMT
133-SG,Cocks Premium,,PTMT
133-SP,Cocks Premium,,PTMT
133-SR,Cocks Premium,,PTMT
133-SW,Cocks Premium,,PTMT
133-U,Cocks Standard,BURGUNDY,PTMT
133-U,Cocks Standard,GREEN,PTMT
133-U,Cocks Standard,IVORY,PTMT
133-U,Cocks Standard,M GREEN,PTMT
133-U,Cocks Standard,PINK,PTMT
133-U,Cocks Standard,WHITE,PTMT
133-UG,Cocks Premium,,PTMT
133-UP,Cocks Premium,,PTMT
133-UR,Cocks Premium,,PTMT
133-UW,Cocks Premium,,PTMT
133-V,Cocks Standard,BURGUNDY,PTMT
133-V,Cocks Standard,GREEN,PTMT
133-V,Cocks Standard,IVORY,PTMT
133-V,Cocks Standard,M GREEN,PTMT
133-V,Cocks Standard,PINK,PTMT
133-V,Cocks Standard,WHITE,PTMT
133-VG,Cocks Premium,,PTMT
133-VP,Cocks Premium,39,PTMT
133-VR,Cocks Premium,,PTMT
133-VW,Cocks Premium,,PTMT
1332,Cocks Standard,BURGUNDY,PTMT
1332,Cocks Standard,GREEN,PTMT
1332,Cocks Standard,IVORY,PTMT
1332,Cocks Standard,M GREEN,PTMT
1332,Cocks Standard,PINK,PTMT
1332,Cocks Standard,WHITE,PTMT
134,Cocks Standard,BURGUNDY,PTMT
134,Cocks Standard,GREEN,PTMT
134,Cocks Standard,IVORY,PTMT
134,Cocks Standard,M GREEN,PTMT
134,Cocks Standard,PINK,PTMT
134,Cocks Standard,WHITE,PTMT
134-A,Cocks Standard,WHITE,PTMT
134-AB,Cocks Standard,,PTMT
134-AP,Cocks Standard,IVORY,PTMT
134-AS,Cocks Standard,,PTMT
134-B,Cocks Standard,IVORY,PTMT
134-B,Cocks Standard,WHITE,PTMT
134-C,Cocks Standard,BURGUNDY,PTMT
134-C,Cocks Standard,GREEN,PTMT
134-C,Cocks Standard,IVORY,PTMT
134-C,Cocks Standard,M GREEN,PTMT
134-C,Cocks Standard,PINK,PTMT
134-C,Cocks Standard,WHITE,PTMT
134-D,Cocks Standard,IVORY,PTMT
134-D,Cocks Standard,WHITE,PTMT
134-DB,Cocks Standard,BLACK,PTMT
134-DG,Cocks Premium,,PTMT
134-DP,Cocks Premium,,PTMT
134-DR,Cocks Premium,,PTMT
134-DW,Cocks Premium,,PTMT
134-EB,Cocks Standard,,PTMT
134-H,Cocks Standard,BURGUNDY,PTMT
134-H,Cocks Standard,GREEN,PTMT
134-H,Cocks Standard,IVORY,PTMT
134-H,Cocks Standard,M GREEN,PTMT
134-H,Cocks Standard,PINK,PTMT
134-H,Cocks Standard,WHITE,PTMT
134-HG,Cocks Premium,,PTMT
134-HP,Cocks Premium,,PTMT
134-HR,Cocks Premium,,PTMT
134-HW,Cocks Premium,,PTMT
134-K,Cocks Standard,WHITE,PTMT
134-LS,Cocks Standard,,PTMT
134-LSB,Cocks Standard,BLUE,PTMT
134-O,Cocks Standard,BURGUNDY,PTMT
134-O,Cocks Standard,GREEN,PTMT
134-O,Cocks Standard,IVORY,PTMT
134-O,Cocks Standard,M GREEN,PTMT
134-O,Cocks Standard,PINK,PTMT
134-O,Cocks Standard,WHITE,PTMT
134-P,Cocks Standard,BURGUNDY,PTMT
134-P,Cocks Standard,GREEN,PTMT
134-P,Cocks Standard,IVORY,PTMT
134-P,Cocks Standard,M GREEN,PTMT
134-P,Cocks Standard,PINK,PTMT
134-P,Cocks Standard,WHITE,PTMT
134-Q,Cocks Standard,IVORY,PTMT
134-Q,Cocks Standard,WHITE,PTMT
134-QG,Cocks Premium,,PTMT
134-QP,Cocks Premium,,PTMT
134-QR,Cocks Premium,,PTMT
134-QW,Cocks Premium,,PTMT
134-R,Cocks Standard,BURGUNDY,PTMT
134-R,Cocks Standard,GREEN,PTMT
134-R,Cocks Standard,IVORY,PTMT
134-R,Cocks Standard,M GREEN,PTMT
134-R,Cocks Standard,PINK,PTMT
134-R,Cocks Standard,WHITE,PTMT
134-RG,Cocks Premium,,PTMT
134-RP,Cocks Premium,,PTMT
134-RR,Cocks Premium,20,PTMT
134-RW,Cocks Premium,,PTMT
134-U,Cocks Standard,IVORY,PTMT
134-U,Cocks Standard,WHITE,PTMT
134-UG,Cocks Premium,,PTMT
134-UP,Cocks Premium,,PTMT
134-UR,Cocks Premium,,PTMT
134-UW,Cocks Premium,,PTMT
134-VG,Cocks Premium,,PTMT
134-VP,Cocks Premium,,PTMT
134-VR,Cocks Premium,,PTMT
134-VW,Cocks Premium,,PTMT
1341,Cocks Standard,BURGUNDY,PTMT
1341,Cocks Standard,GREEN,PTMT
1341,Cocks Standard,IVORY,PTMT
1341,Cocks Standard,M GREEN,PTMT
1341,Cocks Standard,PINK,PTMT
1341,Cocks Standard,WHITE,PTMT
135,Cocks Standard,BURGUNDY,PTMT
135,Cocks Standard,GREEN,PTMT
135,Cocks Standard,IVORY,PTMT
135,Cocks Standard,M GREEN,PTMT
135,Cocks Standard,PINK,PTMT
135,Cocks Standard,WHITE,PTMT
135-A,Cocks Standard,WHITE,PTMT
135-AB,Cocks Standard,,PTMT
135-AP,Cocks Standard,IVORY,PTMT
135-AS,Cocks Standard,,PTMT
135-B,Cocks Standard,IVORY,PTMT
135-B,Cocks Standard,WHITE,PTMT
135-C,Cocks Standard,BURGUNDY,PTMT
135-C,Cocks Standard,GREEN,PTMT
135-C,Cocks Standard,IVORY,PTMT
135-C,Cocks Standard,M GREEN,PTMT
135-C,Cocks Standard,PINK,PTMT
135-C,Cocks Standard,WHITE,PTMT
135-D,Cocks Standard,IVORY,PTMT
135-D,Cocks Standard,WHITE,PTMT
135-DB,Cocks Standard,BLACK,PTMT
135-DG,Cocks Premium,,PTMT
135-DP,Cocks Premium,,PTMT
135-DR,Cocks Premium,,PTMT
135-DW,Cocks Premium,,PTMT
135-E,Cocks Standard,WHITE,PTMT
135-EB,Cocks Standard,,PTMT
135-K,Cocks Standard,WHITE,PTMT
135-P,Cocks Standard,BURGUNDY,PTMT
135-P,Cocks Standard,GREEN,PTMT
135-P,Cocks Standard,IVORY,PTMT
135-P,Cocks Standard,M GREEN,PTMT
135-P,Cocks Standard,PINK,PTMT
135-P,Cocks Standard,WHITE,PTMT
135-Q,Cocks Standard,IVORY,PTMT
135-Q,Cocks Standard,WHITE,PTMT
135-QG,Cocks Premium,,PTMT
135-QP,Cocks Premium,,PTMT
135-QR,Cocks Premium,,PTMT
135-QW,Cocks Premium,,PTMT
135-R,Cocks Standard,BURGUNDY,PTMT
135-R,Cocks Standard,GREEN,PTMT
135-R,Cocks Standard,IVORY,PTMT
135-R,Cocks Standard,M GREEN,PTMT
135-R,Cocks Standard,PINK,PTMT
135-R,Cocks Standard,WHITE,PTMT
135-RG,Cocks Premium,,PTMT
135-RP,Cocks Premium,,PTMT
135-RR,Cocks Premium,26,PTMT
135-RW,Cocks Premium,,PTMT
135-U,Cocks Standard,WHITE,PTMT
135-UG,Cocks Premium,,PTMT
135-UP,Cocks Premium,,PTMT
135-UR,Cocks Premium,,PTMT
135-UW,Cocks Premium,,PTMT
135-VG,Cocks Premium,,PTMT
135-VP,Cocks Premium,,PTMT
135-VR,Cocks Premium,,PTMT
135-VW,Cocks Premium,,PTMT
1351,Cocks Standard,BURGUNDY,PTMT
1351,Cocks Standard,GREEN,PTMT
1351,Cocks Standard,IVORY,PTMT
1351,Cocks Standard,M GREEN,PTMT
1351,Cocks Standard,PINK,PTMT
1351,Cocks Standard,WHITE,PTMT
136,Cocks Standard,BURGUNDY,PTMT
136,Cocks Standard,GREEN,PTMT
136,Cocks Standard,IVORY,PTMT
136,Cocks Standard,M GREEN,PTMT
136,Cocks Standard,PINK,PTMT
136,Cocks Standard,WHITE,PTMT
137,Cocks Standard,BURGUNDY,PTMT
137,Cocks Standard,GREEN,PTMT
137,Cocks Standard,IVORY,PTMT
137,Cocks Standard,M GREEN,PTMT
137,Cocks Standard,PINK,PTMT
137,Cocks Standard,WHITE,PTMT
1374-A,Cocks Standard,WHITE,PTMT
1374-AB,Cocks Standard,,PTMT
1374-APF,Cocks Standard,IVORY,PTMT
1374-ASF,Cocks Standard,,PTMT
1374-B,Cocks Standard,WHITE,PTMT
1374-C,Cocks Standard,,PTMT
1374-D,Cocks Standard,WHITE,PTMT
1374-DB,Cocks Standard,,PTMT
1374-DG,Cocks Standard,,PTMT
1374-DP,Cocks Standard,,PTMT
1374-DR,Cocks Standard,,PTMT
1374-DW,Cocks Standard,,PTMT
1374-EBF,Cocks Standard,,PTMT
1374-K,Cocks Standard,WHITE,PTMT
1374-LS,Cocks Standard,,PTMT
1374-LSB,Cocks Standard,BLUE,PTMT
1374-SP,Cocks Standard,,PTMT
1375,Cocks Standard,BURGUNDY,PTMT
1375,Cocks Standard,GREEN,PTMT
1375,Cocks Standard,IVORY,PTMT
1375,Cocks Standard,M GREEN,PTMT
1375,Cocks Standard,PINK,PTMT
1375,Cocks Standard,WHITE,PTMT
1375-A,Cocks Standard,WHITE,PTMT
1375-AB,Cocks Standard,,PTMT
1375-APF,Cocks Standard,IVORY,PTMT
1375-ASF,Cocks Standard,,PTMT
1375-B,Cocks Standard,BURGUNDY,PTMT
1375-B,Cocks Standard,GREEN,PTMT
1375-B,Cocks Standard,IVORY,PTMT
1375-B,Cocks Standard,M GREEN,PTMT
1375-B,Cocks Standard,PINK,PTMT
1375-B,Cocks Standard,WHITE,PTMT
1375-C,Cocks Standard,BURGUNDY,PTMT
1375-C,Cocks Standard,GREEN,PTMT
1375-C,Cocks Standard,IVORY,PTMT
1375-C,Cocks Standard,M GREEN,PTMT
1375-C,Cocks Standard,PINK,PTMT
1375-C,Cocks Standard,WHITE,PTMT
1375-D,Cocks Standard,BURGUNDY,PTMT
1375-D,Cocks Standard,GREEN,PTMT
1375-D,Cocks Standard,IVORY,PTMT
1375-D,Cocks Standard,M GREEN,PTMT
1375-D,Cocks Standard,PINK,PTMT
1375-D,Cocks Standard,WHITE,PTMT
1375-DB,Cocks Standard,BLACK,PTMT
1375-DG,Cocks Premium,3,PTMT
1375-DP,Cocks Premium,,PTMT
1375-DR,Cocks Premium,,PTMT
1375-DW,Cocks Premium,,PTMT
1375-E,Cocks Standard,IVORY,PTMT
1375-E,Cocks Standard,WHITE,PTMT
1375-EBF,Cocks Standard,WHITE,PTMT
1375-H,Cocks Standard,IVORY,PTMT
1375-H,Cocks Standard,WHITE,PTMT
1375-HG,Cocks Premium,,PTMT
1375-HP,Cocks Premium,,PTMT
1375-HR,Cocks Premium,,PTMT
1375-HW,Cocks Premium,,PTMT
1375-I,Cocks Standard,IVORY,PTMT
1375-I,Cocks Standard,WHITE,PTMT
1375-IG,Cocks Premium,,PTMT
1375-IP,Cocks Premium,,PTMT
1375-IR,Cocks Premium,,PTMT
1375-IW,Cocks Premium,,PTMT
1375-K,Cocks Standard,WHITE,PTMT
1375-L,Cocks Standard,WHITE,PTMT
1375-LG,Cocks Premium,,PTMT
1375-LP,Cocks Premium,,PTMT
1375-LR,Cocks Premium,,PTMT
1375-LS,Cocks Standard,,PTMT
1375-LSB,Cocks Standard,BLUE,PTMT
1375-LW,Cocks Premium,,PTMT
1375-O,Cocks Standard,BURGUNDY,PTMT
1375-O,Cocks Standard,GREEN,PTMT
1375-O,Cocks Standard,IVORY,PTMT
1375-O,Cocks Standard,M GREEN,PTMT
1375-O,Cocks Standard,PINK,PTMT
1375-O,Cocks Standard,WHITE,PTMT
1375-P,Cocks Standard,BURGUNDY,PTMT
1375-P,Cocks Standard,GREEN,PTMT
1375-P,Cocks Standard,IVORY,PTMT
1375-P,Cocks Standard,M GREEN,PTMT
1375-P,Cocks Standard,PINK,PTMT
1375-P,Cocks Standard,WHITE,PTMT
1375-Q,Cocks Standard,BURGUNDY,PTMT
1375-Q,Cocks Standard,GREEN,PTMT
1375-Q,Cocks Standard,IVORY,PTMT
1375-Q,Cocks Standard,M GREEN,PTMT
1375-Q,Cocks Standard,PINK,PTMT
1375-Q,Cocks Standard,WHITE,PTMT
1375-QG,Cocks Premium,14,PTMT
1375-QP,Cocks Premium,,PTMT
1375-QR,Cocks Premium,21,PTMT
1375-QW,Cocks Premium,,PTMT
1375-R,Cocks Standard,BURGUNDY,PTMT
1375-R,Cocks Standard,GREEN,PTMT
1375-R,Cocks Standard,IVORY,PTMT
1375-R,Cocks Standard,M GREEN,PTMT
1375-R,Cocks Standard,PINK,PTMT
1375-R,Cocks Standard,WHITE,PTMT
1375-RG,Cocks Premium,4,PTMT
1375-RP,Cocks Premium,,PTMT
1375-RR,Cocks Premium,12,PTMT
1375-RW,Cocks Premium,,PTMT
1375-S,Cocks Standard,BURGUNDY,PTMT
1375-S,Cocks Standard,GREEN,PTMT
1375-S,Cocks Standard,IVORY,PTMT
1375-S,Cocks Standard,M GREEN,PTMT
1375-S,Cocks Standard,PINK,PTMT
1375-S,Cocks Standard,WHITE,PTMT
1375-SF,Cocks Standard,IVORY,PTMT
1375-SF,Cocks Standard,WHITE,PTMT
1375-SFG,Cocks Premium,,PTMT
1375-SFP,Cocks Premium,,PTMT
1375-SFR,Cocks Premium,,PTMT
1375-SFW,Cocks Premium,,PTMT
1375-SG,Cocks Premium,,PTMT
1375-SP,Cocks Premium,IVORY,PTMT
1375-SP,Cocks Standard,IVORY,PTMT
1375-SP,Cocks Standard,WHITE,PTMT
1375-SR,Cocks Premium,,PTMT
1375-SW,Cocks Premium,,PTMT
1375-U,Cocks Standard,BURGUNDY,PTMT
1375-U,Cocks Standard,GREEN,PTMT
1375-U,Cocks Standard,IVORY,PTMT
1375-U,Cocks Standard,M GREEN,PTMT
1375-U,Cocks Standard,PINK,PTMT
1375-U,Cocks Standard,WHITE,PTMT
1375-UG,Cocks Premium,,PTMT
1375-UP,Cocks Premium,,PTMT
1375-UR,Cocks Premium,21,PTMT
1375-UW,Cocks Premium,,PTMT
1375-V,Cocks Standard,BURGUNDY,PTMT
1375-V,Cocks Standard,GREEN,PTMT
1375-V,Cocks Standard,IVORY,PTMT
1375-V,Cocks Standard,M GREEN,PTMT
1375-V,Cocks Standard,PINK,PTMT
1375-V,Cocks Standard,WHITE,PTMT
1375-VG,Cocks Premium,,PTMT
1375-VP,Cocks Premium,5,PTMT
1375-VR,Cocks Premium,,PTMT
1375-VW,Cocks Premium,,PTMT
138,Cocks Standard,BURGUNDY,PTMT
138,Cocks Standard,GREEN,PTMT
138,Cocks Standard,IVORY,PTMT
138,Cocks Standard,M GREEN,PTMT
138,Cocks Standard,PINK,PTMT
138,Cocks Standard,WHITE,PTMT
139,Cocks Standard,BURGUNDY,PTMT
139,Cocks Standard,GREEN,PTMT
139,Cocks Standard,IVORY,PTMT
139,Cocks Standard,M GREEN,PTMT
139,Cocks Standard,PINK,PTMT
139,Cocks Standard,WHITE,PTMT
139-M,Cocks Standard,BURGUNDY,PTMT
139-M,Cocks Standard,GREEN,PTMT
139-M,Cocks Standard,IVORY,PTMT
139-M,Cocks Standard,M GREEN,PTMT
139-M,Cocks Standard,PINK,PTMT
139-M,Cocks Standard,WHITE,PTMT
1391,Cocks Standard,BURGUNDY,PTMT
1391,Cocks Standard,GREEN,PTMT
1391,Cocks Standard,IVORY,PTMT
1391,Cocks Standard,M GREEN,PTMT
1391,Cocks Standard,PINK,PTMT
1391,Cocks Standard,WHITE,PTMT
1391-M,Cocks Standard,IVORY,PTMT
1391-M,Cocks Standard,WHITE,PTMT
140,Cocks Standard,BURGUNDY,PTMT
140,Cocks Standard,GREEN,PTMT
140,Cocks Standard,IVORY,PTMT
140,Cocks Standard,M GREEN,PTMT
140,Cocks Standard,PINK,PTMT
140,Cocks Standard,WHITE,PTMT
141,Cocks Standard,BURGUNDY,PTMT
141,Cocks Standard,GREEN,PTMT
141,Cocks Standard,IVORY,PTMT
141,Cocks Standard,M GREEN,PTMT
141,Cocks Standard,PINK,PTMT
141,Cocks Standard,WHITE,PTMT
141-A,Cocks Standard,WHITE,PTMT
141-AB,Cocks Standard,,PTMT
141-ABN,Cocks Standard,,PTMT
141-AN,Cocks Standard,WHITE,PTMT
141-C,Cocks Standard,BURGUNDY,PTMT
141-C,Cocks Standard,GREEN,PTMT
141-C,Cocks Standard,IVORY,PTMT
141-C,Cocks Standard,M GREEN,PTMT
141-C,Cocks Standard,PINK,PTMT
141-C,Cocks Standard,WHITE,PTMT
141-E,Cocks Standard,BURGUNDY,PTMT
141-E,Cocks Standard,GREEN,PTMT
141-E,Cocks Standard,IVORY,PTMT
141-E,Cocks Standard,M GREEN,PTMT
141-E,Cocks Standard,PINK,PTMT
141-E,Cocks Standard,WHITE,PTMT
141-H,Cocks Standard,BURGUNDY,PTMT
141-H,Cocks Standard,GREEN,PTMT
141-H,Cocks Standard,IVORY,PTMT
141-H,Cocks Standard,M GREEN,PTMT
141-H,Cocks Standard,PINK,PTMT
141-H,Cocks Standard,WHITE,PTMT
141-HG,Cocks Premium,,PTMT
141-HP,Cocks Premium,,PTMT
141-HR,Cocks Premium,,PTMT
141-HW,Cocks Premium,,PTMT
141-K,Cocks Standard,WHITE,PTMT
141-LS,Cocks Standard,,PTMT
141-LSB,Cocks Standard,BLUE,PTMT
141-N,Cocks Standard,BURGUNDY,PTMT
141-N,Cocks Standard,GREEN,PTMT
141-N,Cocks Standard,IVORY,PTMT
141-N,Cocks Standard,M GREEN,PTMT
141-N,Cocks Standard,PINK,PTMT
141-N,Cocks Standard,WHITE,PTMT
141-NP,Cocks Standard,BURGUNDY,PTMT
141-NP,Cocks Standard,GREEN,PTMT
141-NP,Cocks Standard,IVORY,PTMT
141-NP,Cocks Standard,M GREEN,PTMT
141-NP,Cocks Standard,PINK,PTMT
141-NP,Cocks Standard,WHITE,PTMT
141-O,Cocks Standard,BURGUNDY,PTMT
141-O,Cocks Standard,GREEN,PTMT
141-O,Cocks Standard,IVORY,PTMT
141-O,Cocks Standard,M GREEN,PTMT
141-O,Cocks Standard,PINK,PTMT
141-O,Cocks Standard,WHITE,PTMT
141-P,Cocks Standard,BURGUNDY,PTMT
141-P,Cocks Standard,GREEN,PTMT
141-P,Cocks Standard,IVORY,PTMT
141-P,Cocks Standard,M GREEN,PTMT
141-P,Cocks Standard,PINK,PTMT
141-P,Cocks Standard,WHITE,PTMT
1411,Cocks Standard,BURGUNDY,PTMT
1411,Cocks Standard,GREEN,PTMT
1411,Cocks Standard,IVORY,PTMT
1411,Cocks Standard,M GREEN,PTMT
1411,Cocks Standard,PINK,PTMT
1411,Cocks Standard,WHITE,PTMT
142,Cocks Standard,BLUE,PTMT
142,Cocks Standard,BURGUNDY,PTMT
142,Cocks Standard,GREEN,PTMT
142,Cocks Standard,IVORY,PTMT
142,Cocks Standard,M GREEN,PTMT
142,Cocks Standard,PINK,PTMT
142,Cocks Standard,WHITE,PTMT
142-A,Cocks Standard,WHITE,PTMT
142-AB,Cocks Standard,,PTMT
142-C,Cocks Standard,BURGUNDY,PTMT
142-C,Cocks Standard,GREEN,PTMT
142-C,Cocks Standard,IVORY,PTMT
142-C,Cocks Standard,M GREEN,PTMT
142-C,Cocks Standard,PINK,PTMT
142-C,Cocks Standard,WHITE,PTMT
142-E,Cocks Standard,BURGUNDY,PTMT
142-E,Cocks Standard,GREEN,PTMT
142-E,Cocks Standard,IVORY,PTMT
142-E,Cocks Standard,M GREEN,PTMT
142-E,Cocks Standard,PINK,PTMT
142-E,Cocks Standard,WHITE,PTMT
142-H,Cocks Standard,BURGUNDY,PTMT
142-H,Cocks Standard,GREEN,PTMT
142-H,Cocks Standard,IVORY,PTMT
142-H,Cocks Standard,M GREEN,PTMT
142-H,Cocks Standard,PINK,PTMT
142-H,Cocks Standard,WHITE,PTMT
142-HG,Cocks Premium,,PTMT
142-HP,Cocks Premium,,PTMT
142-HR,Cocks Premium,,PTMT
142-HW,Cocks Premium,,PTMT
142-K,Cocks Standard,WHITE,PTMT
142-LS,Cocks Standard,,PTMT
142-LSB,Cocks Standard,BLUE,PTMT
142-O,Cocks Standard,BURGUNDY,PTMT
142-O,Cocks Standard,GREEN,PTMT
142-O,Cocks Standard,IVORY,PTMT
142-O,Cocks Standard,M GREEN,PTMT
142-O,Cocks Standard,PINK,PTMT
142-O,Cocks Standard,WHITE,PTMT
142-P,Cocks Standard,BURGUNDY,PTMT
142-P,Cocks Standard,GREEN,PTMT
142-P,Cocks Standard,IVORY,PTMT
142-P,Cocks Standard,M GREEN,PTMT
142-P,Cocks Standard,PINK,PTMT
142-P,Cocks Standard,WHITE,PTMT
1421,Cocks Standard,BURGUNDY,PTMT
1421,Cocks Standard,GREEN,PTMT
1421,Cocks Standard,IVORY,PTMT
1421,Cocks Standard,M GREEN,PTMT
1421,Cocks Standard,PINK,PTMT
1421,Cocks Standard,WHITE,PTMT
143,Cocks Standard,BLUE,PTMT
143,Cocks Standard,BURGUNDY,PTMT
143,Cocks Standard,GREEN,PTMT
143,Cocks Standard,IVORY,PTMT
143,Cocks Standard,M GREEN,PTMT
143,Cocks Standard,PINK,PTMT
143,Cocks Standard,WHITE,PTMT
143-A,Cocks Standard,WHITE,PTMT
143-AB,Cocks Standard,,PTMT
143-C,Cocks Standard,WHITE,PTMT
143-E,Cocks Standard,BURGUNDY,PTMT
143-E,Cocks Standard,GREEN,PTMT
143-E,Cocks Standard,IVORY,PTMT
143-E,Cocks Standard,M GREEN,PTMT
143-E,Cocks Standard,PINK,PTMT
143-E,Cocks Standard,WHITE,PTMT
143-H,Cocks Standard,BURGUNDY,PTMT
143-H,Cocks Standard,GREEN,PTMT
143-H,Cocks Standard,IVORY,PTMT
143-H,Cocks Standard,M GREEN,PTMT
143-H,Cocks Standard,PINK,PTMT
143-H,Cocks Standard,WHITE,PTMT
143-HG,Cocks Premium,,PTMT
143-HP,Cocks Premium,,PTMT
143-HR,Cocks Premium,,PTMT
143-HW,Cocks Premium,,PTMT
143-LS,Cocks Standard,,PTMT
143-LSB,Cocks Standard,BLUE,PTMT
143-O,Cocks Standard,BURGUNDY,PTMT
143-O,Cocks Standard,GREEN,PTMT
143-O,Cocks Standard,IVORY,PTMT
143-O,Cocks Standard,M GREEN,PTMT
143-O,Cocks Standard,PINK,PTMT
143-O,Cocks Standard,WHITE,PTMT
143-P,Cocks Standard,BURGUNDY,PTMT
143-P,Cocks Standard,GREEN,PTMT
143-P,Cocks Standard,IVORY,PTMT
143-P,Cocks Standard,M GREEN,PTMT
143-P,Cocks Standard,PINK,PTMT
143-P,Cocks Standard,WHITE,PTMT
1431,Cocks Standard,BURGUNDY,PTMT
1431,Cocks Standard,GREEN,PTMT
1431,Cocks Standard,IVORY,PTMT
1431,Cocks Standard,M GREEN,PTMT
1431,Cocks Standard,PINK,PTMT
1431,Cocks Standard,WHITE,PTMT
144,Cocks Standard,BLUE,PTMT
144,Cocks Standard,BURGUNDY,PTMT
144,Cocks Standard,GREEN,PTMT
144,Cocks Standard,IVORY,PTMT
144,Cocks Standard,M GREEN,PTMT
144,Cocks Standard,PINK,PTMT
