item_code,category,colour,segment
701,Cistern & Seat Cover,GREEN,PTMT
701,Cistern & Seat Cover,IVORY,PTMT
701,Cistern & Seat Cover,PINK,PTMT
701,Cistern & Seat Cover,WHITE,PTMT
701-N,Cistern & Seat Cover,BLUE,PTMT
701-N,Cistern & Seat Cover,BURGUNDAY,PTMT
701-N,Cistern & Seat Cover,GREEN,PTMT
701-N,Cistern & Seat Cover,IVORY,PTMT
701-N,Cistern & Seat Cover,PINK,PTMT
701-N,Cistern & Seat Cover,WHITE,PTMT
702,Cistern & Seat Cover,BLUE,PTMT
702,Cistern & Seat Cover,BURGUNDAY,PTMT
702,Cistern & Seat Cover,GREEN,PTMT
702,Cistern & Seat Cover,IVORY,PTMT
702,Cistern & Seat Cover,PINK,PTMT
702,Cistern & Seat Cover,WHITE,PTMT
703,Cistern & Seat Cover,BLUE,PTMT
703,Cistern & Seat Cover,BURGUNDAY,PTMT
703,Cistern & Seat Cover,GREEN,PTMT
703,Cistern & Seat Cover,IVORY,PTMT
703,Cistern & Seat Cover,PINK,PTMT
703,Cistern & Seat Cover,WHITE,PTMT
704,Cistern & Seat Cover,BLUE,PTMT
704,Cistern & Seat Cover,BURGUNDAY,PTMT
704,Cistern & Seat Cover,GREEN,PTMT
704,Cistern & Seat Cover,IVORY,PTMT
704,Cistern & Seat Cover,PINK,PTMT
704,Cistern & Seat Cover,WHITE,PTMT
705,Cistern & Seat Cover,BLUE,PTMT
705,Cistern & Seat Cover,BURGUNDAY,PTMT
705,Cistern & Seat Cover,GREEN,PTMT
705,Cistern & Seat Cover,IVORY,PTMT
705,Cistern & Seat Cover,PINK,PTMT
705,Cistern & Seat Cover,WHITE,PTMT
706,Cistern & Seat Cover,BLUE,PTMT
706,Cistern & Seat Cover,BURGUNDAY,PTMT
706,Cistern & Seat Cover,GREEN,PTMT
706,Cistern & Seat Cover,IVORY,PTMT
706,Cistern & Seat Cover,PINK,PTMT
706,Cistern & Seat Cover,WHITE,PTMT
708,Cistern & Seat Cover,BLUE,PTMT
708,Cistern & Seat Cover,BURGUNDAY,PTMT
708,Cistern & Seat Cover,GREEN,PTMT
708,Cistern & Seat Cover,IVORY,PTMT
708,Cistern & Seat Cover,PINK,PTMT
708,Cistern & Seat Cover,WHITE,PTMT
721,Cistern & Seat Cover,IVORY,PTMT
721,Cistern & Seat Cover,WHITE,PTMT
722,Cistern & Seat Cover,BLUE,PTMT
722,Cistern & Seat Cover,BURGUNDAY,PTMT
722,Cistern & Seat Cover,GREEN,PTMT
722,Cistern & Seat Cover,IVORY,PTMT
722,Cistern & Seat Cover,PINK,PTMT
722,Cistern & Seat Cover,WHITE,PTMT
723,Cistern & Seat Cover,BLUE,PTMT
723,Cistern & Seat Cover,BURGUNDAY,PTMT
723,Cistern & Seat Cover,GREEN,PTMT
723,Cistern & Seat Cover,IVORY,PTMT
723,Cistern & Seat Cover,PINK,PTMT
723,Cistern & Seat Cover,WHITE,PTMT
724,Cistern & Seat Cover,BLUE,PTMT
724,Cistern & Seat Cover,BURGUNDAY,PTMT
724,Cistern & Seat Cover,GREEN,PTMT
724,Cistern & Seat Cover,IVORY,PTMT
724,Cistern & Seat Cover,PINK,PTMT
724,Cistern & Seat Cover,WHITE,PTMT
725,Cistern & Seat Cover,BLUE,PTMT
725,Cistern & Seat Cover,BURGUNDAY,PTMT
725,Cistern & Seat Cover,GREEN,PTMT
725,Cistern & Seat Cover,IVORY,PTMT
725,Cistern & Seat Cover,PINK,PTMT
725,Cistern & Seat Cover,WHITE,PTMT
BEA-44A,Accessorise,,PTMT
BEA-47A,Accessorise,,PTMT
BEA-47AB,Accessorise,,PTMT
BEA-84,Faucets & Jetsprays & Shower,,PTMT
BEA-84B,Faucets & Jetsprays & Shower,WHITE,PTMT
BEA-84T,Faucets & Jetsprays & Shower,WHITE,PTMT
CB-02,Accessorise,IVORY,PTMT
CB-02,Accessorise,WHITE,PTMT
CF-01,Accessorise,IVORY,PTMT
CF-01,Accessorise,WHITE,PTMT
CF-03,Accessorise,,PTMT
CF-03,Accessorise,IVORY,PTMT
CF-03,Accessorise,WHITE,PTMT
CH-01,Accessorise,WHITE,PTMT
CNS-15,Accessorise,,PTMT
CNS-20,Accessorise,,PTMT
CS-01,Accessorise,IVORY,PTMT
CS-01,Accessorise,WHITE,PTMT
DB-01,Accessorise,IVORY,PTMT
DB-01,Accessorise,WHITE,PTMT
DB-02,Accessorise,IVORY,PTMT
DB-02,Accessorise,WHITE,PTMT
DB-04,Accessorise,IVORY,PTMT
DB-04,Accessorise,WHITE,PTMT
DF-01,Accessorise,,PTMT
DF-01,Accessorise,IVORY,PTMT
DF-01,Accessorise,WHITE,PTMT
EPT-01,Accessorise,,PTMT
H-1,Accessorise,IVORY,PTMT
H-1,Accessorise,WHITE,PTMT
H-2,Accessorise,IVORY,PTMT
H-2,Accessorise,WHITE,PTMT
H-3,Accessorise,IVORY,PTMT
H-3,Accessorise,WHITE,PTMT
H-4,Accessorise,IVORY,PTMT
H-4,Accessorise,WHITE,PTMT
H-5,Accessorise,IVORY,PTMT
H-5,Accessorise,WHITE,PTMT
H-86,Faucets & Jetsprays & Shower,IVORY,PTMT
H-86,Faucets & Jetsprays & Shower,PINK,PTMT
H-86,Faucets & Jetsprays & Shower,WHITE,PTMT
H-87,Faucets & Jetsprays & Shower,IVORY,PTMT
H-87,Faucets & Jetsprays & Shower,PINK,PTMT
H-87,Faucets & Jetsprays & Shower,WHITE,PTMT
H-88,Faucets & Jetsprays & Shower,IVORY,PTMT
H-88,Faucets & Jetsprays & Shower,PINK,PTMT
H-88,Faucets & Jetsprays & Shower,WHITE,PTMT
HF-190,Faucets & Jetsprays & Shower,IVORY,PTMT
HF-190,Faucets & Jetsprays & Shower,WHITE,PTMT
HF-191,Faucets & Jetsprays & Shower,IVORY,PTMT
HF-191,Faucets & Jetsprays & Shower,WHITE,PTMT
I-151,Ball Cock,,PTMT
I-152,Ball Cock,,PTMT
I-153,Ball Cock,,PTMT
I-155,Ball Cock,,PTMT
I-161,Ball Cock,,PTMT
I-162,Ball Cock,,PTMT
I-163,Ball Cock,,PTMT
I-164,Ball Cock,,PTMT
I-167,Ball Cock,,PTMT
I-168,Ball Cock,,PTMT
I-169,Ball Cock,,PTMT
I-171,Ball Cock,-,PTMT
I-173,Ball Cock,-,PTMT
I-174,Ball Cock,-,PTMT
I-175,Ball Cock,-,PTMT
I-177,Ball Cock,-,PTMT
LB-01,Accessorise,IVORY,PTMT
LB-01,Accessorise,WHITE,PTMT
LF-152,Accessorise,,PTMT
LF-153,Accessorise,,PTMT
LF-154,Accessorise,,PTMT
LF-155,Accessorise,,PTMT
LF-156,Accessorise,,PTMT
PD-18,Accessorise,IVORY,PTMT
PD-18,Accessorise,WHITE,PTMT
PH-1,Accessorise,,PTMT
PH-2,Accessorise,,PTMT
PI-18,Accessorise,IVORY,PTMT
PI-18,Accessorise,WHITE,PTMT
PQ-18,Accessorise,IVORY,PTMT
PQ-18,Accessorise,WHITE,PTMT
PR-18,Accessorise,IVORY,PTMT
PR-18,Accessorise,WHITE,PTMT
SB-01,Accessorise,WHITE,PTMT
SF-01,Accessorise,,PTMT
SP-02,Accessorise,IVORY,PTMT
SP-02,Accessorise,WHITE,PTMT

