id,item_code,colour,avg_3mo_sale,stock,pending_current,pending_last_month
420327,133-IG,,0,11,0,0
420328,133-IP,,0,70,0,0
420329,133-IR,,0,21,0,0
420330,133-IW,,0,0,0,0
420331,133-K,WHITE,34.67,0,0,21
420332,133-L,WHITE,8.67,15,0,0
420333,133-LG,,0,0,0,0
420334,133-LP,,0,0,0,0
420335,133-LR,,0,0,0,0
420336,133-LS,,0,0,0,0
420337,133-LSB,BLUE,13,0,0,299
420338,133-LW,,0,0,0,0
420339,133-N,IVORY,0,0,0,0
420340,133-N,WHITE,30,0,0,86
420341,133-NB,,8.67,16,0,0
420342,133-NEW,BURGUNDY,0,0,0,0
420343,133-NEW,GREEN,0,0,0,0
420344,133-NEW,IVORY,169,33,0,0
420345,133-NEW,M GREEN,0,0,0,0
420346,133-NEW,PINK,0,0,0,0
420347,133-NEW,WHITE,73.67,88,0,0
420348,133-NG,,5,32,0,0
420349,133-NP,,8.67,63,0,0
420350,133-NR,,4.33,312,0,0
420351,133-NW,,13,5,0,0
420352,133-O,BURGUNDY,0,0,0,0
420353,133-O,GREEN,0,0,0,0
420354,133-O,IVORY,8.67,124,0,0
420355,133-O,M GREEN,0,0,0,0
420356,133-O,PINK,0,0,0,0
420357,133-O,WHITE,104,0,0,89
420358,133-P,BURGUNDY,0,0,0,0
420359,133-P,GREEN,0,0,0,0
420360,133-P,IVORY,0,0,0,0
420361,133-P,M GREEN,0,0,0,0
420362,133-P,PINK,0,0,0,0
420363,133-P,WHITE,17.67,1,0,0
420364,133-Q,BURGUNDY,0,0,0,0
420365,133-Q,GREEN,0,0,0,0
420366,133-Q,IVORY,8.67,35,0,0
420367,133-Q,M GREEN,0,0,0,0
420368,133-Q,PINK,0,0,0,0
420369,133-Q,WHITE,0,100,0,0
420370,133-QAB,,4.33,0,0,0
420371,133-QG,,8.67,21,0,0
420372,133-QP,,21.67,0,26,0
420373,133-QR,,101,4,13,0
420374,133-QW,,0,0,0,0
420375,133-R,BURGUNDY,0,0,0,0
420376,133-R,GREEN,0,0,0,0
420377,133-R,IVORY,0,23,0,0
420378,133-R,M GREEN,0,0,0,0
420379,133-R,PINK,0,0,0,0
420380,133-R,WHITE,0,0,0,0
420381,133-RG,,4.33,0,0,47
420382,133-RP,,0,23,0,0
420383,133-RR,,0,0,0,0
420384,133-RW,,13,0,0,39
420385,133-S,BURGUNDY,0,0,0,0
420386,133-S,GREEN,0,0,0,0
420387,133-S,IVORY,13,120,0,0
420388,133-S,M GREEN,0,0,0,0
420389,133-S,PINK,0,0,0,0
420390,133-S,WHITE,60.67,0,0,29
420391,133-SG,,0,102,0,0
420392,133-SP,,0,6,0,0
420393,133-SR,,70,84,0,0
420394,133-SW,,0,20,0,0
420395,133-U,BURGUNDY,0,0,0,0
420396,133-U,GREEN,0,0,0,0
420397,133-U,IVORY,0,28,0,0
420398,133-U,M GREEN,0,0,0,0
420399,133-U,PINK,0,0,0,0
420400,133-U,WHITE,37.67,11,0,0
420401,133-UG,,0,8,0,0
420402,133-UP,,0,0,0,0
420403,133-UR,,0,96,0,0
420404,133-UW,,0,123,0,0
420405,133-V,BURGUNDY,0,0,0,0
420406,133-V,GREEN,0,0,0,0
420407,133-V,IVORY,0,10,0,0
420408,133-V,M GREEN,0,0,0,0
420409,133-V,PINK,0,0,0,0
420410,133-V,WHITE,0,3,0,0
420411,133-VG,,0,44,0,0
420412,133-VP,39,13,30,0,0
420413,133-VR,,0,0,0,0
420414,133-VW,,0,9,0,0
420415,1331,,0,193,0,0
420416,1332,BURGUNDY,0,0,0,0
420417,1332,GREEN,0,0,0,0
420418,1332,IVORY,17.33,26,0,0
420419,1332,M GREEN,0,0,0,0
420420,1332,PINK,0,0,0,0
420421,1332,WHITE,17.33,35,0,0
420422,133C-NEW,,0,0,0,0
420423,133NEW,,0,0,0,0
420424,134,BURGUNDY,0,0,0,0
420425,134,GREEN,0,0,0,0
420426,134,IVORY,34.67,0,0,8
420427,134,M GREEN,0,0,0,0
420428,134,PINK,0,0,0,0
420429,134,WHITE,108.33,0,0,38
420430,134-A,WHITE,0,9,0,0
420431,134-AB,,0,0,0,0
420432,134-AP,IVORY,0,0,0,0
420433,134-AS,,0,0,0,0
420434,134-B,IVORY,0,13,0,0
420435,134-B,WHITE,8.67,28,52,0
420436,134-C,BURGUNDY,0,0,0,0
420437,134-C,GREEN,0,0,0,0
420438,134-C,IVORY,0,23,0,0
420439,134-C,M GREEN,0,0,0,0
420440,134-C,PINK,0,0,0,0
420441,134-C,WHITE,34.67,15,0,0
420442,134-D,IVORY,0,4,0,0
420443,134-D,WHITE,0,9,13,0
420444,134-DB,BLACK,30.33,0,13,18
420445,134-DG,,4.33,5,0,0
420446,134-DP,,0,1,0,0
420447,134-DR,,26,42,0,0
420448,134-DW,,0,15,0,0
420449,134-E,,0,0,0,0
420450,134-EB,,4.33,0,0,0
420451,134-H,BURGUNDY,0,0,0,0
420452,134-H,GREEN,0,0,0,0
420453,134-H,IVORY,0,30,0,0
420454,134-H,M GREEN,0,0,0,0
420455,134-H,PINK,0,0,0,0
420456,134-H,WHITE,0,24,0,0
420457,134-HG,,0,61,0,0
420458,134-HP,,0,6,0,0
420459,134-HR,,0,18,0,0
420460,134-HW,,0,24,0,0
420461,134-K,WHITE,0,0,0,0
420462,134-LS,,0,0,0,0
420463,134-LSB,BLUE,0,0,0,0
420464,134-O,BURGUNDY,0,0,0,0
420465,134-O,GREEN,0,0,0,0
420466,134-O,IVORY,4.33,0,0,0
420467,134-O,M GREEN,0,0,0,0
420468,134-O,PINK,0,0,0,0
420469,134-O,WHITE,4.33,20,0,0
420470,134-P,BURGUNDY,0,0,0,0
420471,134-P,GREEN,0,0,0,0
420472,134-P,IVORY,0,3,0,0
420473,134-P,M GREEN,0,0,0,0
420474,134-P,PINK,0,0,0,0
420475,134-P,WHITE,4.33,19,0,0
420476,134-Q,IVORY,17,14,0,0
420477,134-Q,WHITE,4.33,0,0,0
420478,134-QAB,,4.33,2,39,0
420479,134-QG,,0,38,0,0
420480,134-QP,,4.33,0,0,9
420481,134-QR,,13,8,13,0
420482,134-QW,,0,69,0,0
420483,134-R,BURGUNDY,0,0,0,0
420484,134-R,GREEN,0,0,0,0
420485,134-R,IVORY,0,5,0,0
420486,134-R,M GREEN,0,0,0,0
420487,134-R,PINK,0,0,0,0
420488,134-R,WHITE,0,7,0,0
420489,134-RG,,9,0,0,11
420490,134-RP,,0,0,0,0
420491,134-RR,20,8.67,6,0,0
420492,134-RW,,0,3,0,0
420493,134-U,IVORY,0,3,0,0
420494,134-U,WHITE,0,13,0,0
420495,134-UG,,0,4,0,0
420496,134-UP,,0,13,0,0
420497,134-UR,,21.67,0,0,37
420498,134-UW,,0,5,0,0
420499,134-V,,0,0,0,0
420500,134-VG,,0,4,0,0
420501,134-VP,,0,0,0,0
420502,134-VR,,8.67,4,0,0
420503,134-VW,,0,0,0,0
420504,1341,BURGUNDY,0,0,0,0
420505,1341,GREEN,0,0,0,0
420506,1341,IVORY,0,0,0,0
420507,1341,M GREEN,0,0,0,0
420508,1341,PINK,0,0,0,0
420509,1341,WHITE,17.33,24,0,0
420510,135,BURGUNDY,0,0,0,0
420511,135,GREEN,0,0,0,0
420512,135,IVORY,0,55,0,0
420513,135,M GREEN,0,0,0,0
420514,135,PINK,0,0,0,0
420515,135,WHITE,8.67,3,0,0
420516,135-A,WHITE,0,0,0,0
420517,135-AB,,0,0,0,0
420518,135-AP,IVORY,0,0,0,0
420519,135-AS,,0,0,0,0
420520,135-B,IVORY,0,5,0,0
420521,135-B,WHITE,4.33,9,35,0
420522,135-C,BURGUNDY,0,0,0,0
420523,135-C,GREEN,0,0,0,0
420524,135-C,IVORY,0,4,0,0
420525,135-C,M GREEN,0,0,0,0
420526,135-C,PINK,0,0,0,0
420527,135-C,WHITE,0,35,0,0
420528,135-D,IVORY,0,3,0,0
420529,135-D,WHITE,0,0,0,0
420530,135-DB,BLACK,4.33,26,0,0
420531,135-DG,,4.33,1,0,0
420532,135-DP,,0,0,0,0
420533,135-DR,,17.33,6,0,0
420534,135-DW,,0,24,0,0
420535,135-E,WHITE,0.67,8,0,0
420536,135-EB,,0,0,0,0
420537,135-K,WHITE,0,0,0,0
420538,135-O,,0,0,0,0
420539,135-P,BURGUNDY,0,0,0,0
420540,135-P,GREEN,0,0,0,0
420541,135-P,IVORY,0,0,0,0
420542,135-P,M GREEN,0,0,0,0
420543,135-P,PINK,0,0,0,0
420544,135-P,WHITE,0,0,0,0
420545,135-Q,IVORY,4.33,0,0,0
420546,135-Q,WHITE,0,0,0,0
420547,135-QAB,,4.33,12,39,0
420548,135-QG,,0,0,0,0
420549,135-QP,,0,0,0,0
420550,135-QR,,4.33,29,0,0
420551,135-QW,,0,0,0,0
420552,135-R,BURGUNDY,0,0,0,0
420553,135-R,GREEN,0,0,0,0
420554,135-R,IVORY,0,5,0,0
420555,135-R,M GREEN,0,0,0,0
420556,135-R,PINK,0,0,0,0
420557,135-R,WHITE,0,6,0,0
420558,135-RG,,8.33,0,0,3
420559,135-RP,,0,0,0,0
420560,135-RR,26,8.67,2,0,0
420561,135-RW,,0,7,0,0
420562,135-U,WHITE,0,4,0,0
420563,135-UG,,0,0,0,0
420564,135-UP,,0,10,0,0
420565,135-UR,,0,8,0,0
420566,135-UW,,0,0,0,0
420567,135-V,,0,0,0,0
420568,135-VG,,0,0,0,0
420569,135-VP,,0,0,0,0
420570,135-VR,,0,0,0,0
420571,135-VW,,0,0,0,0
420572,1351,BURGUNDY,0,0,0,0
420573,1351,GREEN,0,0,0,0
420574,1351,IVORY,0,6,0,0
420575,1351,M GREEN,0,0,0,0
420576,1351,PINK,0,0,0,0
420577,1351,WHITE,0,0,0,0
420578,136,BURGUNDY,0,0,0,0
420579,136,GREEN,0,0,0,0
420580,136,IVORY,0,246,0,0
420581,136,M GREEN,0,0,0,0
420582,136,PINK,0,0,0,0
420583,136,WHITE,119.33,331,0,0
420584,137,BURGUNDY,0,0,0,0
420585,137,GREEN,0,0,0,0
420586,137,IVORY,0,0,0,0
420587,137,M GREEN,0,0,0,0
420588,137,PINK,0,0,0,0
420589,137,WHITE,0,0,0,0
420590,1374-A,WHITE,0,0,0,0
420591,1374-AB,,0,0,0,0
420592,1374-APF,IVORY,0,0,0,0
420593,1374-ASF,,0,0,0,0
420594,1374-B,WHITE,0,0,0,0
420595,1374-C,,0,0,0,0
420596,1374-D,WHITE,0,0,0,0
420597,1374-DB,,0,0,0,0
420598,1374-DG,,0,0,0,0
420599,1374-DP,,0,0,0,0
420600,1374-DR,,0,0,0,0
420601,1374-DW,,0,0,0,0
420602,1374-EBF,,0,0,0,0
420603,1374-K,WHITE,0,0,0,0
420604,1374-LS,,0,0,0,0
420605,1374-LSB,BLUE,0,0,0,0
420606,1374-SP,,0,0,0,0
420607,1375,BURGUNDY,0,0,0,0
420608,1375,GREEN,0,0,0,0
420609,1375,IVORY,32,81,0,0
420610,1375,M GREEN,0,0,0,0
420611,1375,PINK,0,0,0,0
420612,1375,WHITE,36.33,2,0,0
420613,1375-A,WHITE,24,6,0,0
420614,1375-AB,,0,0,0,0
420615,1375-APF,IVORY,0,0,0,0
420616,1375-ASF,,0,12,0,0
420617,1375-B,BURGUNDY,0,0,0,0
420618,1375-B,GREEN,0,0,0,0
420619,1375-B,IVORY,26,3,0,0
420620,1375-B,M GREEN,0,0,0,0
420621,1375-B,PINK,0,0,0,0
420622,1375-B,WHITE,4,0,30,0
420623,1375-C,BURGUNDY,0,0,0,0
420624,1375-C,GREEN,0,0,0,0
420625,1375-C,IVORY,0,0,0,0
420626,1375-C,M GREEN,0,0,0,0
420627,1375-C,PINK,0,0,0,0
420628,1375-C,WHITE,238.67,52,192,0
420629,1375-D,BURGUNDY,0,0,0,0
420630,1375-D,GREEN,0,0,0,0
420631,1375-D,IVORY,0,4,0,0
420632,1375-D,M GREEN,0,0,0,0
420633,1375-D,PINK,0,0,0,0
420634,1375-D,WHITE,7,20,0,0
420635,1375-DB,BLACK,26,0,0,18
420636,1375-DG,3,4,0,0,2
420637,1375-DP,,2,5,0,0
420638,1375-DR,,50,0,12,50
420639,1375-DW,,0,0,12,0
420640,1375-E,IVORY,0,0,0,0
420641,1375-E,WHITE,0.67,2,0,0
420642,1375-EBF,WHITE,46,0,0,71
420643,1375-H,IVORY,32,21,0,0
420644,1375-H,WHITE,64,0,0,29
420645,1375-HG,,0,3,0,0
420646,1375-HP,,0,10,0,0
420647,1375-HR,,6,13,0,0
420648,1375-HW,,4,17,0,0
420649,1375-I,IVORY,8,13,0,0
420650,1375-I,WHITE,0,0,0,0
420651,1375-IG,,2,0,0,0
420652,1375-IP,,0,0,0,0
420653,1375-IR,,2.33,0,0,0
420654,1375-IW,,0,0,0,0
420655,1375-K,WHITE,0,0,0,0
420656,1375-L,WHITE,0,7,0,0
420657,1375-LG,,0,0,0,0
420658,1375-LP,,0,0,0,0
420659,1375-LR,,0,0,0,0
420660,1375-LS,,0,0,0,0
420661,1375-LSB,BLUE,0,6,144,0
420662,1375-LW,,4,10,0,0
420663,1375-O,BURGUNDY,0,0,0,0
420664,1375-O,GREEN,0,0,0,0
420665,1375-O,IVORY,20,5,0,0
420666,1375-O,M GREEN,0,0,0,0
420667,1375-O,PINK,0,0,0,0
420668,1375-O,WHITE,78,0,0,28
420669,1375-P,BURGUNDY,0,0,0,0
420670,1375-P,GREEN,0,0,0,0
420671,1375-P,IVORY,0,0,0,0
420672,1375-P,M GREEN,0,0,0,0
420673,1375-P,PINK,0,0,0,0
420674,1375-P,WHITE,0,0,0,0
420675,1375-Q,BURGUNDY,0,0,0,0
420676,1375-Q,GREEN,0,0,0,0
420677,1375-Q,IVORY,16,6,0,0
420678,1375-Q,M GREEN,0,0,0,0
420679,1375-Q,PINK,0,0,0,0
420680,1375-Q,WHITE,22,0,0,0
420681,1375-QAB,,8,0,0,12
420682,1375-QG,14,8,16,0,0
420683,1375-QP,,8,0,6,4
420684,1375-QR,21,74,1,30,0
420685,1375-QW,,8,3,0,0
420686,1375-R,BURGUNDY,0,0,0,0
420687,1375-R,GREEN,0,0,0,0
420688,1375-R,IVORY,10,13,0,0
420689,1375-R,M GREEN,0,0,0,0
420690,1375-R,PINK,0,0,0,0
420691,1375-R,WHITE,2,22,0,0
420692,1375-RG,4,17.33,0,0,7
420693,1375-RP,,0,5,0,0
420694,1375-RR,12,8,50,0,0
420695,1375-RW,,0,0,0,0
420696,1375-S,BURGUNDY,0,0,0,0
420697,1375-S,GREEN,0,0,0,0
420698,1375-S,IVORY,218,0,318,29
420699,1375-S,M GREEN,0,0,0,0
420700,1375-S,PINK,0,0,0,0
420701,1375-S,WHITE,332,0,48,7
420702,1375-SF,IVORY,14,0,12,14
420703,1375-SF,WHITE,56,0,24,0
420704,1375-SFG,,2,0,0,1
420705,1375-SFP,,24,0,0,40
420706,1375-SFR,,65.67,0,6,6
420707,1375-SFW,,0,3,0,0
420708,1375-SG,,0,10,0,0
420709,1375-SP,IVORY,8,0,0,0
420710,1375-SP,IVORY,8,0,0,0
420711,1375-SP,WHITE,28,0,0,19
420712,1375-SR,,0,0,0,0
420713,1375-SW,,0,0,0,0
420714,1375-U,BURGUNDY,0,0,0,0
420715,1375-U,GREEN,0,0,0,0
420716,1375-U,IVORY,0,0,0,0
420717,1375-U,M GREEN,0,0,0,0
420718,1375-U,PINK,0,0,0,0
420719,1375-U,WHITE,12,0,0,10
420720,1375-UG,,0,9,0,0
420721,1375-UP,,0,5,0,0
420722,1375-UR,21,8,3,0,0
420723,1375-UW,,0,0,0,0
420724,1375-V,BURGUNDY,0,0,0,0
420725,1375-V,GREEN,0,0,0,0
420726,1375-V,IVORY,0,15,0,0
420727,1375-V,M GREEN,0,0,0,0
420728,1375-V,PINK,0,0,0,0
420729,1375-V,WHITE,0,0,0,0
420730,1375-VG,,0,0,0,0
420731,1375-VP,5,18,5,0,0
420732,1375-VR,,8,0,0,3
420733,1375-VW,,0.33,0,0,0
420734,138,BURGUNDY,0,0,0,0
420735,138,GREEN,0,0,0,0
420736,138,IVORY,0,11,0,0
420737,138,M GREEN,0,0,0,0
420738,138,PINK,0,0,0,0
420739,138,WHITE,69.33,0,0,0
420740,139,BURGUNDY,0,0,0,0
420741,139,GREEN,0,0,0,0
420742,139,IVORY,106.67,1344,0,0
420743,139,M GREEN,0,0,0,0
420744,139,PINK,0,114,0,0
420745,139,WHITE,2100.67,0,0,1916
420746,139-M,BURGUNDY,0,0,0,0
420747,139-M,GREEN,0,0,0,0
420748,139-M,IVORY,0,0,0,0
420749,139-M,M GREEN,0,0,0,0
420750,139-M,PINK,0,0,0,0
420751,139-M,WHITE,120,0,0,102
420752,1391,BURGUNDY,0,0,0,0
420753,1391,GREEN,0,0,0,0
420754,1391,IVORY,1313.33,1018,0,0
420755,1391,M GREEN,0,0,0,0
420756,1391,PINK,0,0,0,0
420757,1391,WHITE,5411.67,0,0,2408
420758,1391-M,IVORY,10,260,0,0
420759,1391-M,WHITE,850,0,0,607
420760,140,BURGUNDY,0,0,0,0
420761,140,GREEN,0,0,0,0
420762,140,IVORY,370,638,0,0
420763,140,M GREEN,0,0,0,0
420764,140,PINK,0,0,0,0
420765,140,WHITE,1209.67,0,0,62
420766,141,BURGUNDY,0,0,0,0
420767,141,GREEN,0,0,0,0
420768,141,IVORY,173.67,137,0,0
420769,141,M GREEN,0,0,0,0
420770,141,PINK,0,0,0,0
420771,141,WHITE,666.67,1878,0,0
420772,141-A,WHITE,0,0,0,0
420773,141-AB,,0,0,0,0
420774,141-ABN,,0,0,0,0
420775,141-AN,WHITE,0,0,0,0
420776,141-C,BURGUNDY,0,0,0,0
420777,141-C,GREEN,0,0,0,0
420778,141-C,IVORY,0,0,0,0
420779,141-C,M GREEN,0,0,0,0
420780,141-C,PINK,0,0,0,0
420781,141-C,WHITE,0,18,0,0
420782,141-E,BURGUNDY,0,0,0,0
420783,141-E,GREEN,0,0,0,0
420784,141-E,IVORY,0,1488,0,0
420785,141-E,M GREEN,0,0,0,0
420786,141-E,PINK,0,0,0,0
420787,141-E,WHITE,256,461,23,0
420788,141-H,BURGUNDY,0,0,0,0
420789,141-H,GREEN,0,0,0,0
420790,141-H,IVORY,0,35,0,0
420791,141-H,M GREEN,0,0,0,0
420792,141-H,PINK,0,0,0,0
420793,141-H,WHITE,0,729,0,0
420794,141-HG,,0,149,0,0
420795,141-HP,,0,0,0,0
420796,141-HR,,0,0,0,0
420797,141-HW,,0,0,0,0
420798,141-K,WHITE,0,0,0,0
420799,141-LS,,0,0,0,0
420800,141-LSB,BLUE,0,0,0,0
420801,141-N,BURGUNDY,0,0,0,0
420802,141-N,GREEN,0,0,0,0
420803,141-N,IVORY,0,16,0,0
420804,141-N,M GREEN,0,0,0,0
420805,141-N,PINK,0,0,0,0
420806,141-N,WHITE,13.33,13,0,0
420807,141-NP,BURGUNDY,0,0,0,0
420808,141-NP,GREEN,0,0,0,0
420809,141-NP,IVORY,10,0,0,19
420810,141-NP,M GREEN,0,0,0,0
420811,141-NP,PINK,0,0,0,0
420812,141-NP,WHITE,0,138,0,0
420813,141-O,BURGUNDY,0,0,0,0
420814,141-O,GREEN,0,0,0,0
420815,141-O,IVORY,44,6,0,0
420816,141-O,M GREEN,0,0,0,0
420817,141-O,PINK,0,0,0,0
420818,141-O,WHITE,182.67,104,0,0
420819,141-P,BURGUNDY,0,0,0,0
420820,141-P,GREEN,0,0,0,0
420821,141-P,IVORY,0,128,0,0
420822,141-P,M GREEN,0,0,0,0
420823,141-P,PINK,0,0,0,0
420824,141-P,WHITE,0,155,0,0
420825,1411,BURGUNDY,0,0,0,0
420826,1411,GREEN,0,0,0,0
420827,1411,IVORY,0,4,0,0
420828,1411,M GREEN,0,0,0,0
420829,1411,PINK,0,0,0,0
420830,1411,WHITE,0,158,0,0
420831,142,BLUE,0,634,0,0
420832,142,BURGUNDY,0,0,0,0
420833,142,GREEN,0,250,0,0
420834,142,IVORY,792,0,0,1056
420835,142,M GREEN,0,0,0,0
420836,142,PINK,0,418,0,0
420837,142,WHITE,1272,0,0,307
420838,142-A,WHITE,0,0,0,0
420839,142-AB,,0,0,0,0
420840,142-C,BURGUNDY,0,0,0,0
420841,142-C,GREEN,0,0,0,0
420842,142-C,IVORY,0,0,0,0
420843,142-C,M GREEN,0,0,0,0
420844,142-C,PINK,0,0,0,0
420845,142-C,WHITE,44,97,0,0
420846,142-E,BURGUNDY,0,0,0,0
420847,142-E,GREEN,0,0,0,0
420848,142-E,IVORY,0,36,0,0
420849,142-E,M GREEN,0,0,0,0
420850,142-E,PINK,0,0,0,0
420851,142-E,WHITE,78.67,184,0,0
420852,142-H,BURGUNDY,0,0,0,0
420853,142-H,GREEN,0,0,0,0
420854,142-H,IVORY,0,281,0,0
420855,142-H,M GREEN,0,0,0,0
420856,142-H,PINK,0,0,0,0
420857,142-H,WHITE,0,375,0,0
420858,142-HG,,0,250,0,0
420859,142-HP,,0,0,0,0
420860,142-HR,,0,52,0,0
420861,142-HW,,0,33,0,0
420862,142-K,WHITE,0,0,0,0
420863,142-LS,,0,0,0,0
420864,142-LSB,BLUE,0,0,0,0
420865,142-O,BURGUNDY,0,0,0,0
420866,142-O,GREEN,0,0,0,0
420867,142-O,IVORY,0,6,0,0
420868,142-O,M GREEN,0,0,0,0
420869,142-O,PINK,0,0,0,0
420870,142-O,WHITE,198.67,0,0,50
420871,142-P,BURGUNDY,0,0,0,0
420872,142-P,GREEN,0,0,0,0
420873,142-P,IVORY,0,24,0,0
420874,142-P,M GREEN,0,0,0,0
420875,142-P,PINK,0,0,0,0
420876,142-P,WHITE,44,0,0,14
420877,1421,BURGUNDY,0,0,0,0
420878,1421,GREEN,0,0,0,0
420879,1421,IVORY,0,172,0,0
420880,1421,M GREEN,0,0,0,0
420881,1421,PINK,0,0,0,0
420882,1421,WHITE,33.33,36,0,0
420883,143,BLUE,3.33,604,0,0
420884,143,BURGUNDY,0,0,0,0
420885,143,GREEN,0,190,0,0
420886,143,IVORY,2130,0,0,985
420887,143,M GREEN,0,0,0,0
420888,143,PINK,91.33,56,0,0
420889,143,WHITE,4007.33,0,0,1432
420890,143-A,WHITE,0,0,0,0
420891,143-AB,,0,0,0,0
420892,143-C,WHITE,110,7,0,0
420893,143-E,BURGUNDY,0,0,0,0
420894,143-E,GREEN,0,0,0,0
420895,143-E,IVORY,0,116,0,0
420896,143-E,M GREEN,0,0,0,0
420897,143-E,PINK,0,0,0,0
420898,143-E,WHITE,8,48,44,0
420899,143-H,BURGUNDY,0,0,0,0
420900,143-H,GREEN,0,0,0,0
420901,143-H,IVORY,0,27,0,0
420902,143-H,M GREEN,0,0,0,0
420903,143-H,PINK,0,0,0,0
420904,143-H,WHITE,42.67,77,0,0
420905,143-HG,,0,58,0,0
420906,143-HP,,0,0,0,0
420907,143-HR,,0,85,0,0
420908,143-HW,,0,196,0,0
420909,143-LS,,0,0,0,0
420910,143-LSB,BLUE,0,0,0,0
420911,143-O,BURGUNDY,0,0,0,0
420912,143-O,GREEN,0,0,0,0
420913,143-O,IVORY,0,0,0,0
420914,143-O,M GREEN,0,0,0,0
420915,143-O,PINK,0,0,0,0
420916,143-O,WHITE,176,244,0,0
420917,143-P,BURGUNDY,0,0,0,0
420918,143-P,GREEN,0,0,0,0
420919,143-P,IVORY,0,0,0,0
420920,143-P,M GREEN,0,0,0,0
420921,143-P,PINK,0,0,0,0
420922,143-P,WHITE,0,7,0,0
420923,1431,BURGUNDY,0,0,0,0
420924,1431,GREEN,0,0,0,0
420925,1431,IVORY,0,212,0,0
420926,1431,M GREEN,0,0,0,0
420927,1431,PINK,0,0,0,0
420928,1431,WHITE,42.67,12,0,0
420929,1431-E,,0,132,0,0
420930,144,BLUE,30,75,0,0
420931,144,BURGUNDY,0,0,0,0
420932,144,GREEN,30,359,0,0
420933,144,IVORY,31453.33,0,0,908
420934,144,M GREEN,0,0,0,0
420935,144,PINK,852,0,0,1084
420936,144,WHITE,21067,3869,0,0
420937,144-4E,,0,0,0,0
420938,144-4U,,0,0,0,0
420939,144-A,IVORY,0,102,0,0
420940,144-A,WHITE,90,247,0,0
420941,144-AB,,0,0,0,0
420942,144-AP,IVORY,450,121,0,0
420943,144-AP,WHITE,35.33,222,0,0
420944,144-AS,IVORY,1410,0,0,1550
420945,144-AS,WHITE,537.67,0,0,180
420946,144-B,BURGUNDY,0,0,0,0
420947,144-B,GREEN,0,0,0,0
420948,144-B,IVORY,90,508,0,0
420949,144-B,M GREEN,0,0,0,0
420950,144-B,PINK,0,0,0,0
420951,144-B,WHITE,360,0,0,12
420952,144-C,BURGUNDY,0,0,0,0
420953,144-C,GREEN,0,0,0,0
420954,144-C,IVORY,30,120,0,0
420955,144-C,M GREEN,0,0,0,0
420956,144-C,PINK,0,0,0,0
420957,144-C,WHITE,4230.33,0,0,64
420958,144-D,BURGUNDY,0,0,0,0
420959,144-D,GREEN,0,0,0,0
420960,144-D,IVORY,88,195,0,0
420961,144-D,M GREEN,0,0,0,0
420962,144-D,PINK,0,0,0,0
420963,144-D,WHITE,224.67,197,0,0
420964,144-DB,BLACK,396,0,0,142
420965,144-DG,,22,84,0,0
420966,144-DP,,47.33,264,0,0
420967,144-DR,,418,75,0,0
420968,144-DW,,44,52,0,0
420969,144-E,BURGUNDY,0,0,0,0
420970,144-E,GREEN,0,0,0,0
420971,144-E,IVORY,0,482,0,0
420972,144-E,M GREEN,0,0,0,0
420973,144-E,PINK,0,0,0,0
420974,144-E,WHITE,459.67,755,0,0
420975,144-EB,IVORY,390,0,0,97
420976,144-EB,WHITE,600,0,0,765
420977,144-H,BURGUNDY,0,0,0,0
420978,144-H,GREEN,0,0,0,0
420979,144-H,IVORY,360,2391,0,0
420980,144-H,M GREEN,0,0,0,0
420981,144-H,PINK,0,0,0,0
420982,144-H,WHITE,3090.33,2052,0,0
420983,144-HG,,30,0,0,12
420984,144-HP,,0,652,0,0
420985,144-HR,,240,9,0,0
420986,144-HW,,149.33,276,0,0
420987,144-I,IVORY,22,182,0,0
420988,144-I,WHITE,22,34,0,0
420989,144-IG,,22,78,0,0
420990,144-IP,,0,18,0,0
420991,144-IR,,0,38,0,0
420992,144-IW,,0,20,0,0
420993,144-K,WHITE,1530,0,0,778
420994,144-L,WHITE,0,11,0,0
420995,144-LG,,0,0,0,0
420996,144-LP,,0,0,0,0
420997,144-LR,,0,346,0,0
420998,144-LS,WHITE,0,16,0,0
420999,144-LSB,BLUE,60,0,0,650
421000,144-LW,,0,18,0,0
421001,144-N,IVORY,0,116,0,0
421002,144-N,WHITE,110,23,0,0
421003,144-NB,,132,0,0,30
421004,144-NG,,44.33,0,0,0
421005,144-NP,,66,70,0,0
421006,144-NR,,264,632,0,0
421007,144-NW,,66,178,0,0
421008,144-O,BURGUNDY,0,0,0,0
421009,144-O,GREEN,0,0,0,0
421010,144-O,IVORY,1306,1931,0,0
421011,144-O,M GREEN,0,0,0,0
421012,144-O,PINK,0,0,0,0
421013,144-O,WHITE,5689.33,3712,0,0
421014,144-P,BURGUNDY,0,0,0,0
421015,144-P,GREEN,0,0,0,0
421016,144-P,IVORY,463.33,70,0,0
421017,144-P,M GREEN,0,0,0,0
421018,144-P,PINK,0,0,0,0
421019,144-P,WHITE,471.33,0,0,693
421020,144-PR,,0,0,0,0
421021,144-Q,BURGUNDY,0,0,0,0
421022,144-Q,GREEN,0,0,0,0
421023,144-Q,IVORY,286,0,66,238
421024,144-Q,M GREEN,0,0,0,0
421025,144-Q,PINK,0,0,0,0
421026,144-Q,WHITE,286,1054,0,0
421027,144-QAB,,88,40,0,0
421028,144-QG,,66,73,0,0
421029,144-QP,,44,523,0,0
421030,144-QR,,1514.67,0,264,282
