item_code,colour,category,issued_demand
132-RR,,Cocks Premium,0
132-RW,3,Cocks Premium,52.67
132-SG,,Cocks Premium,22.33
132-SP,,Cocks Premium,0
132-SR,,Cocks Premium,209
132-SW,,Cocks Premium,0
132-UG,,Cocks Premium,0
132-UP,,Cocks Premium,12.33
132-UR,9,Cocks Premium,39
132-UW,,Cocks Premium,0
132-VG,,Cocks Premium,0
132-VP,,Cocks Premium,0
132-VR,,Cocks Premium,0
132-VW,,Cocks Premium,0
1322-DG,,Cocks Premium,0
1322-DP,,Cocks Premium,0
1322-DR,,Cocks Premium,64
1322-DW,,Cocks Premium,0
1322-HNG,,Cocks Premium,18
1322-HNP,,Cocks Premium,0
1322-HNR,,Cocks Premium,0
1322-HNW,,Cocks Premium,42
1322-SG,,Cocks Premium,13.33
1322-SP,,Cocks Premium,18
1322-SR,,Cocks Premium,158
1322-SW,,Cocks Premium,0
1322-VG,,Cocks Premium,40
1322-VP,78,Cocks Premium,12
1322-VR,,Cocks Premium,20
1322-VW,,Cocks Premium,0
133-DG,,Cocks Premium,0
133-DP,,Cocks Premium,44
133-DR,,Cocks Premium,22.67
133-DW,,Cocks Premium,0
133-HG,,Cocks Premium,0
133-HP,,Cocks Premium,0
133-HR,,Cocks Premium,0
133-HW,,Cocks Premium,0
133-IG,,Cocks Premium,0
133-IP,,Cocks Premium,0
133-IR,,Cocks Premium,0
133-IW,,Cocks Premium,0
133-LG,,Cocks Premium,0
133-LP,,Cocks Premium,0
133-LR,,Cocks Premium,0
133-LW,,Cocks Premium,0
133-NB,,Cocks Premium,0
133-NG,,Cocks Premium,0
133-NP,,Cocks Premium,0
133-NR,,Cocks Premium,0
133-NW,,Cocks Premium,8
133-QG,,Cocks Premium,0
133-QP,,Cocks Premium,47.67
133-QR,,Cocks Premium,110
133-QW,,Cocks Premium,0
133-RG,,Cocks Premium,51.33
133-RP,,Cocks Premium,0
133-RR,,Cocks Premium,0
133-RW,,Cocks Premium,52
133-SG,,Cocks Premium,0
133-SP,,Cocks Premium,0
133-SR,,Cocks Premium,0
133-SW,,Cocks Premium,0
133-UG,,Cocks Premium,0
133-UP,,Cocks Premium,0
133-UR,,Cocks Premium,0
133-UW,,Cocks Premium,0
133-VG,,Cocks Premium,0
133-VP,39,Cocks Premium,0
133-VR,,Cocks Premium,0
133-VW,,Cocks Premium,0
134-DG,,Cocks Premium,0
134-DP,,Cocks Premium,0
134-DR,,Cocks Premium,0
134-DW,,Cocks Premium,0
134-HG,,Cocks Premium,0
134-HP,,Cocks Premium,0
134-HR,,Cocks Premium,0
134-HW,,Cocks Premium,0
134-QG,,Cocks Premium,0
134-QP,,Cocks Premium,13.33
134-QR,,Cocks Premium,18
134-QW,,Cocks Premium,0
134-RG,,Cocks Premium,20
134-RP,,Cocks Premium,0
134-RR,20,Cocks Premium,2.67
134-RW,,Cocks Premium,0
134-UG,,Cocks Premium,0
134-UP,,Cocks Premium,0
134-UR,,Cocks Premium,58.67
134-UW,,Cocks Premium,0
134-VG,,Cocks Premium,0
134-VP,,Cocks Premium,0
134-VR,,Cocks Premium,4.67
134-VW,,Cocks Premium,0
135-DG,,Cocks Premium,3.33
135-DP,,Cocks Premium,0
135-DR,,Cocks Premium,11.33
135-DW,,Cocks Premium,0
135-O,,Cocks Premium,0
135-QAB,,Cocks Premium,31.33
135-QG,,Cocks Premium,0
135-QP,,Cocks Premium,0
135-QR,,Cocks Premium,0
135-QW,,Cocks Premium,0
135-RG,,Cocks Premium,11.33
135-RP,,Cocks Premium,0
135-RR,26,Cocks Premium,6.67
135-RW,,Cocks Premium,0
135-UG,,Cocks Premium,0
135-UP,,Cocks Premium,0
135-UR,,Cocks Premium,0
135-UW,,Cocks Premium,0
135-VG,,Cocks Premium,0
135-VP,,Cocks Premium,0
135-VR,,Cocks Premium,0
135-VW,,Cocks Premium,0
1375-DG,3,Cocks Premium,6
1375-DP,,Cocks Premium,0
1375-DR,,Cocks Premium,112
1375-DW,,Cocks Premium,12
1375-HG,,Cocks Premium,0
1375-HP,,Cocks Premium,0
1375-HR,,Cocks Premium,0
1375-HW,,Cocks Premium,0
1375-IG,,Cocks Premium,2
1375-IP,,Cocks Premium,0
1375-IR,,Cocks Premium,2.33
1375-IW,,Cocks Premium,0
1375-LG,,Cocks Premium,0
1375-LP,,Cocks Premium,0
1375-LR,,Cocks Premium,0
1375-LW,,Cocks Premium,0
1375-QAB,,Cocks Premium,20
1375-QG,14,Cocks Premium,0
1375-QP,,Cocks Premium,18
1375-QR,21,Cocks Premium,103
1375-QW,,Cocks Premium,5
1375-RG,4,Cocks Premium,24.33
1375-RP,,Cocks Premium,0
1375-RR,12,Cocks Premium,0
1375-RW,,Cocks Premium,0
1375-SFG,,Cocks Premium,3
1375-SFP,,Cocks Premium,64
1375-SFR,,Cocks Premium,77.67
1375-SFW,,Cocks Premium,0
1375-SG,,Cocks Premium,0
1375-SR,,Cocks Premium,0
1375-SW,,Cocks Premium,0
1375-UG,,Cocks Premium,0
1375-UP,,Cocks Premium,0
1375-UR,21,Cocks Premium,5
1375-UW,,Cocks Premium,0
1375-VG,,Cocks Premium,0
1375-VP,5,Cocks Premium,13
1375-VR,,Cocks Premium,11
1375-VW,,Cocks Premium,0.33
141-HG,,Cocks Premium,0
141-HP,,Cocks Premium,0
141-HR,,Cocks Premium,0
141-HW,,Cocks Premium,0
142-HG,,Cocks Premium,0
142-HP,,Cocks Premium,0
142-HR,,Cocks Premium,0
142-HW,,Cocks Premium,0
143-HG,,Cocks Premium,0
143-HP,,Cocks Premium,0
143-HR,,Cocks Premium,0
143-HW,,Cocks Premium,0
1431-E,,Cocks Premium,0
144-DG,,Cocks Premium,0
144-DP,,Cocks Premium,0
144-DR,,Cocks Premium,343
144-DW,,Cocks Premium,0
144-HG,,Cocks Premium,42
144-HP,,Cocks Premium,0
144-HR,,Cocks Premium,231
144-HW,,Cocks Premium,0
144-IG,,Cocks Premium,0
144-IP,,Cocks Premium,0
144-IR,,Cocks Premium,0
144-IW,,Cocks Premium,0
144-LG,,Cocks Premium,0
144-LP,,Cocks Premium,0
144-LR,,Cocks Premium,0
144-LW,,Cocks Premium,0
144-NB,,Cocks Premium,162
144-NG,,Cocks Premium,44.33
144-NP,,Cocks Premium,0
144-NR,,Cocks Premium,0
144-NW,,Cocks Premium,0
144-QG,,Cocks Premium,0
144-QP,,Cocks Premium,0
144-QR,,Cocks Premium,2060.67
144-QW,,Cocks Premium,0
144-RG,,Cocks Premium,42
144-RP,,Cocks Premium,0
144-RR,14,Cocks Premium,36
144-RW,,Cocks Premium,0
144-SG,,Cocks Premium,0
144-SP,,Cocks Premium,875
144-SR,,Cocks Premium,1838
144-SW,,Cocks Premium,0
144-UG,,Cocks Premium,11
144-UP,,Cocks Premium,0
144-UR,16,Cocks Premium,56
144-UW,,Cocks Premium,0
144-VG,,Cocks Premium,0
144-VP,53,Cocks Premium,98
144-VR,,Cocks Premium,0
144-VW,,Cocks Premium,0
145-DG,10,Cocks Premium,0
145-DP,,Cocks Premium,0
145-DR,,Cocks Premium,48.33
145-DW,,Cocks Premium,16
145-HG,,Cocks Premium,0
145-HP,,Cocks Premium,0
145-HR,,Cocks Premium,0
145-HW,,Cocks Premium,0
145-IG,,Cocks Premium,0
145-IP,,Cocks Premium,0
145-IR,,Cocks Premium,0
145-IW,,Cocks Premium,0
145-LG,,Cocks Premium,0
145-LP,,Cocks Premium,0
145-LR,,Cocks Premium,0
145-LW,,Cocks Premium,0
145-NB,,Cocks Premium,0
145-NG,,Cocks Premium,4.33
145-NP,,Cocks Premium,0
145-NR,,Cocks Premium,0
145-NW,,Cocks Premium,0
145-QG,,Cocks Premium,0
145-QP,,Cocks Premium,11
145-QR,9,Cocks Premium,90
145-QW,,Cocks Premium,0
145-RG,,Cocks Premium,7.67
145-RP,,Cocks Premium,0
145-RR,,Cocks Premium,38.33
145-RW,,Cocks Premium,0
145-SG,,Cocks Premium,9
145-SP,,Cocks Premium,0
145-SR,,Cocks Premium,303
145-SW,,Cocks Premium,0
145-UG,,Cocks Premium,0
145-UP,,Cocks Premium,0
145-UR,17,Cocks Premium,0.33
145-UW,,Cocks Premium,0
145-VG,,Cocks Premium,0
145-VP,,Cocks Premium,0
145-VR,,Cocks Premium,0
145-VW,,Cocks Premium,0
146-HG,,Cocks Premium,0
146-HP,,Cocks Premium,0
146-HR,,Cocks Premium,0
146-HW,,Cocks Premium,0
147-7E,,Cocks Premium,0
147-DG,,Cocks Premium,0
147-DP,,Cocks Premium,0
147-DR,,Cocks Premium,512
147-DW,,Cocks Premium,30
147-HG,,Cocks Premium,0
147-HP,,Cocks Premium,0
147-HQG,,Cocks Premium,0
147-HQP,,Cocks Premium,0
147-HQR,,Cocks Premium,0
147-HQW,,Cocks Premium,0
147-HR,,Cocks Premium,0
147-HW,,Cocks Premium,28
147-IG,,Cocks Premium,0
147-IP,,Cocks Premium,0
147-IQG,,Cocks Premium,0
147-IQP,,Cocks Premium,0
147-IQR,,Cocks Premium,0
147-IQW,,Cocks Premium,0
147-IR,,Cocks Premium,35
147-IW,,Cocks Premium,0
147-LG,,Cocks Premium,0
147-LP,,Cocks Premium,0
147-LQG,,Cocks Premium,0
147-LQP,,Cocks Premium,0
147-LQR,,Cocks Premium,0
147-LQW,,Cocks Premium,0
147-LR,,Cocks Premium,0
147-LW,,Cocks Premium,0
147-PR,,Cocks Premium,0
147-RG,,Cocks Premium,19
147-RP,,Cocks Premium,0
147-RQG,,Cocks Premium,0
147-RQP,,Cocks Premium,0
147-RQR,,Cocks Premium,0
147-RQW,,Cocks Premium,0
147-RR,,Cocks Premium,7
147-RW,,Cocks Premium,0
147-SG,,Cocks Premium,0
147-SP,,Cocks Premium,0
147-SR,,Cocks Premium,769
147-SW,,Cocks Premium,0
147-VG,,Cocks Premium,0
147-VP,,Cocks Premium,0
147-VR,,Cocks Premium,0
147-VW,,Cocks Premium,0
148-C,,Cocks Premium,0
148-HG,,Cocks Premium,0
148-HP,,Cocks Premium,0
148-HR,,Cocks Premium,0
148-HW,,Cocks Premium,0
149-SG,,Cocks Premium,0
149-SP,,Cocks Premium,270
149-SR,,Cocks Premium,132
149-SW,,Cocks Premium,0
149-VG,,Cocks Premium,0
149-VP,112,Cocks Premium,67
149-VR,,Cocks Premium,0
149-VW,,Cocks Premium,0
1491-HG,,Cocks Premium,0
1491-HP,,Cocks Premium,0
1491-HR,,Cocks Premium,0
1491-HW,,Cocks Premium,0
150-DG,,Cocks Premium,0
150-DP,,Cocks Premium,0
150-DR,,Cocks Premium,0
150-DW,,Cocks Premium,14
150-HG,,Cocks Premium,0
150-HP,,Cocks Premium,0
150-HR,,Cocks Premium,0
150-HW,,Cocks Premium,0
150-IG,,Cocks Premium,0
150-IP,,Cocks Premium,0
150-IR,,Cocks Premium,0
150-IW,,Cocks Premium,0
150-QG,,Cocks Premium,0
150-QP,,Cocks Premium,0
150-QR,,Cocks Premium,4.33
150-QW,,Cocks Premium,0
150-RG,,Cocks Premium,0
150-RP,,Cocks Premium,0
150-RR,,Cocks Premium,0
150-RW,,Cocks Premium,0
150-UG,,Cocks Premium,0
150-UP,,Cocks Premium,0
150-UR,,Cocks Premium,0
150-UW,,Cocks Premium,0
400-IG,,Cocks Premium,0
400-IP,,Cocks Premium,0
400-IR,,Cocks Premium,0
400-IW,,Cocks Premium,0
400-QG,,Cocks Premium,0
400-QP,,Cocks Premium,0
400-QR,,Cocks Premium,16.67
400-QW,,Cocks Premium,0
400-RG,,Cocks Premium,1.67
400-RP,,Cocks Premium,0
400-RR,,Cocks Premium,0
400-RW,,Cocks Premium,0
PTA-76,,Cocks Premium,208.67
PTA-77,,Cocks Premium,0
120,BURGUNDY,Cocks Standard,0
120,GREEN,Cocks Standard,0
120,IVORY,Cocks Standard,377.33
120,M GREEN,Cocks Standard,0
120,PINK,Cocks Standard,0
120,WHITE,Cocks Standard,1723.33
120-C,BURGUNDY,Cocks Standard,0
120-C,GREEN,Cocks Standard,0
120-C,IVORY,Cocks Standard,0
120-C,M GREEN,Cocks Standard,0
120-C,PINK,Cocks Standard,0
120-C,WHITE,Cocks Standard,3412
120-M,BURGUNDY,Cocks Standard,0
120-M,GREEN,Cocks Standard,0
120-M,IVORY,Cocks Standard,0
120-M,M GREEN,Cocks Standard,0
120-M,PINK,Cocks Standard,0
120-M,WHITE,Cocks Standard,1150
120-R,BURGUNDY,Cocks Standard,0
120-R,GREEN,Cocks Standard,0
120-R,IVORY,Cocks Standard,214
120-R,M GREEN,Cocks Standard,0
120-R,PINK,Cocks Standard,0
120-R,WHITE,Cocks Standard,340
120-S,BURGUNDY,Cocks Standard,0
120-S,GREEN,Cocks Standard,0
120-S,IVORY,Cocks Standard,8
120-S,M GREEN,Cocks Standard,0
120-S,PINK,Cocks Standard,0
120-S,WHITE,Cocks Standard,10841.67
120-W,BURGUNDY,Cocks Standard,0
120-W,GREEN,Cocks Standard,0
120-W,IVORY,Cocks Standard,0
120-W,M GREEN,Cocks Standard,0
120-W,PINK,Cocks Standard,0
120-W,WHITE,Cocks Standard,0
120-WS,BURGUNDY,Cocks Standard,0
120-WS,GREEN,Cocks Standard,0
120-WS,IVORY,Cocks Standard,21678
120-WS,M GREEN,Cocks Standard,0
120-WS,PINK,Cocks Standard,0
120-WS,WHITE,Cocks Standard,53137.33
121,BLUE,Cocks Standard,0
121,BURGUNDY,Cocks Standard,0
121,GREEN,Cocks Standard,0
121,IVORY,Cocks Standard,14147.33
121,M GREEN,Cocks Standard,0
121,PINK,Cocks Standard,202
121,WHITE,Cocks Standard,12049.67
121-1E,,Cocks Standard,0
121-A,IVORY,Cocks Standard,0
121-A,WHITE,Cocks Standard,294
121-AB,BLACK,Cocks Standard,0
121-ABF,BLACK,Cocks Standard,0
121-AF,WHITE,Cocks Standard,0
121-AP,IVORY,Cocks Standard,266
121-AP,WHITE,Cocks Standard,21
121-APF,IVORY,Cocks Standard,0
121-AS,IVORY,Cocks Standard,2057
121-AS,WHITE,Cocks Standard,0
121-ASF,IVORY,Cocks Standard,0
121-ASF,WHITE,Cocks Standard,0
121-B,BURGUNDY,Cocks Standard,0
121-B,GREEN,Cocks Standard,0
121-B,IVORY,Cocks Standard,0
121-B,M GREEN,Cocks Standard,0
121-B,PINK,Cocks Standard,0
121-B,WHITE,Cocks Standard,0
121-BF,WHITE,Cocks Standard,226
121-C,,Cocks Standard,132
121-C,BURGUNDY,Cocks Standard,0
121-C,GREEN,Cocks Standard,0
121-C,IVORY,Cocks Standard,0
121-C,M GREEN,Cocks Standard,0
121-C,WHITE,Cocks Standard,3.67
121-CF,,Cocks Standard,110
121-D,,Cocks Standard,0
121-E,BURGUNDY,Cocks Standard,0
121-E,GREEN,Cocks Standard,0
121-E,IVORY,Cocks Standard,0
121-E,M GREEN,Cocks Standard,0
121-E,PINK,Cocks Standard,0
121-E,WHITE,Cocks Standard,644.33
121-EB,IVORY,Cocks Standard,0
121-EB,WHITE,Cocks Standard,816
121-EBF,,Cocks Standard,0
121-F,IVORY,Cocks Standard,0
121-F,WHITE,Cocks Standard,32
121-FB,BLUE,Cocks Standard,0
121-FHG,,Cocks Standard,0
121-FHP,,Cocks Standard,0
121-FHR,,Cocks Standard,0
121-FHW,,Cocks Standard,13.33
121-FP,,Cocks Standard,0
121-H,BURGUNDY,Cocks Standard,0
121-H,GREEN,Cocks Standard,0
121-H,IVORY,Cocks Standard,0
121-H,M GREEN,Cocks Standard,0
121-H,PINK,Cocks Standard,0
121-H,WHITE,Cocks Standard,0
121-I,IVORY,Cocks Standard,0
121-I,WHITE,Cocks Standard,0
121-JJM,IVORY,Cocks Standard,0
121-JJM,PINK,Cocks Standard,0
121-JJM,WHITE,Cocks Standard,0
121-K,WHITE,Cocks Standard,0
121-KF,WHITE,Cocks Standard,0
121-L,IVORY,Cocks Standard,0
121-L,WHITE,Cocks Standard,0
121-LSF,,Cocks Standard,0
121-LSFB,BLUE,Cocks Standard,8
121-N,,Cocks Standard,0
121-O,,Cocks Standard,2
121-O,BLUE,Cocks Standard,0
121-O,BURGUNDY,Cocks Standard,0
121-O,GREEN,Cocks Standard,0
121-O,IVORY,Cocks Standard,4675
121-O,M GREEN,Cocks Standard,0
121-O,PINK,Cocks Standard,1084
121-O,WHITE,Cocks Standard,3974
121-P,BURGUNDY,Cocks Standard,0
121-P,GREEN,Cocks Standard,0
121-P,IVORY,Cocks Standard,0
121-P,M GREEN,Cocks Standard,0
121-P,PINK,Cocks Standard,0
121-P,WHITE,Cocks Standard,266
121-PF,,Cocks Standard,0
121-PR,,Cocks Standard,0
121-R,BURGUNDY,Cocks Standard,0
121-R,GREEN,Cocks Standard,0
121-R,IVORY,Cocks Standard,606
121-R,M GREEN,Cocks Standard,0
121-R,PINK,Cocks Standard,0
121-R,WHITE,Cocks Standard,128
121-S,BURGUNDY,Cocks Standard,0
121-S,GREEN,Cocks Standard,0
121-S,IVORY,Cocks Standard,528
121-S,M GREEN,Cocks Standard,0
121-S,PINK,Cocks Standard,0
121-S,WHITE,Cocks Standard,0
121-V,BURGUNDY,Cocks Standard,0
121-V,GREEN,Cocks Standard,0
121-V,IVORY,Cocks Standard,30
121-V,M GREEN,Cocks Standard,0
121-V,PINK,Cocks Standard,0
121-V,WHITE,Cocks Standard,0
121-W,,Cocks Standard,0
122,,Cocks Standard,0
122-O,BURGUNDY,Cocks Standard,0
122-O,GREEN,Cocks Standard,0
122-O,IVORY,Cocks Standard,0
122-O,M GREEN,Cocks Standard,0
122-O,PINK,Cocks Standard,0
122-O,WHITE,Cocks Standard,0
123,BLUE,Cocks Standard,0
123,BURGUNDY,Cocks Standard,0
123,GREEN,Cocks Standard,0
123,IVORY,Cocks Standard,8839.67
123,M GREEN,Cocks Standard,0
123,PINK,Cocks Standard,25
123,WHITE,Cocks Standard,0
123-3E,,Cocks Standard,0
123-3U,,Cocks Standard,0
123-A,IVORY,Cocks Standard,0
123-A,WHITE,Cocks Standard,0
123-AB,BLACK,Cocks Standard,0
123-ABF,BLACK,Cocks Standard,0
123-ABN,,Cocks Standard,0
123-AF,IVORY,Cocks Standard,0
123-AF,WHITE,Cocks Standard,40.33
123-AN,WHITE,Cocks Standard,0
123-B,,Cocks Standard,0
123-C,BURGUNDY,Cocks Standard,0
123-C,GREEN,Cocks Standard,0
123-C,IVORY,Cocks Standard,0
123-C,M GREEN,Cocks Standard,0
123-C,PINK,Cocks Standard,0
123-C,WHITE,Cocks Standard,718.67
123-CF,BURGUNDY,Cocks Standard,0
123-CF,GREEN,Cocks Standard,0
123-CF,IVORY,Cocks Standard,0
123-CF,M GREEN,Cocks Standard,0
123-CF,PINK,Cocks Standard,0
123-CF,WHITE,Cocks Standard,531
123-CN,BURGUNDY,Cocks Standard,0
123-CN,GREEN,Cocks Standard,0
123-CN,IVORY,Cocks Standard,0
123-CN,M GREEN,Cocks Standard,0
123-CN,PINK,Cocks Standard,0
123-CN,WHITE,Cocks Standard,0
123-D,BURGUNDY,Cocks Standard,0
123-D,GREEN,Cocks Standard,0
123-D,IVORY,Cocks Standard,0
123-D,M GREEN,Cocks Standard,0
123-D,PINK,Cocks Standard,0
123-D,WHITE,Cocks Standard,64
123-DB,BLACK,Cocks Standard,564
123-E,BURGUNDY,Cocks Standard,0
123-E,GREEN,Cocks Standard,0
123-E,IVORY,Cocks Standard,0
123-E,M GREEN,Cocks Standard,0
123-E,PINK,Cocks Standard,0
123-E,WHITE,Cocks Standard,0
123-EF,BURGUNDY,Cocks Standard,0
123-EF,GREEN,Cocks Standard,0
123-EF,IVORY,Cocks Standard,0
123-EF,M GREEN,Cocks Standard,0
123-EF,PINK,Cocks Standard,0
123-EF,WHITE,Cocks Standard,0
123-EN,BURGUNDY,Cocks Standard,0
123-EN,GREEN,Cocks Standard,0
123-EN,IVORY,Cocks Standard,0
123-EN,M GREEN,Cocks Standard,0
123-EN,PINK,Cocks Standard,0
123-EN,WHITE,Cocks Standard,0
123-F,BURGUNDY,Cocks Standard,0
123-F,GREEN,Cocks Standard,0
123-F,IVORY,Cocks Standard,0
123-F,M GREEN,Cocks Standard,0
123-F,PINK,Cocks Standard,0
123-F,WHITE,Cocks Standard,495
123-FP,BURGUNDY,Cocks Standard,0
123-FP,GREEN,Cocks Standard,0
123-FP,IVORY,Cocks Standard,0
123-FP,M GREEN,Cocks Standard,0
123-FP,PINK,Cocks Standard,0
123-FP,WHITE,Cocks Standard,11.67
123-H,BURGUNDY,Cocks Standard,0
123-H,GREEN,Cocks Standard,0
123-H,IVORY,Cocks Standard,0
123-H,M GREEN,Cocks Standard,0
123-H,PINK,Cocks Standard,0
123-H,WHITE,Cocks Standard,0
123-I,IVORY,Cocks Standard,0
123-I,WHITE,Cocks Standard,111
123-K,WHITE,Cocks Standard,986
123-KF,WHITE,Cocks Standard,0
123-KN,WHITE,Cocks Standard,0
123-L,IVORY,Cocks Standard,0
123-L,WHITE,Cocks Standard,0
123-LS,WHITE,Cocks Standard,51
123-LSB,BLUE,Cocks Standard,450
123-LSF,IVORY,Cocks Standard,0
123-LSFB,BLUE,Cocks Standard,0
123-LSN,WHITE,Cocks Standard,0
123-LSNB,BLUE,Cocks Standard,0
123-N,BURGUNDY,Cocks Standard,0
123-N,GREEN,Cocks Standard,0
123-N,IVORY,Cocks Standard,0
123-N,M GREEN,Cocks Standard,0
123-N,PINK,Cocks Standard,0
123-N,WHITE,Cocks Standard,0
123-NN,IVORY,Cocks Standard,0
123-NN,WHITE,Cocks Standard,56.33
123-O,BURGUNDY,Cocks Standard,0
123-O,GREEN,Cocks Standard,0
123-O,IVORY,Cocks Standard,0
123-O,M GREEN,Cocks Standard,0
123-O,PINK,Cocks Standard,0
123-O,WHITE,Cocks Standard,668.67
123-ON,BURGUNDY,Cocks Standard,0
123-ON,GREEN,Cocks Standard,0
123-ON,IVORY,Cocks Standard,0
123-ON,M GREEN,Cocks Standard,0
123-ON,PINK,Cocks Standard,0
123-ON,WHITE,Cocks Standard,0
123-P,BURGUNDY,Cocks Standard,0
123-P,GREEN,Cocks Standard,0
123-P,IVORY,Cocks Standard,23.67
123-P,M GREEN,Cocks Standard,0
123-P,PINK,Cocks Standard,0
123-P,WHITE,Cocks Standard,282
123-PN,BURGUNDY,Cocks Standard,0
123-PN,GREEN,Cocks Standard,0
123-PN,IVORY,Cocks Standard,0
123-PN,M GREEN,Cocks Standard,0
123-PN,PINK,Cocks Standard,0
123-PN,WHITE,Cocks Standard,0
123-Q,BURGUNDY,Cocks Standard,0
123-Q,GREEN,Cocks Standard,0
123-Q,IVORY,Cocks Standard,76.33
123-Q,M GREEN,Cocks Standard,0
123-Q,PINK,Cocks Standard,0
123-Q,WHITE,Cocks Standard,0
123-QAB,,Cocks Standard,138
123-QB,,Cocks Standard,41
123-R,BURGUNDY,Cocks Standard,0
123-R,GREEN,Cocks Standard,0
123-R,IVORY,Cocks Standard,0
123-R,M GREEN,Cocks Standard,0
123-R,PINK,Cocks Standard,0
123-R,WHITE,Cocks Standard,0
123-S,IVORY,Cocks Standard,220
123-S,WHITE,Cocks Standard,80
123-U,BURGUNDY,Cocks Standard,0
123-U,GREEN,Cocks Standard,0
123-U,IVORY,Cocks Standard,0
123-U,M GREEN,Cocks Standard,0
123-U,PINK,Cocks Standard,0
123-U,WHITE,Cocks Standard,223
123-WS,IVORY,Cocks Standard,352
123-WS,WHITE,Cocks Standard,288
1231,BURGUNDY,Cocks Standard,0
1231,GREEN,Cocks Standard,0
1231,IVORY,Cocks Standard,0
1231,M GREEN,Cocks Standard,0
1231,PINK,Cocks Standard,0
1231,WHITE,Cocks Standard,0
1231-F,BURGUNDY,Cocks Standard,0
1231-F,GREEN,Cocks Standard,0
1231-F,IVORY,Cocks Standard,0
1231-F,M GREEN,Cocks Standard,0
1231-F,PINK,Cocks Standard,0
1231-F,WHITE,Cocks Standard,0
1231-N,BURGUNDY,Cocks Standard,0
1231-N,GREEN,Cocks Standard,0
1231-N,IVORY,Cocks Standard,0
1231-N,M GREEN,Cocks Standard,0
1231-N,PINK,Cocks Standard,0
1231-N,WHITE,Cocks Standard,0
1231F,,Cocks Standard,0
124,BLUE,Cocks Standard,0
124,BURGUNDY,Cocks Standard,0
124,GREEN,Cocks Standard,0
124,IVORY,Cocks Standard,0
124,M GREEN,Cocks Standard,0
124,PINK,Cocks Standard,0
124,WHITE,Cocks Standard,3982.33
124-4E,,Cocks Standard,0
124-4U,,Cocks Standard,0
124-A,IVORY,Cocks Standard,0
124-A,WHITE,Cocks Standard,0
124-AB,BLACK,Cocks Standard,0
124-ABF,BLACK,Cocks Standard,0
124-AF,IVORY,Cocks Standard,0
124-AF,WHITE,Cocks Standard,0
124-AP,IVORY,Cocks Standard,68
124-AP,WHITE,Cocks Standard,0
124-AS,IVORY,Cocks Standard,49
124-AS,WHITE,Cocks Standard,0
124-B,BURGUNDY,Cocks Standard,0
124-B,GREEN,Cocks Standard,0
124-B,IVORY,Cocks Standard,118
124-B,M GREEN,Cocks Standard,0
124-B,PINK,Cocks Standard,0
124-B,WHITE,Cocks Standard,66
124-BF,IVORY,Cocks Standard,63
124-BF,WHITE,Cocks Standard,0
124-C,BURGUNDY,Cocks Standard,0
124-C,GREEN,Cocks Standard,0
124-C,IVORY,Cocks Standard,0
124-C,M GREEN,Cocks Standard,0
124-C,PINK,Cocks Standard,0
124-C,WHITE,Cocks Standard,917.67
124-CF,WHITE,Cocks Standard,196.67
124-D,IVORY,Cocks Standard,0
124-D,WHITE,Cocks Standard,148.33
124-DB,BLACK,Cocks Standard,366
124-DG,GOLD,Cocks Standard,0
124-DR,R BLUE,Cocks Standard,0
124-DW,WINE,Cocks Standard,30
124-E,BURGUNDY,Cocks Standard,0
124-E,GREEN,Cocks Standard,0
124-E,IVORY,Cocks Standard,0
124-E,M GREEN,Cocks Standard,0
124-E,PINK,Cocks Standard,0
124-E,WHITE,Cocks Standard,0
124-EB,IVORY,Cocks Standard,0
124-EB,WHITE,Cocks Standard,627
124-EF,BURGUNDY,Cocks Standard,0
124-EF,GREEN,Cocks Standard,0
124-EF,IVORY,Cocks Standard,0
124-EF,M GREEN,Cocks Standard,0
124-EF,PINK,Cocks Standard,0
124-EF,WHITE,Cocks Standard,0
124-F,BURGUNDY,Cocks Standard,0
124-F,GREEN,Cocks Standard,0
124-F,IVORY,Cocks Standard,0
124-F,M GREEN,Cocks Standard,0
124-F,PINK,Cocks Standard,0
124-F,WHITE,Cocks Standard,879
124-FP,BURGUNDY,Cocks Standard,0
124-FP,GREEN,Cocks Standard,0
124-FP,IVORY,Cocks Standard,0
124-FP,M GREEN,Cocks Standard,0
124-FP,PINK,Cocks Standard,0
124-FP,WHITE,Cocks Standard,0
124-H,BURGUNDY,Cocks Standard,0
124-H,GREEN,Cocks Standard,0
124-H,IVORY,Cocks Standard,0
124-H,M GREEN,Cocks Standard,0
124-H,PINK,Cocks Standard,0
124-H,WHITE,Cocks Standard,0
124-I,IVORY,Cocks Standard,0
124-I,WHITE,Cocks Standard,0
124-K,WHITE,Cocks Standard,1822.67
124-KF,WHITE,Cocks Standard,0
124-L,WHITE,Cocks Standard,0
124-LS,WHITE,Cocks Standard,0
124-LSB,BLUE,Cocks Standard,120
124-LSF,WHITE,Cocks Standard,0
124-LSFB,BLUE,Cocks Standard,0
124-N,IVORY,Cocks Standard,0
124-N,WHITE,Cocks Standard,11
124-O,BURGUNDY,Cocks Standard,0
124-O,GREEN,Cocks Standard,0
124-O,IVORY,Cocks Standard,0
124-O,M GREEN,Cocks Standard,0
124-O,PINK,Cocks Standard,0
124-O,WHITE,Cocks Standard,414.33
124-P,BURGUNDY,Cocks Standard,0
124-P,GREEN,Cocks Standard,0
124-P,IVORY,Cocks Standard,343
124-P,M GREEN,Cocks Standard,0
