item_code,colour,category,issued_demand
147-OSQ,BURGUNDY,Cocks Standard,0
147-OSQ,GREEN,Cocks Standard,0
147-OSQ,IVORY,Cocks Standard,0
147-OSQ,M GREEN,Cocks Standard,0
147-OSQ,PINK,Cocks Standard,0
147-OSQ,WHITE,Cocks Standard,0
147-P,BURGUNDY,Cocks Standard,0
147-P,GREEN,Cocks Standard,0
147-P,IVORY,Cocks Standard,0
147-P,M GREEN,Cocks Standard,0
147-P,PINK,Cocks Standard,0
147-P,WHITE,Cocks Standard,0
147-PQ,BURGUNDY,Cocks Standard,0
147-PQ,GREEN,Cocks Standard,0
147-PQ,IVORY,Cocks Standard,0
147-PQ,M GREEN,Cocks Standard,0
147-PQ,PINK,Cocks Standard,0
147-PQ,WHITE,Cocks Standard,0
147-R,BURGUNDY,Cocks Standard,0
147-R,GREEN,Cocks Standard,0
147-R,IVORY,Cocks Standard,40
147-R,M GREEN,Cocks Standard,0
147-R,PINK,Cocks Standard,0
147-R,WHITE,Cocks Standard,0
147-S,IVORY,Cocks Standard,31
147-S,WHITE,Cocks Standard,116
147-SQ,BURGUNDY,Cocks Standard,0
147-SQ,GREEN,Cocks Standard,0
147-SQ,IVORY,Cocks Standard,5
147-SQ,M GREEN,Cocks Standard,0
147-SQ,PINK,Cocks Standard,0
147-SQ,WHITE,Cocks Standard,28.33
147-V,BURGUNDY,Cocks Standard,0
147-V,GREEN,Cocks Standard,0
147-V,IVORY,Cocks Standard,4
147-V,M GREEN,Cocks Standard,0
147-V,PINK,Cocks Standard,0
147-V,WHITE,Cocks Standard,0
1471,BURGUNDY,Cocks Standard,0
1471,GREEN,Cocks Standard,0
1471,IVORY,Cocks Standard,0
1471,M GREEN,Cocks Standard,0
1471,PINK,Cocks Standard,0
1471,WHITE,Cocks Standard,18
1471-Q,BURGUNDY,Cocks Standard,0
1471-Q,GREEN,Cocks Standard,0
1471-Q,IVORY,Cocks Standard,0
1471-Q,M GREEN,Cocks Standard,0
1471-Q,PINK,Cocks Standard,0
1471-Q,WHITE,Cocks Standard,0
148,BURGUNDY,Cocks Standard,0
148,GREEN,Cocks Standard,0
148,IVORY,Cocks Standard,0
148,M GREEN,Cocks Standard,0
148,PINK,Cocks Standard,0
148,WHITE,Cocks Standard,21.33
148-A,WHITE,Cocks Standard,0
148-AB,,Cocks Standard,0
148-BP,BURGUNDY,Cocks Standard,0
148-BP,GREEN,Cocks Standard,0
148-BP,IVORY,Cocks Standard,0
148-BP,M GREEN,Cocks Standard,0
148-BP,PINK,Cocks Standard,0
148-BP,WHITE,Cocks Standard,0
148-DB,WHITE,Cocks Standard,0
148-H,BURGUNDY,Cocks Standard,0
148-H,GREEN,Cocks Standard,0
148-H,IVORY,Cocks Standard,0
148-H,M GREEN,Cocks Standard,0
148-H,PINK,Cocks Standard,0
148-H,WHITE,Cocks Standard,0
148-LS,,Cocks Standard,0
148-LSB,BLUE,Cocks Standard,0
148-O,BURGUNDY,Cocks Standard,0
148-O,GREEN,Cocks Standard,0
148-O,IVORY,Cocks Standard,0
148-O,M GREEN,Cocks Standard,0
148-O,PINK,Cocks Standard,0
148-O,WHITE,Cocks Standard,0
148-P,BURGUNDY,Cocks Standard,0
148-P,GREEN,Cocks Standard,0
148-P,IVORY,Cocks Standard,0
148-P,M GREEN,Cocks Standard,0
148-P,PINK,Cocks Standard,0
148-P,WHITE,Cocks Standard,0
1481,BURGUNDY,Cocks Standard,0
1481,GREEN,Cocks Standard,0
1481,IVORY,Cocks Standard,0
1481,M GREEN,Cocks Standard,0
1481,PINK,Cocks Standard,0
1481,WHITE,Cocks Standard,0
149-A,IVORY,Cocks Standard,0
149-A,WHITE,Cocks Standard,0
149-AB,,Cocks Standard,0
149-AP,IVORY,Cocks Standard,29
149-AS,IVORY,Cocks Standard,0
149-AS,WHITE,Cocks Standard,0
149-B,BURGUNDY,Cocks Standard,0
149-B,GREEN,Cocks Standard,0
149-B,IVORY,Cocks Standard,0
149-B,M GREEN,Cocks Standard,0
149-B,PINK,Cocks Standard,0
149-B,WHITE,Cocks Standard,0
149-E,IVORY,Cocks Standard,0
149-E,WHITE,Cocks Standard,0
149-EB,IVORY,Cocks Standard,0
149-EB,WHITE,Cocks Standard,568
149-LS,,Cocks Standard,0
149-LSB,BLUE,Cocks Standard,406
149-N,BURGUNDY,Cocks Standard,0
149-N,GREEN,Cocks Standard,0
149-N,IVORY,Cocks Standard,582
149-N,M GREEN,Cocks Standard,0
149-N,PINK,Cocks Standard,0
149-N,WHITE,Cocks Standard,1096
149-NP,BURGUNDY,Cocks Standard,0
149-NP,GREEN,Cocks Standard,0
149-NP,IVORY,Cocks Standard,0
149-NP,M GREEN,Cocks Standard,0
149-NP,PINK,Cocks Standard,0
149-NP,WHITE,Cocks Standard,24.33
149-O,BURGUNDY,Cocks Standard,0
149-O,GREEN,Cocks Standard,0
149-O,IVORY,Cocks Standard,260
149-O,M GREEN,Cocks Standard,0
149-O,PINK,Cocks Standard,0
149-O,WHITE,Cocks Standard,156.33
149-S,BURGUNDY,Cocks Standard,0
149-S,GREEN,Cocks Standard,0
149-S,IVORY,Cocks Standard,64
149-S,M GREEN,Cocks Standard,0
149-S,PINK,Cocks Standard,0
149-S,WHITE,Cocks Standard,181
149-V,BURGUNDY,Cocks Standard,0
149-V,GREEN,Cocks Standard,0
149-V,IVORY,Cocks Standard,0
149-V,M GREEN,Cocks Standard,0
149-V,PINK,Cocks Standard,0
149-V,WHITE,Cocks Standard,0
1491,BURGUNDY,Cocks Standard,0
1491,GREEN,Cocks Standard,0
1491,IVORY,Cocks Standard,112
1491,M GREEN,Cocks Standard,0
1491,PINK,Cocks Standard,0
1491,WHITE,Cocks Standard,360
1491-C,BURGUNDY,Cocks Standard,0
1491-C,GREEN,Cocks Standard,0
1491-C,IVORY,Cocks Standard,0
1491-C,M GREEN,Cocks Standard,0
1491-C,PINK,Cocks Standard,0
1491-C,WHITE,Cocks Standard,1778
1491-H,BURGUNDY,Cocks Standard,0
1491-H,GREEN,Cocks Standard,0
1491-H,IVORY,Cocks Standard,190
1491-H,M GREEN,Cocks Standard,0
1491-H,PINK,Cocks Standard,0
1491-H,WHITE,Cocks Standard,384
1491-K,WHITE,Cocks Standard,710
150,BURGUNDY,Cocks Standard,0
150,GREEN,Cocks Standard,0
150,IVORY,Cocks Standard,28.67
150,M GREEN,Cocks Standard,0
150,PINK,Cocks Standard,0
150,WHITE,Cocks Standard,124.33
150-A,WHITE,Cocks Standard,0
150-AB,,Cocks Standard,0
150-C,BURGUNDY,Cocks Standard,0
150-C,GREEN,Cocks Standard,0
150-C,IVORY,Cocks Standard,0
150-C,M GREEN,Cocks Standard,0
150-C,PINK,Cocks Standard,0
150-C,WHITE,Cocks Standard,0
150-D,WHITE,Cocks Standard,1
150-DB,BLACK,Cocks Standard,3.33
150-E,BURGUNDY,Cocks Standard,0
150-E,GREEN,Cocks Standard,0
150-E,IVORY,Cocks Standard,0
150-E,M GREEN,Cocks Standard,0
150-E,PINK,Cocks Standard,0
150-E,WHITE,Cocks Standard,0
150-H,BURGUNDY,Cocks Standard,0
150-H,GREEN,Cocks Standard,0
150-H,IVORY,Cocks Standard,0
150-H,M GREEN,Cocks Standard,0
150-H,PINK,Cocks Standard,0
150-H,WHITE,Cocks Standard,7.33
150-I,IVORY,Cocks Standard,0
150-I,WHITE,Cocks Standard,0.67
150-K,WHITE,Cocks Standard,0
150-LS,,Cocks Standard,0
150-LSB,BLUE,Cocks Standard,0
150-O,BURGUNDY,Cocks Standard,0
150-O,GREEN,Cocks Standard,0
150-O,IVORY,Cocks Standard,0
150-O,M GREEN,Cocks Standard,0
150-O,PINK,Cocks Standard,0
150-O,WHITE,Cocks Standard,0
150-P,BURGUNDY,Cocks Standard,0
150-P,GREEN,Cocks Standard,0
150-P,IVORY,Cocks Standard,0
150-P,M GREEN,Cocks Standard,0
150-P,PINK,Cocks Standard,0
150-P,WHITE,Cocks Standard,0
150-Q,IVORY,Cocks Standard,6.33
150-Q,WHITE,Cocks Standard,0
150-R,IVORY,Cocks Standard,0
150-R,WHITE,Cocks Standard,0
150-U,WHITE,Cocks Standard,0
1501,BURGUNDY,Cocks Standard,0
1501,GREEN,Cocks Standard,0
1501,IVORY,Cocks Standard,0
1501,M GREEN,Cocks Standard,0
1501,PINK,Cocks Standard,0
1501,WHITE,Cocks Standard,0
400-I,IVORY,Cocks Standard,0
400-I,WHITE,Cocks Standard,0
400-Q,BURGUNDY,Cocks Standard,0
400-Q,GREEN,Cocks Standard,0
400-Q,IVORY,Cocks Standard,12.67
400-Q,M GREEN,Cocks Standard,0
400-Q,PINK,Cocks Standard,0
400-Q,WHITE,Cocks Standard,28
400-R,BURGUNDY,Cocks Standard,0
400-R,GREEN,Cocks Standard,0
400-R,IVORY,Cocks Standard,0
400-R,M GREEN,Cocks Standard,0
400-R,PINK,Cocks Standard,0
400-R,WHITE,Cocks Standard,0
P-121,,Cocks Standard,8587.67
P-124,,Cocks Standard,6275
P-144,,Cocks Standard,4215.67
PS-121,,Cocks Standard,5493.33
PS-124,,Cocks Standard,4286.33
PS-144,,Cocks Standard,3518.67
PTA-21,,Cocks Standard,0
PTA-22,,Cocks Standard,20.67
180,IVORY,Faucets & Jetsprays & Shower,0
180,PINK,Faucets & Jetsprays & Shower,0
180,WHITE,Faucets & Jetsprays & Shower,0
180-A,IVORY,Faucets & Jetsprays & Shower,0
180-A,PINK,Faucets & Jetsprays & Shower,0
180-A,WHITE,Faucets & Jetsprays & Shower,0
180-B,IVORY,Faucets & Jetsprays & Shower,0
180-B,PINK,Faucets & Jetsprays & Shower,0
180-B,WHITE,Faucets & Jetsprays & Shower,0
181,IVORY,Faucets & Jetsprays & Shower,0
181,PINK,Faucets & Jetsprays & Shower,0
181,WHITE,Faucets & Jetsprays & Shower,232
181-C,BLUE,Faucets & Jetsprays & Shower,0
181-C,GREEN,Faucets & Jetsprays & Shower,0
181-C,IVORY,Faucets & Jetsprays & Shower,235.33
181-C,PINK,Faucets & Jetsprays & Shower,22.33
181-C,WHITE,Faucets & Jetsprays & Shower,2660.33
1811,IVORY,Faucets & Jetsprays & Shower,0
1811,PINK,Faucets & Jetsprays & Shower,0
1811,WHITE,Faucets & Jetsprays & Shower,7.33
1811-C,IVORY,Faucets & Jetsprays & Shower,0
1811-C,PINK,Faucets & Jetsprays & Shower,0
1811-C,WHITE,Faucets & Jetsprays & Shower,0
1811N-C,IVORY,Faucets & Jetsprays & Shower,0
1811N-C,PINK,Faucets & Jetsprays & Shower,0
1811N-C,WHITE,Faucets & Jetsprays & Shower,0
1812,,Faucets & Jetsprays & Shower,0
1813,IVORY,Faucets & Jetsprays & Shower,0
1813,PINK,Faucets & Jetsprays & Shower,0
1813,WHITE,Faucets & Jetsprays & Shower,0
1813-B,IVORY,Faucets & Jetsprays & Shower,0
1813-B,PINK,Faucets & Jetsprays & Shower,0
1813-B,WHITE,Faucets & Jetsprays & Shower,2475.67
1813-BG,GOLD,Faucets & Jetsprays & Shower,0
1813-BP,PEACH,Faucets & Jetsprays & Shower,0
1813-BR,R BLUE,Faucets & Jetsprays & Shower,0
1813-BW,,Faucets & Jetsprays & Shower,40
1813-C,BLUE,Faucets & Jetsprays & Shower,0
1813-C,IVORY,Faucets & Jetsprays & Shower,6986
1813-C,PINK,Faucets & Jetsprays & Shower,318
1813-C,WHITE,Faucets & Jetsprays & Shower,4265.33
1813-CG,,Faucets & Jetsprays & Shower,0
1813-CG,GOLD,Faucets & Jetsprays & Shower,0
1813-CP,,Faucets & Jetsprays & Shower,0
1813-CP,PINK,Faucets & Jetsprays & Shower,10
1813-CR,,Faucets & Jetsprays & Shower,0
1813-CR,R BLUE,Faucets & Jetsprays & Shower,366
1813-CW,,Faucets & Jetsprays & Shower,0
1813-CW,WINE,Faucets & Jetsprays & Shower,0
1813-G,GOLD,Faucets & Jetsprays & Shower,0
1813-P,,Faucets & Jetsprays & Shower,0
1813-R,R BLUE,Faucets & Jetsprays & Shower,0
1813-W,WINE,Faucets & Jetsprays & Shower,0
1814,IVORY,Faucets & Jetsprays & Shower,0
1814,PINK,Faucets & Jetsprays & Shower,0
1814,WHITE,Faucets & Jetsprays & Shower,0
1814-C,IVORY,Faucets & Jetsprays & Shower,0
1814-C,PINK,Faucets & Jetsprays & Shower,0
1814-C,WHITE,Faucets & Jetsprays & Shower,277
1814-CG,GOLD,Faucets & Jetsprays & Shower,21
1814-CP,PEACH,Faucets & Jetsprays & Shower,0
1814-CR,R BLUE,Faucets & Jetsprays & Shower,0
1814-CW,WHITE,Faucets & Jetsprays & Shower,0
1814-CW,WINE,Faucets & Jetsprays & Shower,0
1814-G,GOLD,Faucets & Jetsprays & Shower,0
1814-P,,Faucets & Jetsprays & Shower,0
1814-R,R BLUE,Faucets & Jetsprays & Shower,0
1814-W,,Faucets & Jetsprays & Shower,0
1814N-C,IVORY,Faucets & Jetsprays & Shower,0
1814N-C,PINK,Faucets & Jetsprays & Shower,0
1814N-C,WHITE,Faucets & Jetsprays & Shower,0
1814N-CG,,Faucets & Jetsprays & Shower,0
1814N-CP,WHITE,Faucets & Jetsprays & Shower,0
1814N-CR,,Faucets & Jetsprays & Shower,40
1814N-CW,,Faucets & Jetsprays & Shower,0
1815,IVORY,Faucets & Jetsprays & Shower,0
1815,PINK,Faucets & Jetsprays & Shower,0
1815,WHITE,Faucets & Jetsprays & Shower,0
1815-C,IVORY,Faucets & Jetsprays & Shower,90.33
1815-C,PINK,Faucets & Jetsprays & Shower,0
1815-C,WHITE,Faucets & Jetsprays & Shower,5
1816,IVORY,Faucets & Jetsprays & Shower,0
1816,PINK,Faucets & Jetsprays & Shower,0
1816,WHITE,Faucets & Jetsprays & Shower,0
1817,IVORY,Faucets & Jetsprays & Shower,0
1817,PINK,Faucets & Jetsprays & Shower,0
1817,WHITE,Faucets & Jetsprays & Shower,27
1817-C,IVORY,Faucets & Jetsprays & Shower,5630
1817-C,PINK,Faucets & Jetsprays & Shower,0
1817-C,WHITE,Faucets & Jetsprays & Shower,3799.67
182,,Faucets & Jetsprays & Shower,0
1821,IVORY,Faucets & Jetsprays & Shower,0
1821,PINK,Faucets & Jetsprays & Shower,0
1821,WHITE,Faucets & Jetsprays & Shower,0
1821-C,IVORY,Faucets & Jetsprays & Shower,1256
1821-C,PINK,Faucets & Jetsprays & Shower,0
1821-C,WHITE,Faucets & Jetsprays & Shower,1666
183,BLUE,Faucets & Jetsprays & Shower,0
183,GREEN,Faucets & Jetsprays & Shower,0
183,IVORY,Faucets & Jetsprays & Shower,2976.67
183,PINK,Faucets & Jetsprays & Shower,210.67
183,WHITE,Faucets & Jetsprays & Shower,858.67
183-G,GOLD,Faucets & Jetsprays & Shower,1.67
183-P,PEACH,Faucets & Jetsprays & Shower,11.67
183-R,R BLUE,Faucets & Jetsprays & Shower,196
183-W,WINE,Faucets & Jetsprays & Shower,83
1831,IVORY,Faucets & Jetsprays & Shower,80
1831,PINK,Faucets & Jetsprays & Shower,0
1831,WHITE,Faucets & Jetsprays & Shower,29.67
184,IVORY,Faucets & Jetsprays & Shower,0
184,PINK,Faucets & Jetsprays & Shower,0
184,WHITE,Faucets & Jetsprays & Shower,0
1841,IVORY,Faucets & Jetsprays & Shower,0
1841,PINK,Faucets & Jetsprays & Shower,0
1841,WHITE,Faucets & Jetsprays & Shower,0
1842,IVORY,Faucets & Jetsprays & Shower,0
1842,PINK,Faucets & Jetsprays & Shower,0
1842,WHITE,Faucets & Jetsprays & Shower,0
187,BLUE,Faucets & Jetsprays & Shower,0
187,GREEN,Faucets & Jetsprays & Shower,0
187,IVORY,Faucets & Jetsprays & Shower,9885
187,PINK,Faucets & Jetsprays & Shower,216
187,WHITE,Faucets & Jetsprays & Shower,12722.67
187-G,GOLD,Faucets & Jetsprays & Shower,19
187-P,PEACH,Faucets & Jetsprays & Shower,0
187-R,R BLUE,Faucets & Jetsprays & Shower,750.33
187-W,WINE,Faucets & Jetsprays & Shower,24.33
1871,IVORY,Faucets & Jetsprays & Shower,0
1871,PINK,Faucets & Jetsprays & Shower,0
1871,WHITE,Faucets & Jetsprays & Shower,866.67
1872,IVORY,Faucets & Jetsprays & Shower,0
1872,PINK,Faucets & Jetsprays & Shower,0
1872,WHITE,Faucets & Jetsprays & Shower,0
188,BLUE,Faucets & Jetsprays & Shower,0
188,GREEN,Faucets & Jetsprays & Shower,0
188,IVORY,Faucets & Jetsprays & Shower,1777.33
188,PINK,Faucets & Jetsprays & Shower,0
188,WHITE,Faucets & Jetsprays & Shower,3699.67
188-G,GOLD,Faucets & Jetsprays & Shower,0
188-P,PEACH,Faucets & Jetsprays & Shower,0
188-R,R BLUE,Faucets & Jetsprays & Shower,0
188-W,WINE,Faucets & Jetsprays & Shower,0
1881,IVORY,Faucets & Jetsprays & Shower,106.33
1881,PINK,Faucets & Jetsprays & Shower,0
1881,WHITE,Faucets & Jetsprays & Shower,124.67
1882,IVORY,Faucets & Jetsprays & Shower,0
1882,PINK,Faucets & Jetsprays & Shower,0
1882,WHITE,Faucets & Jetsprays & Shower,0
189,IVORY,Faucets & Jetsprays & Shower,506.33
189,PINK,Faucets & Jetsprays & Shower,0
189,WHITE,Faucets & Jetsprays & Shower,1539
189-G,GOLD,Faucets & Jetsprays & Shower,0
189-P,,Faucets & Jetsprays & Shower,0
189-R,R BLUE,Faucets & Jetsprays & Shower,0
189-W,WINE,Faucets & Jetsprays & Shower,0
1891,IVORY,Faucets & Jetsprays & Shower,0
1891,PINK,Faucets & Jetsprays & Shower,0
1891,WHITE,Faucets & Jetsprays & Shower,299
1892,IVORY,Faucets & Jetsprays & Shower,0
1892,PINK,Faucets & Jetsprays & Shower,0
1892,WHITE,Faucets & Jetsprays & Shower,0
400-S,,Faucets & Jetsprays & Shower,0
520,,Faucets & Jetsprays & Shower,0
520N,,Faucets & Jetsprays & Shower,0
521,IVORY,Faucets & Jetsprays & Shower,165.67
521,PINK,Faucets & Jetsprays & Shower,0
521,WHITE,Faucets & Jetsprays & Shower,410
5211,IVORY,Faucets & Jetsprays & Shower,0
5211,PINK,Faucets & Jetsprays & Shower,0
5211,WHITE,Faucets & Jetsprays & Shower,453.67
5211N,,Faucets & Jetsprays & Shower,0
522,IVORY,Faucets & Jetsprays & Shower,0
522,PINK,Faucets & Jetsprays & Shower,0
522,WHITE,Faucets & Jetsprays & Shower,84
5221,IVORY,Faucets & Jetsprays & Shower,0
5221,PINK,Faucets & Jetsprays & Shower,0
5221,WHITE,Faucets & Jetsprays & Shower,46
5221N,,Faucets & Jetsprays & Shower,0
BEA-84,,Faucets & Jetsprays & Shower,0
BEA-84B,WHITE,Faucets & Jetsprays & Shower,0
BEA-84T,WHITE,Faucets & Jetsprays & Shower,0
H-86,IVORY,Faucets & Jetsprays & Shower,0
H-86,PINK,Faucets & Jetsprays & Shower,0
H-86,WHITE,Faucets & Jetsprays & Shower,0
H-87,IVORY,Faucets & Jetsprays & Shower,0
H-87,PINK,Faucets & Jetsprays & Shower,0
H-87,WHITE,Faucets & Jetsprays & Shower,0
H-88,IVORY,Faucets & Jetsprays & Shower,0
H-88,PINK,Faucets & Jetsprays & Shower,0
H-88,WHITE,Faucets & Jetsprays & Shower,0
HF-190,IVORY,Faucets & Jetsprays & Shower,0
HF-190,WHITE,Faucets & Jetsprays & Shower,1837
HF-191,IVORY,Faucets & Jetsprays & Shower,0
HF-191,WHITE,Faucets & Jetsprays & Shower,222
PTA-25,,Faucets & Jetsprays & Shower,0
PTA-26,,Faucets & Jetsprays & Shower,32
PTA-27,,Faucets & Jetsprays & Shower,0
PTA-32,,Faucets & Jetsprays & Shower,0
PTA-33,,Faucets & Jetsprays & Shower,16.33
PTA-34,,Faucets & Jetsprays & Shower,0
PTA-36,,Faucets & Jetsprays & Shower,9.67
PTA-44,,Faucets & Jetsprays & Shower,0
PTA-9,,Faucets & Jetsprays & Shower,0
321,,P.V.C. Connections,2750
321-K,,P.V.C. Connections,0
322-K,,P.V.C. Connections,0
323,,P.V.C. Connections,0
323-HK,,P.V.C. Connections,0
323-K,,P.V.C. Connections,16407
323-ZK,,P.V.C. Connections,0
324,,P.V.C. Connections,68307.5
324-HK,,P.V.C. Connections,0
324-K,,P.V.C. Connections,15286
324-ZK,,P.V.C. Connections,0
325,,P.V.C. Connections,5101.01
325-HK,,P.V.C. Connections,0
325-K,,P.V.C. Connections,1082
325-ZK,,P.V.C. Connections,0
326,,P.V.C. Connections,8935
326-HK,,P.V.C. Connections,0
326-K,,P.V.C. Connections,3052
326-ZK,,P.V.C. Connections,0
328 K,,P.V.C. Connections,0
328-ZK,,P.V.C. Connections,0
330-ZK,,P.V.C. Connections,0
332-ZK,,P.V.C. Connections,0
348-K,,P.V.C. Connections,0
350-K,,P.V.C. Connections,0
PTA-65,,P.V.C. Connections,0
PTA-66,,P.V.C. Connections,8
PTA-67,,P.V.C. Connections,1568.5
PTA-68,,P.V.C. Connections,1344.5
PTA-69,,P.V.C. Connections,0
PTA-70,,P.V.C. Connections,0
123-FH,IVORY,Unclassified,0
123-FH,IVORY,Unclassified,0
123-FH,WHITE,Unclassified,0
123-HN,,Unclassified,0
124-FH,IVORY,Unclassified,0
124-FH,IVORY,Unclassified,0
124-FH,WHITE,Unclassified,0
126-SQ,,Unclassified,0
126-SQ,,Unclassified,0
126-SQ,IVORY,Unclassified,0
126-SQ,PINK,Unclassified,0
126-SQ,WHITE,Unclassified,0
130-RN,34,Unclassified,0
130-RN,IVORY,Unclassified,0
130-RN,WHITE,Unclassified,0
1322-HN,,Unclassified,0
1322-HN,IVORY,Unclassified,0
1322-HN,WHITE,Unclassified,0
1375-SP,IVORY,Unclassified,0
1375-SP,IVORY,Unclassified,0
1375-SP,WHITE,Unclassified,19
146-B,BURGUNDY,Unclassified,0
146-B,GREEN,Unclassified,0
146-B,IVORY,Unclassified,0
146-B,IVORY,Unclassified,0
146-B,M GREEN,Unclassified,0
146-B,PINK,Unclassified,0
146-B,WHITE,Unclassified,0
146-B,WHITE,Unclassified,0
146-BO,BURGUNDY,Unclassified,0
146-BO,GREEN,Unclassified,0
146-BO,IVORY,Unclassified,0
146-BO,M GREEN,Unclassified,0
146-BO,PINK,Unclassified,0
146-BO,WHITE,Unclassified,0
146-BO,WHITE,Unclassified,0
146-HB,,Unclassified,0
146-HB,WHITE,Unclassified,0
146-HB,WHITE,Unclassified,0
147-HQ,,Unclassified,0
147-HQ,WHITE,Unclassified,0
147-RQ,,Unclassified,0
147-RQ,IVORY,Unclassified,0
147-RQ,WHITE,Unclassified,0
148-B,BURGUNDY,Unclassified,0
148-B,GREEN,Unclassified,0
148-B,IVORY,Unclassified,0
148-B,IVORY,Unclassified,0
148-B,M GREEN,Unclassified,0
148-B,PINK,Unclassified,0
148-B,WHITE,Unclassified,0
148-B,WHITE,Unclassified,0
148-BO,BURGUNDY,Unclassified,0
148-BO,GREEN,Unclassified,0
148-BO,IVORY,Unclassified,0
148-BO,M GREEN,Unclassified,0
148-BO,PINK,Unclassified,0
148-BO,WHITE,Unclassified,0
148-BO,WHITE,Unclassified,0
148-HB,,Unclassified,0
148-HB,WHITE,Unclassified,0
148-HB,WHITE,Unclassified,0
186,IVORY,Unclassified,89
186,WHITE,Unclassified,659
1861,IVORY,Unclassified,0
1861,IVORY,Unclassified,0
1861,WHITE,Unclassified,0
1861,WHITE,Unclassified,0
202,IVORY,Unclassified,0
202,WHITE,Unclassified,0
327,,Waste Pipes,0
3271,,Waste Pipes,11346
3272,,Waste Pipes,13764.5
3272-B,,Waste Pipes,3615.01
3272-C,,Waste Pipes,238
3273,,Waste Pipes,0
3274,,Waste Pipes,832
3274-C,,Waste Pipes,0
3275,,Waste Pipes,67
3275-B,,Waste Pipes,0
3276,,Waste Pipes,0
328,,Waste Pipes,881.5
3281,,Waste Pipes,0
329,,Waste Pipes,0
330,,Waste Pipes,0
341,,Waste Pipes,8041.5
342,,Waste Pipes,0
343,,Waste Pipes,6654
344,,Waste Pipes,241.01
345,,Waste Pipes,721
3451,,Waste Pipes,731
360,,Waste Pipes,1819.01
361,,Waste Pipes,0
362,,Waste Pipes,433.5
363,,Waste Pipes,0
PTA-59,,Waste Pipes,92.5
PTA-60,,Waste Pipes,0
PTA-61,,Waste Pipes,1002.5
PTA-62,,Waste Pipes,572
PTA-63,,Waste Pipes,0
PTA-64,,Waste Pipes,0

