id,month,week_closed,daily_capacity,working_days_per_week,produced_to_date,new_orders_qty,original_month_total,revised_month_total,unfulfillable_qty,week_stats_json,warnings_json,created_at,segment,as_of_date,note,plan_run_id,fingerprint,categories_json,working_days_remaining,pinned,frozen_plan_grand_max,effective_from
31,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T05:21:26.088Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
32,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T05:26:08.932Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
33,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T05:26:58.271Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
34,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T05:27:44.124Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
35,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T05:46:57.862Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
36,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T05:47:45.446Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
37,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T05:54:28.768Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
38,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T05:54:41.115Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
39,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T05:56:15.204Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
40,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T05:57:40.262Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
41,2026-07,0,31826,6,530264,0,576364.4,718346.5,2674.51,"[{""lag"":0,""week"":1,""status"":""future"",""capacity"":190956,""produced"":0,""released"":463441.21,""weekLabel"":""W1"",""loadFactor"":0.1,""workingDays"":6},{""lag"":0,""week"":2,""status"":""future"",""capacity"":190956,""produced"":0,""released"":59889.09,""weekLabel"":""W2"",""loadFactor"":0.11,""workingDays"":6},{""lag"":0,""week"":3,""status"":""future"",""capacity"":190956,""produced"":0,""released"":45606.94,""weekLabel"":""W3"",""loadFactor"":0.38,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":190956,""produced"":0,""released"":5648.11,""weekLabel"":""W4"",""loadFactor"":0.37,""workingDays"":6}]","[{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""1813-C/IVORY""],""value"":2674.51,""message"":""2,675 pcs cannot be produced this month — 1 items deferred"",""severity"":""critical""},{""code"":""PLAN_DRIFT"",""value"":718346.52,""message"":""Revised month total 718,347 vs original 576,364 — 24.63% drift"",""severity"":""medium"",""threshold"":576364.35}]",2026-07-28T05:59:52.311Z,PTMT,,,,,,,false,,2026-07-28
42,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T06:00:22.436Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
43,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T06:01:00.487Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
44,2026-07,0,31826,6,530264,0,576364.4,718346.5,2674.51,"[{""lag"":0,""week"":1,""status"":""future"",""capacity"":190956,""produced"":0,""released"":463441.21,""weekLabel"":""W1"",""loadFactor"":0.1,""workingDays"":6},{""lag"":0,""week"":2,""status"":""future"",""capacity"":190956,""produced"":0,""released"":59889.09,""weekLabel"":""W2"",""loadFactor"":0.11,""workingDays"":6},{""lag"":0,""week"":3,""status"":""future"",""capacity"":190956,""produced"":0,""released"":45606.94,""weekLabel"":""W3"",""loadFactor"":0.38,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":190956,""produced"":0,""released"":5648.11,""weekLabel"":""W4"",""loadFactor"":0.37,""workingDays"":6}]","[{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""1813-C/IVORY""],""value"":2674.51,""message"":""2,675 pcs cannot be produced this month — 1 items deferred"",""severity"":""critical""},{""code"":""PLAN_DRIFT"",""value"":718346.52,""message"":""Revised month total 718,347 vs original 576,364 — 24.63% drift"",""severity"":""medium"",""threshold"":576364.35}]",2026-07-28T06:01:27.392Z,PTMT,,,,,,,false,,2026-07-28
45,2026-07,0,31826,6,530264,0,576364.4,718346.5,2674.51,"[{""lag"":0,""week"":1,""status"":""future"",""capacity"":190956,""produced"":0,""released"":463441.21,""weekLabel"":""W1"",""loadFactor"":0.1,""workingDays"":6},{""lag"":0,""week"":2,""status"":""future"",""capacity"":190956,""produced"":0,""released"":59889.09,""weekLabel"":""W2"",""loadFactor"":0.11,""workingDays"":6},{""lag"":0,""week"":3,""status"":""future"",""capacity"":190956,""produced"":0,""released"":45606.94,""weekLabel"":""W3"",""loadFactor"":0.38,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":190956,""produced"":0,""released"":5648.11,""weekLabel"":""W4"",""loadFactor"":0.37,""workingDays"":6}]","[{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""1813-C/IVORY""],""value"":2674.51,""message"":""2,675 pcs cannot be produced this month — 1 items deferred"",""severity"":""critical""},{""code"":""PLAN_DRIFT"",""value"":718346.52,""message"":""Revised month total 718,347 vs original 576,364 — 24.63% drift"",""severity"":""medium"",""threshold"":576364.35}]",2026-07-28T06:01:50.936Z,PTMT,,,,,,,false,,2026-07-28
46,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T06:31:58.877Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
47,2026-07,3,83610,6,1172854,0,1960301,2110044.2,457321.1,"[{""lag"":822424.8,""week"":1,""status"":""closed"",""capacity"":501660,""produced"":1027399,""released"":1849823.8,""weekLabel"":""W1"",""loadFactor"":3.69,""workingDays"":6},{""lag"":5559,""week"":2,""status"":""closed"",""capacity"":501660,""produced"":6364,""released"":11923,""weekLabel"":""W2"",""loadFactor"":0.02,""workingDays"":6},{""lag"":0,""week"":3,""status"":""closed"",""capacity"":501660,""produced"":105025,""released"":78235.7,""weekLabel"":""W3"",""loadFactor"":0.16,""workingDays"":6},{""lag"":0,""week"":4,""status"":""future"",""capacity"":501660,""produced"":0,""released"":20318.5,""weekLabel"":""W4"",""loadFactor"":0.96,""workingDays"":6}]","[{""code"":""WEEK_LAG"",""value"":1027399,""message"":""W1: produced 1,027,399 vs released 1,849,824 — 44.46% shortfall"",""severity"":""high"",""threshold"":1849823.8},{""code"":""WEEK_LAG"",""value"":6364,""message"":""W2: produced 6,364 vs released 11,923 — 46.62% shortfall"",""severity"":""high"",""threshold"":11923},{""code"":""UNFULFILLABLE_THIS_MONTH"",""items"":[""PS-2/"",""PS-13/"",""C52/"",""C43/"",""C63/"",""C920/"",""C322/"",""C71/"",""C523/"",""C932/""],""value"":457321.1,""message"":""457,321 pcs cannot be produced this month — 66 items deferred"",""severity"":""critical""},{""code"":""STOCKOUT_IMMINENT"",""items"":[""S4/"",""S3/"",""U121/"",""A-26A/"",""A-44A/"",""A-45A/""],""message"":""6 items have <0.1× cover and are NOT in W4 release — risk of stockout"",""severity"":""critical""}]",2026-07-28T06:32:38.785Z,Plumbing,2026-07-28,As of 28/07/26,,,,,false,,2026-07-28
