source_tab,source_row,SO NO,SO Date,PARTY NAME,State,PO No.,Item Group,Item Code,Item Name,COLOR,COLUOR,Size,Description,So Qty,Rate,So Amount,Inv. Qty,Bal. Qty,Bal. Value,Stock Qty,1,2,3,4,SEGMENT,STATE HEAD,STATE,STATE HEAD B,STATE HEAD  A
report,249,72600116,30-May-2026,DAS ENTERPRISE,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,YELLOW,,,,,,,4,,4,5819,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,250,72600116,30-May-2026,DAS ENTERPRISE,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,GREEN,,,,,,,4,,4,5819,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,251,72600116,30-May-2026,DAS ENTERPRISE,,,WT-3LL-02,WATER TANK 3 LAYER LIGHT-200 LTR,WHITE,,,,,,,2,,2,1940,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,252,72600116,30-May-2026,DAS ENTERPRISE,,,WT-3LC-02,WATER TANK 3 LAYER HEAVY 200 LTR,P.GREEN,,,,,,,2,,2,1940,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,253,72600116,30-May-2026,DAS ENTERPRISE,,,WT-3LC-02,WATER TANK 3 LAYER HEAVY 200 LTR,GREEN,,,,,,,2,,2,1940,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,254,72600116,30-May-2026,DAS ENTERPRISE,,,WT-3LC-02,WATER TANK 3 LAYER HEAVY 200 LTR,YELLOW,,,,,,,2,,2,1940,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,255,72600116,30-May-2026,DAS ENTERPRISE,,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,L.BLUE,,,,,,,2,,10,24251,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,256,72600116,30-May-2026,DAS ENTERPRISE,,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,P.GREEN,,,,,,,2,,10,24251,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,257,72600116,30-May-2026,DAS ENTERPRISE,,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,YELLOW,,,,,,,3,,6,14551,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,258,72600116,30-May-2026,DAS ENTERPRISE,,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,GREEN,,,,,,,1,,2,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,259,72600116,30-May-2026,DAS ENTERPRISE,,,WT-4LL-07,WATER TANK 4 LAYER LIGHT 750 LTR,WHITE,,,,,,,1,,2,9374,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,260,72600117,30-May-2026,MAHABIR SALES CORPORATION,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,P.GREEN,,,,,,,1,,6,28122,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,261,72600117,30-May-2026,MAHABIR SALES CORPORATION,,,GP-345-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 15 MM,,,,,,,,24,,24,9263,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,262,72600117,30-May-2026,MAHABIR SALES CORPORATION,,,GP-346-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 20MM,,,,,,,,24,,24,13416,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,263,72600117,30-May-2026,MAHABIR SALES CORPORATION,,,GP-364-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 25MM,,,,,,,,24,,24,18313,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,264,72600117,30-May-2026,MAHABIR SALES CORPORATION,,,GP-364-TY,GARDEN PIPE TRANSPARENT YELLOW PLAIN 30 MTRS 25MM,,,,,,,,24,,24,18313,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,265,72600117,30-May-2026,MAHABIR SALES CORPORATION,,,GP-364-TG,GARDEN PIPE TRANSPARENT GREEN PLAIN 30 MTRS 25MM,,,,,,,,24,,24,18313,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,266,72600117,30-May-2026,MAHABIR SALES CORPORATION,,,GP-367-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 32MM,,,,,,,,20,,20,23977,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,267,72600117,30-May-2026,MAHABIR SALES CORPORATION,,,WT-4LL-07,WATER TANK 4 LAYER LIGHT 750 LTR,WHITE,,,,,,,4,,10,46869,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,268,72600117,30-May-2026,MAHABIR SALES CORPORATION,,,GP-345-TB,GARDEN PIPE TRANSPARNT BLUE PLAIN 30 MTRS 15 MM,,,,,,,,21,,24,9263,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,269,72600117,30-May-2026,MAHABIR SALES CORPORATION,,,GP-345-TO,GARDEN PIPE TRANSPART ORANG PLAIN 30 MTRS 15 MM,,,,,,,,5,,24,9263,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,270,12601086,31-May-2026,MAJI TRADING,,,1179,"O.H. Shower Square (5"") with Arm & Flange (1178+1841)",IVORY,,,,,,,24,,24,6868,,,,,,PTMT,SANDEEP JI,W-BENGAL,PTMTSANDEEP JIW-BENGAL,SANDEEP JI
report,271,12601098,31-May-2026,SHIVSHAKTI FITTING AND HARDWARE,,,1181,"O.H. Shower Round (5"") with Arm & Flange (1180+184)",WHITE,,,,,,,24,,24,6152,,,,,,PTMT,PAWAN KUMAR,Rajasthan,PTMTPAWAN KUMARRajasthan,PAWAN KUMAR
report,272,12601098,31-May-2026,SHIVSHAKTI FITTING AND HARDWARE,,,1179,"O.H. Shower Square (5"") with Arm & Flange (1178+1841)",WHITE,,,,,,,24,,24,6797,,,,,,PTMT,PAWAN KUMAR,Rajasthan,PTMTPAWAN KUMARRajasthan,PAWAN KUMAR
report,273,72600126,8-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-4LL-07,WATER TANK 4 LAYER LIGHT 750 LTR,WHITE,,,,,,,4,,5,23435,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,274,72600127,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,BLUE,,,,,,,1,,2,7275,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,275,72600128,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,GREEN,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,276,72600128,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LL-05,WATER TANK 3 LAYER LIGHT 500 LTR,WHITE,,,,,,,2,,2,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,277,72600128,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LL-07,WATER TANK 3 LAYER LIGHT 750 LTR,WHITE,,,,,,,2,,2,7275,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,278,72600128,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LL-10,WATER TANK 3 LAYER LIGHT 1000 LTR,WHITE,,,,,,,1,,1,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,279,72600128,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,BLUE,,,,,,,1,,1,2425,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,280,72600128,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,BLUE,,,,,,,1,,1,3638,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,281,72600128,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,GREEN,,,,,,,1,,1,2425,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,282,72600128,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,GREEN,,,,,,,1,,1,3638,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,283,72600128,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LL-05,WATER TANK 4 LAYER LIGHT 500 LTR,WHITE,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,284,72600128,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,GREEN,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,285,72600129,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LL-05,WATER TANK 3 LAYER LIGHT 500 LTR,WHITE,,,,,,,2,,2,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,286,72600129,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,GREEN,,,,,,,1,,1,2425,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,287,72600129,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LL-05,WATER TANK 4 LAYER LIGHT 500 LTR,WHITE,,,,,,,2,,2,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,288,72600129,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,BLUE,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,289,72600129,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,PINK,,,,,,,1,,1,2425,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,290,72600129,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,PINK,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,291,72600129,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,PINK,,,,,,,2,,2,2910,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,292,72600129,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,GREEN,,,,,,,2,,2,2910,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,293,72600130,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LL-05,WATER TANK 3 LAYER LIGHT 500 LTR,WHITE,,,,,,,2,,2,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,294,72600130,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,BLUE,,,,,,,2,,2,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,295,72600130,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,GREEN,,,,,,,2,,2,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,296,72600130,8-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,PINK,,,,,,,1,,1,3638,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,297,72600132,8-Jun-2026,CHHINAMASTIKE SANITATION PRIVATE LIMITED,,,WT-4LL-20,WATER TANK 4 LAYER LIGHT 2000 LTR,WHITE,,,,,,,1,,4,49994,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,298,72600133,8-Jun-2026,SUPREME SYNDICATE,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,L.BLUE,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,299,72600133,8-Jun-2026,SUPREME SYNDICATE,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,YELLOW,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,300,72600134,8-Jun-2026,SUPREME SYNDICATE,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,L.BLUE,,,,,,,2,,2,2910,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,301,72600134,8-Jun-2026,SUPREME SYNDICATE,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,P.GREEN,,,,,,,1,,1,1455,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,302,72600139,8-Jun-2026,ROY ENTERPRISE,,,GP-346-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 20MM,,,,,,,,30,,30,16770,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,303,72600139,8-Jun-2026,ROY ENTERPRISE,,,GP-364-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 25MM,,,,,,,,40,,40,30522,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,304,72600139,8-Jun-2026,ROY ENTERPRISE,,,GP-367-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 32MM,,,,,,,,5,,5,5996,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,305,72600139,8-Jun-2026,ROY ENTERPRISE,,,WT-4LWP-05,WATER TANK 4 LAYER WITHOUT PUFF 500 LTR.,L.BLUE,,,,,,,1,,6,16799,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,306,72600139,8-Jun-2026,ROY ENTERPRISE,,,WT-4LWP-07,WATER TANK 4 LAYER WITHOUT PUFF 750 LTR.,L.BLUE,,,,,,,1,,5,20999,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,307,72600142,10-Jun-2026,KARMAKAR ENTERPRISE,,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,L.BLUE,,,,,,,4,,4,9700,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,308,72600142,10-Jun-2026,KARMAKAR ENTERPRISE,,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,L.BLUE,,,,,,,3,,4,12498,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,309,72600142,10-Jun-2026,KARMAKAR ENTERPRISE,,,WT-4LL-05,WATER TANK 4 LAYER LIGHT 500 LTR,WHITE,,,,,,,1,,2,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,310,72600143,10-Jun-2026,LAKSHMI ENGINEERING WORKS,,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,P.GREEN,,,,,,,2,,5,18188,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,311,72600146,12-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,BLUE,,,,,,,2,,2,9374,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,312,72600147,12-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,GREEN,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,313,72600147,12-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LL-10,WATER TANK 3 LAYER LIGHT 1000 LTR,WHITE,,,,,,,1,,1,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,314,72600147,12-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,BLUE,,,,,,,1,,1,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,315,72600147,12-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,GREEN,,,,,,,1,,1,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,316,72600147,12-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,BLUE,,,,,,,1,,1,2425,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,317,72600147,12-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,BLUE,,,,,,,2,,2,12499,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,318,72600147,12-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,GREEN,,,,,,,2,,2,12499,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,319,12601337,13-Jun-2026,HARSH TRADING COMPANY,,,131-D,"Pillar Cock 12"" Tall Height with Flange",IVORY,,,,,,,13,,13,4580,,,,,,PTMT,ANANT SINGH,UP ( A ),PTMTANANT SINGHUP ( A ),ANANT SINGH
report,320,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,P20A03,PN-20 25MM Pipe Anti-Freezing Triple Layer,,,,,,,,300,,300,71700,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,321,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,P20A04,PN-20 32MM Pipe Anti-Freezing Triple Layer,,,,,,,,150,,150,58350,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,322,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,P20A05,PN-20 40MM Pipe Anti-Freezing Triple Layer,,,,,,,,70,,70,40390,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,323,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF43,Coupler 25 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,400,,400,3720,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,324,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF44,Coupler 32 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,200,,200,3390,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,325,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF45,Coupler 40MM (PPR FITTINGS ANTI-FREEZING),,,,,,,,120,,120,2952,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,326,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF403,Male Brass Coupling 25 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,240,,240,16764,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,327,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF413,Female Brass Coupling 25 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,120,,120,7152,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,328,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF523,Brass Elbow 90 25x15 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,360,,360,32760,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,329,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF323,Brass Tee 25x15 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,120,,120,10584,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,330,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF943,Reducer Coupling 32x25 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,60,,60,1053,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,331,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF273,Tank Connector 25 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,100,,100,5690,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,332,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF274,Tank Connector 32 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,80,,80,5864,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,333,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF275,Tank Nipple 40MM (PPR FITTINGS ANTI-FREEZING),,,,,,,,60,,60,7320,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,334,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF23,Ball Valve 25MM (PPR FITTINGS ANTI-FREEZING),,,,,,,,60,,60,6633,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,335,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF24,Ball Valve 32MM (PPR FITTINGS ANTI-FREEZING),,,,,,,,40,,40,6978,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,336,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF954,Reducer Coupling 40x32MM (PPR FITTINGS ANTI-FREEZING),,,,,,,,60,,60,1338,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,337,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF953,Reducer Coupling 40x25MM (PPR FITTINGS ANTI-FREEZING),,,,,,,,60,,60,1269,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,338,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF53,Elbow 90 25 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,900,,900,11340,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,339,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF54,Elbow 90 32 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,400,,400,8920,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,340,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF55,Elbow 90? 40MM (PPR FITTINGS ANTI-FREEZING),,,,,,,,300,,300,10830,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
