source_tab,source_row,SO NO,SO Date,PARTY NAME,State,PO No.,Item Group,Item Code,Item Name,COLOR,COLUOR,Size,Description,So Qty,Rate,So Amount,Inv. Qty,Bal. Qty,Bal. Value,Stock Qty,1,2,3,4,SEGMENT,STATE HEAD,STATE,STATE HEAD B,STATE HEAD  A
report,787,12603001,20-Aug-2026,JAIN PIPE STORE (AGRA),,,721,SAGA TOILET SEAT COVER,WHITE,,,,,,,20,,20,6220,,,,,,SEAT COVER,ANUJ SHARMA,UP (AS),SEAT COVERANUJ SHARMAUP (AS),ANUJ SHARMA
report,788,12603003,20-Aug-2026,SP TRADING AND COMPANY (MH),,,107,P TRAP 12X12-32MM,WHITE,,,,,,,45,,45,6705,,,,,,PTMT,LALAN,MAHARASTRA L,PTMTLALANMAHARASTRA L,LALAN
report,789,12603003,20-Aug-2026,SP TRADING AND COMPANY (MH),,,H817-DD,HAND MADE SINGLE BOWL SINK SOLITAIRE 406X460X229 MM,,,,,,,,4,,4,11600,,,,,,SINK,LALAN,MAHARASTRA L,SINKLALANMAHARASTRA L,LALAN
report,790,12603003,20-Aug-2026,SP TRADING AND COMPANY (MH),,,H826-DD,HAND MADE SINGLE BOWL SINK,,,,,,,,4,,4,12088,,,,,,SINK,LALAN,MAHARASTRA L,SINKLALANMAHARASTRA L,LALAN
report,791,12603003,20-Aug-2026,SP TRADING AND COMPANY (MH),,,H821-DD,HAND MADE SINGLE BOWL SINK,,,,,,,,4,,4,13818,,,,,,SINK,LALAN,MAHARASTRA L,SINKLALANMAHARASTRA L,LALAN
report,792,12603006,20-Aug-2026,PRAYAG DISTRIBUTORS (KARNAL),,,BEN-02,EXTENSION NIPPLE 25 MM,,,,,,,,60,,60,3356,,,,,,C P,PAWAN KUMAR,Haryana,C PPAWAN KUMARHaryana,PAWAN KUMAR
report,793,12603008,20-Aug-2026,MAHADEV HARDWARE (AURANGABAD - BIHAR),,,BS-73SS,ABS OH SHOWER 100MM WITH SS ARM 225MM,,,,,,,,50,,50,21413,,,,,,CP ACCESSORIES,SANDEEP JI,BIHAR,CP ACCESSORIESSANDEEP JIBIHAR,SANDEEP JI
report,794,12603011,21-Aug-2026,OKAY PLUS BUILDERS LLP (RJ),,,PSS-11,SINGLE BOWL,B/D,,,,,,,119,,119,216151.6,,,,,,SINK,GOVT,GOVT,SINKGOVTGOVT,GOVT
report,795,12603012,21-Aug-2026,THE ALLAHABAD HARDWARE TRADING .CO.,,,952-D,S.S. SINK SINGLE BOWL W DRAIN BOARD GLOSS FINISH BRONZE 1143X510X203 MM,B/D,,,,,,,4,,4,15811,,,,,,SINK,RIZVI JI,UP ( R ),SINKRIZVI JIUP ( R ),RIZVI JI
report,796,12603017,21-Aug-2026,SUBHAM ENTERPRISE (W.B),,,BEN-02,EXTENSION NIPPLE 25 MM,,,,,,,,300,,300,16782,,,,,,C P,SANDEEP JI,W-BENGAL,C PSANDEEP JIW-BENGAL,SANDEEP JI
report,797,12603018,21-Aug-2026,MAJI TRADING,,,BEA-11S,SS WASTE COUPLING LIGHT FULL THREAD 32 MM,,,,,,,,500,,500,67735,,,,,,CP ACCESSORIES,SANDEEP JI,W-BENGAL,CP ACCESSORIESSANDEEP JIW-BENGAL,SANDEEP JI
report,798,12603018,21-Aug-2026,MAJI TRADING,,,493B,ABS SOAP DISPENSER ROUND 400 ML,,,,,,,,30,,30,8522,,,,,,CP ACCESSORIES,SANDEEP JI,W-BENGAL,CP ACCESSORIESSANDEEP JIW-BENGAL,SANDEEP JI
report,799,22600913,21-Aug-2026,MITTAL AGENCIES (Patna),,,MHC-08,MANHOLE COVER 600 X 600,,,,,,,,10,,10,11352,,,,,,SANITARYWARE,SANDEEP JI,BIHAR,SANITARYWARESANDEEP JIBIHAR,SANDEEP JI
report,800,22600913,21-Aug-2026,MITTAL AGENCIES (Patna),,,MHC-09,MANHOLE COVER 720 X 720,,,,,,,,5,,5,10351,,,,,,SANITARYWARE,SANDEEP JI,BIHAR,SANITARYWARESANDEEP JIBIHAR,SANDEEP JI
report,801,22600913,21-Aug-2026,MITTAL AGENCIES (Patna),,,MHC-10,MANHOLE COVER 770 X 770,,,,,,,,5,,5,11878,,,,,,SANITARYWARE,SANDEEP JI,BIHAR,SANITARYWARESANDEEP JIBIHAR,SANDEEP JI
report,802,22600913,21-Aug-2026,MITTAL AGENCIES (Patna),,,MHC-03,MANHOLE COVER 380 X 380,,,,,,,,12,,12,5821,,,,,,SANITARYWARE,SANDEEP JI,BIHAR,SANITARYWARESANDEEP JIBIHAR,SANDEEP JI
report,803,22600913,21-Aug-2026,MITTAL AGENCIES (Patna),,,MHC-04,MANHOLE COVER 300 X 450,,,,,,,,12,,12,6181,,,,,,SANITARYWARE,SANDEEP JI,BIHAR,SANITARYWARESANDEEP JIBIHAR,SANDEEP JI
report,804,22600913,21-Aug-2026,MITTAL AGENCIES (Patna),,,MHC-05,MANHOLE COVER 450 X 450,,,,,,,,8,,8,5561,,,,,,SANITARYWARE,SANDEEP JI,BIHAR,SANITARYWARESANDEEP JIBIHAR,SANDEEP JI
report,805,22600913,21-Aug-2026,MITTAL AGENCIES (Patna),,,MHC-06,MANHOLE COVER 450 X 600,,,,,,,,6,,6,5670,,,,,,SANITARYWARE,SANDEEP JI,BIHAR,SANITARYWARESANDEEP JIBIHAR,SANDEEP JI
report,806,22600913,21-Aug-2026,MITTAL AGENCIES (Patna),,,MHC-07,MANHOLE COVER 535 X 535,,,,,,,,6,,6,5670,,,,,,SANITARYWARE,SANDEEP JI,BIHAR,SANITARYWARESANDEEP JIBIHAR,SANDEEP JI
report,807,12603019,21-Aug-2026,MITTAL AGENCIES (Patna),,,BS-73SS,ABS OH SHOWER 100MM WITH SS ARM 225MM,,,,,,,,50,,50,21413,,,,,,CP ACCESSORIES,SANDEEP JI,BIHAR,CP ACCESSORIESSANDEEP JIBIHAR,SANDEEP JI
report,808,12603021,21-Aug-2026,SHREE RAM MARKETING (ASSAM),,,BS-73SS,ABS OH SHOWER 100MM WITH SS ARM 225MM,,,,,,,,50,,50,20482,,,,,,CP ACCESSORIES,SANDEEP JI,ASSAM,CP ACCESSORIESSANDEEP JIASSAM,SANDEEP JI
report,809,12603023,21-Aug-2026,PRAYAG VENTURES,,,BEA-11S,SS WASTE COUPLING LIGHT FULL THREAD 32 MM,,,,,,,,150,,150,21204,,,,,,CP ACCESSORIES,BIJJU,Kerala,CP ACCESSORIESBIJJUKerala,BIJJU
report,810,12603024,21-Aug-2026,PRAYAG SYNDICATE,,,BEA-11S,SS WASTE COUPLING LIGHT FULL THREAD 32 MM,,,,,,,,200,,200,28272,,,,,,CP ACCESSORIES,BIJJU,Kerala,CP ACCESSORIESBIJJUKerala,BIJJU
report,811,12603024,21-Aug-2026,PRAYAG SYNDICATE,,,BEA-13,WASTE COUPLING FULL POP UP BRASS 32 MM,,,,,,,,20,,20,10853,,,,,,CP ACCESSORIES,BIJJU,Kerala,CP ACCESSORIESBIJJUKerala,BIJJU
report,812,12603029,21-Aug-2026,PROGRESSIVE MARKETING (Bhopal),,,ECO-65,ABS ROUND OVERHEAD SHOWER 75MM FULL CP WITH SS ARM 225MM AND FLANGE,,,,,,,,50,,50,19665,,,,,,CP ACCESSORIES,RIZVI JI,MP,CP ACCESSORIESRIZVI JIMP,RIZVI JI
report,813,22600914,21-Aug-2026,PROGRESSIVE MARKETING (Bhopal),,,WT-ISI-05,WATER TANK 2 LAYER ISI 500 LTR,BLACK,,,,,,,2,,2,5700,,,,,,WATER TANK,RIZVI JI,MP,WATER TANKRIZVI JIMP,RIZVI JI
report,814,12603039,21-Aug-2026,NAMAN SHREE GOVINDAM REALESTATE PVT LTD,,,TTS-03,TEFLON THREAD SEAL 10 MTRS LENGTH 12 MM,WHITE,,,,,,,100,,100,1356,,,,,,TEFELON TAPE,PROJECT,PROJECT,TEFELON TAPEPROJECTPROJECT,PROJECT
report,815,12603040,21-Aug-2026,DHRUV ENTERPRISES,,,PSS-3,SINGLE BOWL,B/D,,,,,,,5,,5,12882,,,,,,SINK,PROJECT,PROJECT,SINKPROJECTPROJECT,PROJECT
report,816,12603041,21-Aug-2026,DHRUV ENTERPRISES,,,PSS-5,SINGLE BOWL WITH DRAIN BOARD,B/D,,,,,,,10,,10,42940,,,,,,SINK,PROJECT,PROJECT,SINKPROJECTPROJECT,PROJECT
report,817,12603042,21-Aug-2026,DHRUV ENTERPRISES,,,PSS-5,SINGLE BOWL WITH DRAIN BOARD,B/D,,,,,,,30,,30,128820,,,,,,SINK,PROJECT,PROJECT,SINKPROJECTPROJECT,PROJECT
report,818,12603044,21-Aug-2026,STANDARD AGENCIES(BEGUSARAI),,,824XD,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 610X460X229 MM,B/D,,,,,,,14,,14,21977,,,,,,SINK,SANDEEP JI,BIHAR,SINKSANDEEP JIBIHAR,SANDEEP JI
report,819,12603044,21-Aug-2026,STANDARD AGENCIES(BEGUSARAI),,,924SD,S.S. SINK SINGLE BOWL GLOSS FINISH BRONZE 610X460X254 MM,B/D,,,,,,,8,,8,17409,,,,,,SINK,SANDEEP JI,BIHAR,SINKSANDEEP JIBIHAR,SANDEEP JI
report,820,12603044,21-Aug-2026,STANDARD AGENCIES(BEGUSARAI),,,BEN-02,EXTENSION NIPPLE 25 MM,,,,,,,,300,,300,16782,,,,,,C P,SANDEEP JI,BIHAR,C PSANDEEP JIBIHAR,SANDEEP JI
report,821,72600385,21-Aug-2026,NATIONAL CASTING & METALS(RANCHI),,,WT-4LL-10,WATER TANK 4 LAYER LIGHT 1000 LTR,WHITE,,,,,,,3,,3,18149,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,822,72600385,21-Aug-2026,NATIONAL CASTING & METALS(RANCHI),,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,BLUE,,,,,,,5,,5,30249,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,823,72600385,21-Aug-2026,NATIONAL CASTING & METALS(RANCHI),,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,BLUE,,,,,,,3,,3,14098,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,824,72600385,21-Aug-2026,NATIONAL CASTING & METALS(RANCHI),,,WT-3LL-10,WATER TANK 3 LAYER LIGHT 1000 LTR,WHITE,,,,,,,15,,15,70492,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,825,12603046,22-Aug-2026,BIMLA TRADERS (LUCKNOW),,,BEA-46,CORNER GLASS SHELF,,,,,,,,20,,20,7992,,,,,,CP ACCESSORIES,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT
report,826,22600915,22-Aug-2026,GOYAL SANITATIONS,,,S5,CPVC SOLVENT -237ML-TIN,,,,,,,,96,,96,11651,,,,,,CPVC,SULINDER PAL,PUNJAB,CPVCSULINDER PALPUNJAB,SULINDER PAL
report,827,22600915,22-Aug-2026,GOYAL SANITATIONS,,,S4,CPVC SOLVENT -118ML-TIN,,,,,,,,144,,144,10509,,,,,,CPVC,SULINDER PAL,PUNJAB,CPVCSULINDER PALPUNJAB,SULINDER PAL
report,828,22600915,22-Aug-2026,GOYAL SANITATIONS,,,S45,250 ML TIN PVC SOLVENT CEMENT,,,,,,,,96,,96,7793,,,,,,AGRI,SULINDER PAL,PUNJAB,AGRISULINDER PALPUNJAB,SULINDER PAL
report,829,12603052,22-Aug-2026,RR TRADERS (Prayagraj),,,BD-40,SINGLE LEVER BASIN MIXER WALL MOUNT (BODY CARTRIDGE SLEEVE NIPPLE),,,,,,,,4,,4,7884,,,,,,C P,RIZVI JI,UP ( R ),C PRIZVI JIUP ( R ),RIZVI JI
report,830,12603057,22-Aug-2026,VENKATESH TRADERS,,,PD-3IN-N,SINGLE LEVER 3IN CONC. DIVERTER BATH & SHOWER 46MM,,,,,,,,5,,5,10881,,,,,,C P,LALAN,MAHARASTRA L,C PLALANMAHARASTRA L,LALAN
report,831,12603059,22-Aug-2026,AGGARWAL SALES AGENCIES,,,TTS-03,TEFLON THREAD SEAL 10 MTRS LENGTH 12 MM,IVORY,,,,,,,2400,,2400,23376,,,,,,TEFELON TAPE,SULINDER PAL,PUNJAB,TEFELON TAPESULINDER PALPUNJAB,SULINDER PAL
report,832,12603067,22-Aug-2026,PRAYAG POLYMERS LIMITED (DELHI),,,SLD-1610,L DROP ROUND NUCKLE SL 250MM,,,,,,,,1,,1,206,,,,,,HARDWARE,OTHER,OTHER,HARDWAREOTHEROTHER,OTHER
report,833,12603067,22-Aug-2026,PRAYAG POLYMERS LIMITED (DELHI),,,DHL-2175,WOODEN DOOR PULL HANDLE LINEAR SS 175MM,,,,,,,,1,,1,29,,,,,,HARDWARE,OTHER,OTHER,HARDWAREOTHEROTHER,OTHER
report,834,12603067,22-Aug-2026,PRAYAG POLYMERS LIMITED (DELHI),,,EP-IMP,DOOR EYE VIEWER IMP- SILVER CROM,,,,,,,,1,,1,38,,,,,,HARDWARE,OTHER,OTHER,HARDWAREOTHEROTHER,OTHER
report,835,12603067,22-Aug-2026,PRAYAG POLYMERS LIMITED (DELHI),,,HLK-SS04-SS/S,DOOR HANDLE LEVER LOCK S 175MM,,,,,,,,1,,1,609,,,,,,HARDWARE,OTHER,OTHER,HARDWAREOTHEROTHER,OTHER
report,836,12603067,22-Aug-2026,PRAYAG POLYMERS LIMITED (DELHI),,,SLD-1612,L DROP ROUND NUCKLE SL 300MM,,,,,,,,1,,1,218,,,,,,HARDWARE,OTHER,OTHER,HARDWAREOTHEROTHER,OTHER
report,837,12603067,22-Aug-2026,PRAYAG POLYMERS LIMITED (DELHI),,,DSI-CI05-SS,SINGLE SQUATE DOOR STOPPER MS HANGING TYPE 125MM,,,,,,,,1,,1,52,,,,,,HARDWARE,OTHER,OTHER,HARDWAREOTHEROTHER,OTHER
report,838,12603067,22-Aug-2026,PRAYAG POLYMERS LIMITED (DELHI),,,LLD-1210P,DOOR LATCH 12X250 MM SS (P),,,,,,,,1,,1,117,,,,,,#N/A (Did not find value 'LLD-1210P' in VLOOKUP evaluation.),OTHER,OTHER,#N/A (Did not find value 'LLD-1210P' in VLOOKUP evaluation.),
report,839,12603070,22-Aug-2026,RR TRADERS (Prayagraj),,,PFG-002,SQUARE FLANGE FOR SINGLE LEVER DIVERTER RG-7 SERIES,,,,,,,,5,,5,2371,,,,,,C P,RIZVI JI,UP ( R ),C PRIZVI JIUP ( R ),RIZVI JI
report,840,32600393,22-Aug-2026,SRI LAKSHMI LALITHA AGENCIES,,,WT-3LL-05,WATER TANK 3 LAYER LIGHT 500 LTR,WHITE,,,,,,,1,,1,2425,,,,,,WATER TANK,SANDEEP JI,AP,WATER TANKSANDEEP JIAP,SANDEEP JI
report,841,12603072,22-Aug-2026,AJANTHA ENTERPRISES,,,CPOH-1,ABS OVERHEAD SHOWER ROUND 100MM WITH BRASS ARM 225MM WITH FLANGE,,,,,,,,20,,20,14328,,,,,,CP ACCESSORIES,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT
report,842,12603072,22-Aug-2026,AJANTHA ENTERPRISES,,,BEA-11S,SS WASTE COUPLING LIGHT FULL THREAD 32 MM,,,,,,,,60,,60,6696,,,,,,CP ACCESSORIES,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT
report,843,12603072,22-Aug-2026,AJANTHA ENTERPRISES,,,BEA-43,GLASS SHELF 300 MM (ABS) 200X125X600,,,,,,,,80,,80,29376,,,,,,CP ACCESSORIES,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT
report,844,12603072,22-Aug-2026,AJANTHA ENTERPRISES,,,BEA-46,CORNER GLASS SHELF,,,,,,,,80,,80,31968,,,,,,CP ACCESSORIES,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT
report,845,22600923,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,5107,110 MM SWR 110 MM BACK FLOW VALVE,,,,,,,,72,,72,3638,,,,,,SWR,SULINDER PAL,Himachal Pradesh,SWRSULINDER PALHimachal Pradesh,SULINDER PAL
report,846,22600923,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,A-503,ELBOW 45- 6 KG 50MM AGRI,,,,,,,,150,,150,2346,,,,,,AGRI,SULINDER PAL,Himachal Pradesh,AGRISULINDER PALHimachal Pradesh,SULINDER PAL
report,847,22600923,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,A-504,ELBOW 45- 6 KG 63MM AGRI,,,,,,,,75,,75,1973,,,,,,AGRI,SULINDER PAL,Himachal Pradesh,AGRISULINDER PALHimachal Pradesh,SULINDER PAL
report,848,22600923,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,A-671,REDUCER TEE 6 KG 160 X 90 MM,,,,,,,,54,,54,15062,,,,,,AGRI,SULINDER PAL,Himachal Pradesh,AGRISULINDER PALHimachal Pradesh,SULINDER PAL
report,849,22600923,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,A-670,REDUCER TEE 6 KG 160 X 75 MM,,,,,,,,54,,54,12592,,,,,,AGRI,SULINDER PAL,Himachal Pradesh,AGRISULINDER PALHimachal Pradesh,SULINDER PAL
report,850,22600923,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,A-669,REDUCER TEE 6 KG 140 X 90 MM,,,,,,,,50,,50,9488,,,,,,AGRI,SULINDER PAL,Himachal Pradesh,AGRISULINDER PALHimachal Pradesh,SULINDER PAL
report,851,22600923,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,A-668,REDUCER TEE 6 KG 140 X 75 MM,,,,,,,,24,,24,4232,,,,,,AGRI,SULINDER PAL,Himachal Pradesh,AGRISULINDER PALHimachal Pradesh,SULINDER PAL
report,852,22600923,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,A-672,REDUCER TEE 6 KG 160 X 110 MM,,,,,,,,12,,12,3283,,,,,,AGRI,SULINDER PAL,Himachal Pradesh,AGRISULINDER PALHimachal Pradesh,SULINDER PAL
report,853,22600923,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,C74,MALE ADAPTER BRASS THREADS 32 MM,,,,,,,,25,,25,8131,,,,,,CPVC,SULINDER PAL,Himachal Pradesh,CPVCSULINDER PALHimachal Pradesh,SULINDER PAL
report,854,32600394,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,HD20G,20MM HDPE PE 63 PN 8,,,,,,,,2250,,2250,71730,,,,,,HDPE PIPE,SULINDER PAL,Himachal Pradesh,HDPE PIPESULINDER PALHimachal Pradesh,SULINDER PAL
report,855,32600394,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,XPET20,PE80 PN 16 DN20 PIXI PIPE 6 METER,,,,,,,,5400,,5400,118800,,,,,,HDPE PIPE,SULINDER PAL,Himachal Pradesh,HDPE PIPESULINDER PALHimachal Pradesh,SULINDER PAL
report,856,32600394,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,XPET25,PE80 PN 16 DN25 PIXI PIPE 6 METER,,,,,,,,150,,150,4560,,,,,,HDPE PIPE,SULINDER PAL,Himachal Pradesh,HDPE PIPESULINDER PALHimachal Pradesh,SULINDER PAL
report,857,32600394,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,XPET32,PE80 PN 16 DN32 PIXI PIPE 6 METER,,,,,,,,120,,120,6384,,,,,,HDPE PIPE,SULINDER PAL,Himachal Pradesh,HDPE PIPESULINDER PALHimachal Pradesh,SULINDER PAL
report,858,32600395,22-Aug-2026,SHUBHAM POLYMER INDUSTRIES (HP),,,HD20G,20MM HDPE PE 63 PN 8,,,,,,,,1500,,1500,47820,,,,,,HDPE PIPE,SULINDER PAL,Himachal Pradesh,HDPE PIPESULINDER PALHimachal Pradesh,SULINDER PAL
report,859,12603074,22-Aug-2026,PRAYAG SALES CORPORATION (BHUBANESHWAR),,,FT-52,VERTICAL GRATING GLOSS FINISH (100X100 MM),,,,,,,,200,,200,23876,,,,,,FLOOR TRAP,SANDEEP JI,ODISHA,FLOOR TRAPSANDEEP JIODISHA,SANDEEP JI
report,860,12603074,22-Aug-2026,PRAYAG SALES CORPORATION (BHUBANESHWAR),,,FT-75,SQUARE TRAP W WASTE HOLE GLOSS FINISH (127X127MM),,,,,,,,200,,200,30268,,,,,,FLOOR TRAP,SANDEEP JI,ODISHA,FLOOR TRAPSANDEEP JIODISHA,SANDEEP JI
report,861,12603074,22-Aug-2026,PRAYAG SALES CORPORATION (BHUBANESHWAR),,,493-W,ABS SOAP DISPENSER ROUND 400ML WHITE,,,,,,,,150,,150,41427,,,,,,CP ACCESSORIES,SANDEEP JI,ODISHA,CP ACCESSORIESSANDEEP JIODISHA,SANDEEP JI
report,862,12603074,22-Aug-2026,PRAYAG SALES CORPORATION (BHUBANESHWAR),,,BS-30SS,ABS OH SHOWER 100MM WITH SS ARM 225MM,,,,,,,,40,,40,16082,,,,,,CP ACCESSORIES,SANDEEP JI,ODISHA,CP ACCESSORIESSANDEEP JIODISHA,SANDEEP JI
report,863,12603074,22-Aug-2026,PRAYAG SALES CORPORATION (BHUBANESHWAR),,,BEA-888,ABS H.F WITH 1 MTR POLYAMIDE GRAY TUBE,,,,,,,,30,,30,15601,,,,,,CP ACCESSORIES,SANDEEP JI,ODISHA,CP ACCESSORIESSANDEEP JIODISHA,SANDEEP JI
report,864,12603074,22-Aug-2026,PRAYAG SALES CORPORATION (BHUBANESHWAR),,,BS-73SS,ABS OH SHOWER 100MM WITH SS ARM 225MM,,,,,,,,50,,50,21413,,,,,,CP ACCESSORIES,SANDEEP JI,ODISHA,CP ACCESSORIESSANDEEP JIODISHA,SANDEEP JI
report,865,12603074,22-Aug-2026,PRAYAG SALES CORPORATION (BHUBANESHWAR),,,824SD,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 610X460X254 MM,B/D,,,,,,,100,,100,166380,,,,,,SINK,SANDEEP JI,ODISHA,SINKSANDEEP JIODISHA,SANDEEP JI
report,866,12603074,22-Aug-2026,PRAYAG SALES CORPORATION (BHUBANESHWAR),,,816-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 460X406X203 MM,B/D,,,,,,,48,,48,56174,,,,,,SINK,SANDEEP JI,ODISHA,SINKSANDEEP JIODISHA,SANDEEP JI
report,867,12603074,22-Aug-2026,PRAYAG SALES CORPORATION (BHUBANESHWAR),,,818-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 510X430X203 MM,B/D,,,,,,,48,,48,59784,,,,,,SINK,SANDEEP JI,ODISHA,SINKSANDEEP JIODISHA,SANDEEP JI
report,868,12603074,22-Aug-2026,PRAYAG SALES CORPORATION (BHUBANESHWAR),,,H821-DD,HAND MADE SINGLE BOWL SINK,,,,,,,,48,,48,165816,,,,,,SINK,SANDEEP JI,ODISHA,SINKSANDEEP JIODISHA,SANDEEP JI
report,869,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,PS-2,PIPE SDR 11 (3 MTR LENGTH) 20 MM,,,,,,,,1100,,1100,162360,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,870,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,PS-3,PIPE SDR 11 (3 MTR LENGTH) 25 MM,,,,,,,,1200,,1200,286560,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,871,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,PS-4,PIPE SDR 11 (3 MTR LENGTH) 32 MM,,,,,,,,400,,400,148320,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,872,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C63,TEE 25MM,,,,,,,,600,,600,12456,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,873,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C64,TEE 32MM,,,,,,,,450,,450,20160,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,874,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C33,UNION 25MM,,,,,,,,100,,100,4640,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,875,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C34,UNION 32MM,,,,,,,,80,,80,6016,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,876,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C103,MALE ADAPTER PLASTIC THREADS 25 MM,,,,,,,,600,,600,8760,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,877,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C832,REDUCER BUSHING 25 X 20 MM,,,,,,,,1800,,1800,13968,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,878,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C843,REDUCER BUSHING 32 X 25 MM,,,,,,,,300,,300,4128,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,879,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C854,REDUCER BUSHING 40 X 32 MM,,,,,,,,50,,50,888,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,880,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C330,CRASS TEE 25MM,,,,,,,,100,,100,4360,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,881,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C22,BALL VALVE 20MM,,,,,,,,150,,150,10560,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,882,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C23,BALL VALVE 25MM,,,,,,,,132,,132,17318,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,883,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C24,BALL VALVE 32MM,,,,,,,,80,,80,18176,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,884,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C25,BALL VALVE 40MM,,,,,,,,20,,20,6784,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,885,22600924,22-Aug-2026,GORAKHPUR MARBLE WORKS (GORAKHPUR,,,C84,FEMALE ADAPTER BRASS THREADS 32 MM,,,,,,,,25,,25,9540,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
