id,run_id,item_code,colour,avg_3mo_sale,stock,pending_current,pending_last_month
728,1,A-247,,875,177,0,0
729,1,A-248,,650,0,0,808
730,1,A-249,,800,0,0,769
731,1,A-264,,700,0,0,305
732,1,A-265,,666.67,653,0,0
733,1,A-266,,0,907,0,0
734,1,A-267,,80,681,0,0
735,1,A-268,,100,229,0,0
736,1,A-269,,533.33,0,0,482
737,1,A-270,,0,146,0,0
738,1,A-271,,44,52,0,0
739,1,A-272,,24,43,0,0
740,1,A-342,,31.67,62,0,0
741,1,A-346,,300,32,0,0
742,1,A-347,,405,539,0,0
743,1,A-348,,256,1654,0,0
744,1,A-349,,560,641,0,0
745,1,A-364,,1416.67,3135,0,0
746,1,A-365,,1150,0,0,46
747,1,A-366,,53.33,20,0,0
748,1,A-367,,150,737,0,0
749,1,A-368,,141.67,0,0,220
750,1,A-369,,445,224,0,0
751,1,A-370,,0,139,0,0
752,1,A-371,,26,30,0,0
753,1,A-372,,12,152,0,0
754,1,A-442,,56,0,0,1
755,1,A-446,,1280,1952,0,0
756,1,A-447,,1120,407,0,0
757,1,A-448,,570,0,0,353
758,1,A-449,,1133.33,241,0,0
759,1,A-464,,5133.33,0,0,3057
760,1,A-465,,7013.33,0,0,3255
