id,category,item_code,colour,segment
1124,Cocks Standard,135-C,WHITE,PTMT
1125,Cocks Standard,135-D,IVORY,PTMT
1126,Cocks Standard,135-D,WHITE,PTMT
1127,Cocks Standard,135-DB,BLACK,PTMT
1128,Cocks Standard,135-E,WHITE,PTMT
1129,Cocks Standard,135-EB,.,PTMT
1130,Cocks Standard,135-K,WHITE,PTMT
1131,Cocks Standard,135-P,BURGUNDY,PTMT
1132,Cocks Standard,135-P,GREEN,PTMT
1133,Cocks Standard,135-P,IVORY,PTMT
1134,Cocks Standard,135-P,M GREEN,PTMT
1135,Cocks Standard,135-P,PINK,PTMT
1136,Cocks Standard,135-P,WHITE,PTMT
1137,Cocks Standard,135-Q,IVORY,PTMT
1138,Cocks Standard,135-Q,WHITE,PTMT
1139,Cocks Standard,135-R,BURGUNDY,PTMT
1140,Cocks Standard,135-R,GREEN,PTMT
1141,Cocks Standard,135-R,IVORY,PTMT
1142,Cocks Standard,135-R,M GREEN,PTMT
1143,Cocks Standard,135-R,PINK,PTMT
1144,Cocks Standard,135-R,WHITE,PTMT
1145,Cocks Standard,135-U,WHITE,PTMT
1146,Cocks Standard,135.0,BURGUNDY,PTMT
1147,Cocks Standard,135.0,GREEN,PTMT
1148,Cocks Standard,135.0,IVORY,PTMT
1149,Cocks Standard,135.0,M GREEN,PTMT
1150,Cocks Standard,135.0,PINK,PTMT
1151,Cocks Standard,135.0,WHITE,PTMT
1152,Cocks Standard,1351.0,BURGUNDY,PTMT
1153,Cocks Standard,1351.0,GREEN,PTMT
1154,Cocks Standard,1351.0,IVORY,PTMT
1155,Cocks Standard,1351.0,M GREEN,PTMT
1156,Cocks Standard,1351.0,PINK,PTMT
1157,Cocks Standard,1351.0,WHITE,PTMT
1158,Cocks Standard,136.0,BURGUNDY,PTMT
1159,Cocks Standard,136.0,GREEN,PTMT
1160,Cocks Standard,136.0,IVORY,PTMT
1161,Cocks Standard,136.0,M GREEN,PTMT
1162,Cocks Standard,136.0,PINK,PTMT
1163,Cocks Standard,136.0,WHITE,PTMT
1164,Cocks Standard,137.0,BURGUNDY,PTMT
1165,Cocks Standard,137.0,GREEN,PTMT
1166,Cocks Standard,137.0,IVORY,PTMT
1167,Cocks Standard,137.0,M GREEN,PTMT
1168,Cocks Standard,137.0,PINK,PTMT
1169,Cocks Standard,137.0,WHITE,PTMT
1170,Cocks Standard,1374-A,WHITE,PTMT
1171,Cocks Standard,1374-AB,.,PTMT
1172,Cocks Standard,1374-APF,IVORY,PTMT
1173,Cocks Standard,1374-ASF,.,PTMT
1174,Cocks Standard,1374-B,WHITE,PTMT
1175,Cocks Standard,1374-C,.,PTMT
1176,Cocks Standard,1374-D,WHITE,PTMT
1177,Cocks Standard,1374-DB,.,PTMT
1178,Cocks Standard,1374-DG,.,PTMT
1179,Cocks Standard,1374-DP,.,PTMT
1180,Cocks Standard,1374-DR,.,PTMT
1181,Cocks Standard,1374-DW,.,PTMT
1182,Cocks Standard,1374-EBF,.,PTMT
1183,Cocks Standard,1374-K,WHITE,PTMT
1184,Cocks Standard,1374-LS,.,PTMT
1185,Cocks Standard,1374-LSB,BLUE,PTMT
1186,Cocks Standard,1374-SP,.,PTMT
1187,Cocks Standard,1375-A,WHITE,PTMT
1188,Cocks Standard,1375-AB,.,PTMT
1189,Cocks Standard,1375-APF,IVORY,PTMT
1190,Cocks Standard,1375-ASF,.,PTMT
1191,Cocks Standard,1375-B,BURGUNDY,PTMT
1192,Cocks Standard,1375-B,GREEN,PTMT
1193,Cocks Standard,1375-B,IVORY,PTMT
1194,Cocks Standard,1375-B,M GREEN,PTMT
1195,Cocks Standard,1375-B,PINK,PTMT
1196,Cocks Standard,1375-B,WHITE,PTMT
1197,Cocks Standard,1375-C,BURGUNDY,PTMT
1198,Cocks Standard,1375-C,GREEN,PTMT
1199,Cocks Standard,1375-C,IVORY,PTMT
1200,Cocks Standard,1375-C,M GREEN,PTMT
1201,Cocks Standard,1375-C,PINK,PTMT
1202,Cocks Standard,1375-C,WHITE,PTMT
1203,Cocks Standard,1375-D,BURGUNDY,PTMT
1204,Cocks Standard,1375-D,GREEN,PTMT
1205,Cocks Standard,1375-D,IVORY,PTMT
1206,Cocks Standard,1375-D,M GREEN,PTMT
1207,Cocks Standard,1375-D,PINK,PTMT
1208,Cocks Standard,1375-D,WHITE,PTMT
1209,Cocks Standard,1375-DB,BLACK,PTMT
1210,Cocks Standard,1375-E,IVORY,PTMT
1211,Cocks Standard,1375-E,WHITE,PTMT
1212,Cocks Standard,1375-EBF,WHITE,PTMT
1213,Cocks Standard,1375-H,IVORY,PTMT
1214,Cocks Standard,1375-H,WHITE,PTMT
1215,Cocks Standard,1375-I,IVORY,PTMT
1216,Cocks Standard,1375-I,WHITE,PTMT
1217,Cocks Standard,1375-K,WHITE,PTMT
1218,Cocks Standard,1375-L,WHITE,PTMT
1219,Cocks Standard,1375-LS,.,PTMT
1220,Cocks Standard,1375-LSB,BLUE,PTMT
1221,Cocks Standard,1375-O,BURGUNDY,PTMT
1222,Cocks Standard,1375-O,GREEN,PTMT
1223,Cocks Standard,1375-O,IVORY,PTMT
1224,Cocks Standard,1375-O,M GREEN,PTMT
1225,Cocks Standard,1375-O,PINK,PTMT
1226,Cocks Standard,1375-O,WHITE,PTMT
1227,Cocks Standard,1375-P,BURGUNDY,PTMT
1228,Cocks Standard,1375-P,GREEN,PTMT
1229,Cocks Standard,1375-P,IVORY,PTMT
1230,Cocks Standard,1375-P,M GREEN,PTMT
1231,Cocks Standard,1375-P,PINK,PTMT
1232,Cocks Standard,1375-P,WHITE,PTMT
1233,Cocks Standard,1375-Q,BURGUNDY,PTMT
1234,Cocks Standard,1375-Q,GREEN,PTMT
1235,Cocks Standard,1375-Q,IVORY,PTMT
1236,Cocks Standard,1375-Q,M GREEN,PTMT
1237,Cocks Standard,1375-Q,PINK,PTMT
1238,Cocks Standard,1375-Q,WHITE,PTMT
1239,Cocks Standard,1375-R,BURGUNDY,PTMT
1240,Cocks Standard,1375-R,GREEN,PTMT
1241,Cocks Standard,1375-R,IVORY,PTMT
1242,Cocks Standard,1375-R,M GREEN,PTMT
1243,Cocks Standard,1375-R,PINK,PTMT
1244,Cocks Standard,1375-R,WHITE,PTMT
1245,Cocks Standard,1375-S,BURGUNDY,PTMT
1246,Cocks Standard,1375-S,GREEN,PTMT
1247,Cocks Standard,1375-S,IVORY,PTMT
1248,Cocks Standard,1375-S,M GREEN,PTMT
1249,Cocks Standard,1375-S,PINK,PTMT
1250,Cocks Standard,1375-S,WHITE,PTMT
1251,Cocks Standard,1375-SF,IVORY,PTMT
1252,Cocks Standard,1375-SF,WHITE,PTMT
1253,Cocks Standard,1375-SP,IVORY,PTMT
1254,Cocks Standard,1375-SP,WHITE,PTMT
1255,Cocks Standard,1375-U,BURGUNDY,PTMT
1256,Cocks Standard,1375-U,GREEN,PTMT
1257,Cocks Standard,1375-U,IVORY,PTMT
1258,Cocks Standard,1375-U,M GREEN,PTMT
1259,Cocks Standard,1375-U,PINK,PTMT
1260,Cocks Standard,1375-U,WHITE,PTMT
1261,Cocks Standard,1375-V,BURGUNDY,PTMT
1262,Cocks Standard,1375-V,GREEN,PTMT
1263,Cocks Standard,1375-V,IVORY,PTMT
1264,Cocks Standard,1375-V,M GREEN,PTMT
1265,Cocks Standard,1375-V,PINK,PTMT
1266,Cocks Standard,1375-V,WHITE,PTMT
1267,Cocks Standard,1375.0,BURGUNDY,PTMT
1268,Cocks Standard,1375.0,GREEN,PTMT
1269,Cocks Standard,1375.0,IVORY,PTMT
1270,Cocks Standard,1375.0,M GREEN,PTMT
1271,Cocks Standard,1375.0,PINK,PTMT
1272,Cocks Standard,1375.0,WHITE,PTMT
1273,Cocks Standard,138.0,BURGUNDY,PTMT
1274,Cocks Standard,138.0,GREEN,PTMT
1275,Cocks Standard,138.0,IVORY,PTMT
1276,Cocks Standard,138.0,M GREEN,PTMT
1277,Cocks Standard,138.0,PINK,PTMT
1278,Cocks Standard,138.0,WHITE,PTMT
1279,Cocks Standard,139-M,BURGUNDY,PTMT
1280,Cocks Standard,139-M,GREEN,PTMT
1281,Cocks Standard,139-M,IVORY,PTMT
1282,Cocks Standard,139-M,M GREEN,PTMT
1283,Cocks Standard,139-M,PINK,PTMT
1284,Cocks Standard,139-M,WHITE,PTMT
1285,Cocks Standard,139.0,BURGUNDY,PTMT
1286,Cocks Standard,139.0,GREEN,PTMT
1287,Cocks Standard,139.0,IVORY,PTMT
1288,Cocks Standard,139.0,M GREEN,PTMT
1289,Cocks Standard,139.0,PINK,PTMT
1290,Cocks Standard,139.0,WHITE,PTMT
1291,Cocks Standard,1391-M,IVORY,PTMT
1292,Cocks Standard,1391-M,WHITE,PTMT
1293,Cocks Standard,1391.0,BURGUNDY,PTMT
1294,Cocks Standard,1391.0,GREEN,PTMT
1295,Cocks Standard,1391.0,IVORY,PTMT
1296,Cocks Standard,1391.0,M GREEN,PTMT
1297,Cocks Standard,1391.0,PINK,PTMT
1298,Cocks Standard,1391.0,WHITE,PTMT
1299,Cocks Standard,140.0,BURGUNDY,PTMT
1300,Cocks Standard,140.0,GREEN,PTMT
1301,Cocks Standard,140.0,IVORY,PTMT
1302,Cocks Standard,140.0,M GREEN,PTMT
1303,Cocks Standard,140.0,PINK,PTMT
1304,Cocks Standard,140.0,WHITE,PTMT
1305,Cocks Standard,141-A,WHITE,PTMT
1306,Cocks Standard,141-AB,.,PTMT
1307,Cocks Standard,141-ABN,.,PTMT
1308,Cocks Standard,141-AN,WHITE,PTMT
1309,Cocks Standard,141-C,BURGUNDY,PTMT
1310,Cocks Standard,141-C,GREEN,PTMT
1311,Cocks Standard,141-C,IVORY,PTMT
1312,Cocks Standard,141-C,M GREEN,PTMT
1313,Cocks Standard,141-C,PINK,PTMT
1314,Cocks Standard,141-C,WHITE,PTMT
1315,Cocks Standard,141-E,BURGUNDY,PTMT
1316,Cocks Standard,141-E,GREEN,PTMT
1317,Cocks Standard,141-E,IVORY,PTMT
1318,Cocks Standard,141-E,M GREEN,PTMT
1319,Cocks Standard,141-E,PINK,PTMT
1320,Cocks Standard,141-E,WHITE,PTMT
1321,Cocks Standard,141-H,BURGUNDY,PTMT
1322,Cocks Standard,141-H,GREEN,PTMT
1323,Cocks Standard,141-H,IVORY,PTMT
1324,Cocks Standard,141-H,M GREEN,PTMT
1325,Cocks Standard,141-H,PINK,PTMT
1326,Cocks Standard,141-H,WHITE,PTMT
1327,Cocks Standard,141-K,WHITE,PTMT
1328,Cocks Standard,141-LS,.,PTMT
1329,Cocks Standard,141-LSB,BLUE,PTMT
1330,Cocks Standard,141-N,BURGUNDY,PTMT
1331,Cocks Standard,141-N,GREEN,PTMT
1332,Cocks Standard,141-N,IVORY,PTMT
1333,Cocks Standard,141-N,M GREEN,PTMT
1334,Cocks Standard,141-N,PINK,PTMT
1335,Cocks Standard,141-N,WHITE,PTMT
1336,Cocks Standard,141-NP,BURGUNDY,PTMT
1337,Cocks Standard,141-NP,GREEN,PTMT
1338,Cocks Standard,141-NP,IVORY,PTMT
1339,Cocks Standard,141-NP,M GREEN,PTMT
1340,Cocks Standard,141-NP,PINK,PTMT
1341,Cocks Standard,141-NP,WHITE,PTMT
1342,Cocks Standard,141-O,BURGUNDY,PTMT
1343,Cocks Standard,141-O,GREEN,PTMT
1344,Cocks Standard,141-O,IVORY,PTMT
1345,Cocks Standard,141-O,M GREEN,PTMT
1346,Cocks Standard,141-O,PINK,PTMT
1347,Cocks Standard,141-O,WHITE,PTMT
1348,Cocks Standard,141-P,BURGUNDY,PTMT
1349,Cocks Standard,141-P,GREEN,PTMT
1350,Cocks Standard,141-P,IVORY,PTMT
1351,Cocks Standard,141-P,M GREEN,PTMT
1352,Cocks Standard,141-P,PINK,PTMT
1353,Cocks Standard,141-P,WHITE,PTMT
1354,Cocks Standard,141.0,BURGUNDY,PTMT
1355,Cocks Standard,141.0,GREEN,PTMT
1356,Cocks Standard,141.0,IVORY,PTMT
1357,Cocks Standard,141.0,M GREEN,PTMT
1358,Cocks Standard,141.0,PINK,PTMT
1359,Cocks Standard,141.0,WHITE,PTMT
1360,Cocks Standard,1411.0,BURGUNDY,PTMT
1361,Cocks Standard,1411.0,GREEN,PTMT
1362,Cocks Standard,1411.0,IVORY,PTMT
1363,Cocks Standard,1411.0,M GREEN,PTMT
1364,Cocks Standard,1411.0,PINK,PTMT
1365,Cocks Standard,1411.0,WHITE,PTMT
1366,Cocks Standard,142-A,WHITE,PTMT
1367,Cocks Standard,142-AB,.,PTMT
1368,Cocks Standard,142-C,BURGUNDY,PTMT
1369,Cocks Standard,142-C,GREEN,PTMT
1370,Cocks Standard,142-C,IVORY,PTMT
1371,Cocks Standard,142-C,M GREEN,PTMT
1372,Cocks Standard,142-C,PINK,PTMT
1373,Cocks Standard,142-C,WHITE,PTMT
1374,Cocks Standard,142-E,BURGUNDY,PTMT
1375,Cocks Standard,142-E,GREEN,PTMT
1376,Cocks Standard,142-E,IVORY,PTMT
1377,Cocks Standard,142-E,M GREEN,PTMT
1378,Cocks Standard,142-E,PINK,PTMT
1379,Cocks Standard,142-E,WHITE,PTMT
1380,Cocks Standard,142-H,BURGUNDY,PTMT
1381,Cocks Standard,142-H,GREEN,PTMT
1382,Cocks Standard,142-H,IVORY,PTMT
1383,Cocks Standard,142-H,M GREEN,PTMT
1384,Cocks Standard,142-H,PINK,PTMT
1385,Cocks Standard,142-H,WHITE,PTMT
1386,Cocks Standard,142-K,WHITE,PTMT
1387,Cocks Standard,142-LS,.,PTMT
1388,Cocks Standard,142-LSB,BLUE,PTMT
1389,Cocks Standard,142-O,BURGUNDY,PTMT
1390,Cocks Standard,142-O,GREEN,PTMT
1391,Cocks Standard,142-O,IVORY,PTMT
1392,Cocks Standard,142-O,M GREEN,PTMT
1393,Cocks Standard,142-O,PINK,PTMT
1394,Cocks Standard,142-O,WHITE,PTMT
1395,Cocks Standard,142-P,BURGUNDY,PTMT
1396,Cocks Standard,142-P,GREEN,PTMT
1397,Cocks Standard,142-P,IVORY,PTMT
1398,Cocks Standard,142-P,M GREEN,PTMT
1399,Cocks Standard,142-P,PINK,PTMT
1400,Cocks Standard,142-P,WHITE,PTMT
1401,Cocks Standard,142.0,BLUE,PTMT
1402,Cocks Standard,142.0,BURGUNDY,PTMT
1403,Cocks Standard,142.0,GREEN,PTMT
1404,Cocks Standard,142.0,IVORY,PTMT
1405,Cocks Standard,142.0,M GREEN,PTMT
1406,Cocks Standard,142.0,PINK,PTMT
1407,Cocks Standard,142.0,WHITE,PTMT
1408,Cocks Standard,1421.0,BURGUNDY,PTMT
1409,Cocks Standard,1421.0,GREEN,PTMT
1410,Cocks Standard,1421.0,IVORY,PTMT
1411,Cocks Standard,1421.0,M GREEN,PTMT
1412,Cocks Standard,1421.0,PINK,PTMT
1413,Cocks Standard,1421.0,WHITE,PTMT
1414,Cocks Standard,143-A,WHITE,PTMT
1415,Cocks Standard,143-AB,.,PTMT
1416,Cocks Standard,143-C,WHITE,PTMT
1417,Cocks Standard,143-E,BURGUNDY,PTMT
1418,Cocks Standard,143-E,GREEN,PTMT
1419,Cocks Standard,143-E,IVORY,PTMT
1420,Cocks Standard,143-E,M GREEN,PTMT
1421,Cocks Standard,143-E,PINK,PTMT
1422,Cocks Standard,143-E,WHITE,PTMT
1423,Cocks Standard,143-H,BURGUNDY,PTMT
1424,Cocks Standard,143-H,GREEN,PTMT
1425,Cocks Standard,143-H,IVORY,PTMT
1426,Cocks Standard,143-H,M GREEN,PTMT
1427,Cocks Standard,143-H,PINK,PTMT
1428,Cocks Standard,143-H,WHITE,PTMT
1429,Cocks Standard,143-LS,.,PTMT
1430,Cocks Standard,143-LSB,BLUE,PTMT
1431,Cocks Standard,143-O,BURGUNDY,PTMT
1432,Cocks Standard,143-O,GREEN,PTMT
1433,Cocks Standard,143-O,IVORY,PTMT
1434,Cocks Standard,143-O,M GREEN,PTMT
1435,Cocks Standard,143-O,PINK,PTMT
1436,Cocks Standard,143-O,WHITE,PTMT
1437,Cocks Standard,143-P,BURGUNDY,PTMT
1438,Cocks Standard,143-P,GREEN,PTMT
1439,Cocks Standard,143-P,IVORY,PTMT
1440,Cocks Standard,143-P,M GREEN,PTMT
1441,Cocks Standard,143-P,PINK,PTMT
1442,Cocks Standard,143-P,WHITE,PTMT
1443,Cocks Standard,143.0,BLUE,PTMT
1444,Cocks Standard,143.0,BURGUNDY,PTMT
1445,Cocks Standard,143.0,GREEN,PTMT
1446,Cocks Standard,143.0,IVORY,PTMT
1447,Cocks Standard,143.0,M GREEN,PTMT
1448,Cocks Standard,143.0,PINK,PTMT
1449,Cocks Standard,143.0,WHITE,PTMT
1450,Cocks Standard,1431.0,BURGUNDY,PTMT
1451,Cocks Standard,1431.0,GREEN,PTMT
1452,Cocks Standard,1431.0,IVORY,PTMT
1453,Cocks Standard,1431.0,M GREEN,PTMT
1454,Cocks Standard,1431.0,PINK,PTMT
1455,Cocks Standard,1431.0,WHITE,PTMT
1456,Cocks Standard,144-A,IVORY,PTMT
1457,Cocks Standard,144-A,WHITE,PTMT
1458,Cocks Standard,144-AB,.,PTMT
1459,Cocks Standard,144-AP,IVORY,PTMT
1460,Cocks Standard,144-AP,WHITE,PTMT
1461,Cocks Standard,144-AS,IVORY,PTMT
1462,Cocks Standard,144-AS,WHITE,PTMT
1463,Cocks Standard,144-B,BURGUNDY,PTMT
1464,Cocks Standard,144-B,GREEN,PTMT
1465,Cocks Standard,144-B,IVORY,PTMT
1466,Cocks Standard,144-B,M GREEN,PTMT
1467,Cocks Standard,144-B,PINK,PTMT
1468,Cocks Standard,144-B,WHITE,PTMT
1469,Cocks Standard,144-C,BURGUNDY,PTMT
1470,Cocks Standard,144-C,GREEN,PTMT
1471,Cocks Standard,144-C,IVORY,PTMT
1472,Cocks Standard,144-C,M GREEN,PTMT
1473,Cocks Standard,144-C,PINK,PTMT
1474,Cocks Standard,144-C,WHITE,PTMT
1475,Cocks Standard,144-D,BURGUNDY,PTMT
1476,Cocks Standard,144-D,GREEN,PTMT
1477,Cocks Standard,144-D,IVORY,PTMT
1478,Cocks Standard,144-D,M GREEN,PTMT
1479,Cocks Standard,144-D,PINK,PTMT
1480,Cocks Standard,144-D,WHITE,PTMT
1481,Cocks Standard,144-DB,BLACK,PTMT
1482,Cocks Standard,144-E,BURGUNDY,PTMT
1483,Cocks Standard,144-E,GREEN,PTMT
1484,Cocks Standard,144-E,IVORY,PTMT
1485,Cocks Standard,144-E,M GREEN,PTMT
1486,Cocks Standard,144-E,PINK,PTMT
1487,Cocks Standard,144-E,WHITE,PTMT
1488,Cocks Standard,144-EB,IVORY,PTMT
1489,Cocks Standard,144-EB,WHITE,PTMT
1490,Cocks Standard,144-H,BURGUNDY,PTMT
1491,Cocks Standard,144-H,GREEN,PTMT
1492,Cocks Standard,144-H,IVORY,PTMT
1493,Cocks Standard,144-H,M GREEN,PTMT
1494,Cocks Standard,144-H,PINK,PTMT
1495,Cocks Standard,144-H,WHITE,PTMT
1496,Cocks Standard,144-I,IVORY,PTMT
1497,Cocks Standard,144-I,WHITE,PTMT
1498,Cocks Standard,144-K,WHITE,PTMT
1499,Cocks Standard,144-L,WHITE,PTMT
1500,Cocks Standard,144-LS,WHITE,PTMT
1501,Cocks Standard,144-LSB,BLUE,PTMT
1502,Cocks Standard,144-N,IVORY,PTMT
1503,Cocks Standard,144-N,WHITE,PTMT
1504,Cocks Standard,144-O,BURGUNDY,PTMT
1505,Cocks Standard,144-O,GREEN,PTMT
1506,Cocks Standard,144-O,IVORY,PTMT
1507,Cocks Standard,144-O,M GREEN,PTMT
1508,Cocks Standard,144-O,PINK,PTMT
1509,Cocks Standard,144-O,WHITE,PTMT
1510,Cocks Standard,144-P,BURGUNDY,PTMT
1511,Cocks Standard,144-P,GREEN,PTMT
1512,Cocks Standard,144-P,IVORY,PTMT
1513,Cocks Standard,144-P,M GREEN,PTMT
1514,Cocks Standard,144-P,PINK,PTMT
1515,Cocks Standard,144-P,WHITE,PTMT
1516,Cocks Standard,144-Q,BURGUNDY,PTMT
1517,Cocks Standard,144-Q,GREEN,PTMT
1518,Cocks Standard,144-Q,IVORY,PTMT
1519,Cocks Standard,144-Q,M GREEN,PTMT
1520,Cocks Standard,144-Q,PINK,PTMT
1521,Cocks Standard,144-Q,WHITE,PTMT
1522,Cocks Standard,144-R,BURGUNDY,PTMT
1523,Cocks Standard,144-R,GREEN,PTMT
1524,Cocks Standard,144-R,IVORY,PTMT
1525,Cocks Standard,144-R,M GREEN,PTMT
1526,Cocks Standard,144-R,PINK,PTMT
1527,Cocks Standard,144-R,WHITE,PTMT
1528,Cocks Standard,144-S,BURGUNDY,PTMT
1529,Cocks Standard,144-S,GREEN,PTMT
1530,Cocks Standard,144-S,IVORY,PTMT
1531,Cocks Standard,144-S,M GREEN,PTMT
1532,Cocks Standard,144-S,PINK,PTMT
1533,Cocks Standard,144-S,WHITE,PTMT
1534,Cocks Standard,144-T,BURGUNDY,PTMT
1535,Cocks Standard,144-T,GREEN,PTMT
1536,Cocks Standard,144-T,IVORY,PTMT
1537,Cocks Standard,144-T,M GREEN,PTMT
1538,Cocks Standard,144-T,PINK,PTMT
1539,Cocks Standard,144-T,WHITE,PTMT
1540,Cocks Standard,144-U,BURGUNDY,PTMT
1541,Cocks Standard,144-U,GREEN,PTMT
1542,Cocks Standard,144-U,IVORY,PTMT
1543,Cocks Standard,144-U,M GREEN,PTMT
1544,Cocks Standard,144-U,PINK,PTMT
1545,Cocks Standard,144-U,WHITE,PTMT
1546,Cocks Standard,144-V,BURGUNDY,PTMT
1547,Cocks Standard,144-V,GREEN,PTMT
1548,Cocks Standard,144-V,IVORY,PTMT
1549,Cocks Standard,144-V,M GREEN,PTMT
1550,Cocks Standard,144-V,PINK,PTMT
1551,Cocks Standard,144-V,WHITE,PTMT
1552,Cocks Standard,144.0,BLUE,PTMT
1553,Cocks Standard,144.0,BURGUNDY,PTMT
1554,Cocks Standard,144.0,GREEN,PTMT
1555,Cocks Standard,144.0,IVORY,PTMT
1556,Cocks Standard,144.0,M GREEN,PTMT
1557,Cocks Standard,144.0,PINK,PTMT
1558,Cocks Standard,144.0,WHITE,PTMT
1559,Cocks Standard,1441.0,BURGUNDY,PTMT
1560,Cocks Standard,1441.0,GREEN,PTMT
1561,Cocks Standard,1441.0,IVORY,PTMT
1562,Cocks Standard,1441.0,M GREEN,PTMT
1563,Cocks Standard,1441.0,PINK,PTMT
1564,Cocks Standard,1441.0,WHITE,PTMT
1565,Cocks Standard,145-A,WHITE,PTMT
1566,Cocks Standard,145-AB,WHITE,PTMT
1567,Cocks Standard,145-AP,IVORY,PTMT
1568,Cocks Standard,145-AP,WHITE,PTMT
1569,Cocks Standard,145-AS,IVORY,PTMT
1570,Cocks Standard,145-AS,WHITE,PTMT
1571,Cocks Standard,145-B,BURGUNDY,PTMT
1572,Cocks Standard,145-B,GREEN,PTMT
1573,Cocks Standard,145-B,IVORY,PTMT
1574,Cocks Standard,145-B,M GREEN,PTMT
1575,Cocks Standard,145-B,PINK,PTMT
1576,Cocks Standard,145-B,WHITE,PTMT
1577,Cocks Standard,145-C,BURGUNDY,PTMT
1578,Cocks Standard,145-C,GREEN,PTMT
1579,Cocks Standard,145-C,IVORY,PTMT
1580,Cocks Standard,145-C,M GREEN,PTMT
1581,Cocks Standard,145-C,PINK,PTMT
1582,Cocks Standard,145-C,WHITE,PTMT
1583,Cocks Standard,145-D,BURGUNDY,PTMT
1584,Cocks Standard,145-D,GREEN,PTMT
1585,Cocks Standard,145-D,IVORY,PTMT
1586,Cocks Standard,145-D,M GREEN,PTMT
1587,Cocks Standard,145-D,PINK,PTMT
1588,Cocks Standard,145-D,WHITE,PTMT
1589,Cocks Standard,145-DB,BLACK,PTMT
1590,Cocks Standard,145-E,BURGUNDY,PTMT
1591,Cocks Standard,145-E,GREEN,PTMT
1592,Cocks Standard,145-E,IVORY,PTMT
1593,Cocks Standard,145-E,M GREEN,PTMT
1594,Cocks Standard,145-E,PINK,PTMT
1595,Cocks Standard,145-E,WHITE,PTMT
1596,Cocks Standard,145-EB,IVORY,PTMT
1597,Cocks Standard,145-EB,WHITE,PTMT
1598,Cocks Standard,145-H,BURGUNDY,PTMT
1599,Cocks Standard,145-H,GREEN,PTMT
1600,Cocks Standard,145-H,IVORY,PTMT
1601,Cocks Standard,145-H,M GREEN,PTMT
1602,Cocks Standard,145-H,PINK,PTMT
1603,Cocks Standard,145-H,WHITE,PTMT
1604,Cocks Standard,145-I,IVORY,PTMT
1605,Cocks Standard,145-I,WHITE,PTMT
1606,Cocks Standard,145-K,WHITE,PTMT
1607,Cocks Standard,145-L,WHITE,PTMT
1608,Cocks Standard,145-LS,WHITE,PTMT
1609,Cocks Standard,145-LSB,BLUE,PTMT
1610,Cocks Standard,145-N,IVORY,PTMT
1611,Cocks Standard,145-N,WHITE,PTMT
1612,Cocks Standard,145-O,BURGUNDY,PTMT
1613,Cocks Standard,145-O,GREEN,PTMT
1614,Cocks Standard,145-O,IVORY,PTMT
1615,Cocks Standard,145-O,M GREEN,PTMT
1616,Cocks Standard,145-O,PINK,PTMT
1617,Cocks Standard,145-O,WHITE,PTMT
1618,Cocks Standard,145-P,BURGUNDY,PTMT
1619,Cocks Standard,145-P,GREEN,PTMT
1620,Cocks Standard,145-P,IVORY,PTMT
1621,Cocks Standard,145-P,M GREEN,PTMT
1622,Cocks Standard,145-P,PINK,PTMT
1623,Cocks Standard,145-P,WHITE,PTMT
1624,Cocks Standard,145-Q,BURGUNDY,PTMT
1625,Cocks Standard,145-Q,GREEN,PTMT
1626,Cocks Standard,145-Q,IVORY,PTMT
1627,Cocks Standard,145-Q,M GREEN,PTMT
1628,Cocks Standard,145-Q,PINK,PTMT
1629,Cocks Standard,145-Q,WHITE,PTMT
1630,Cocks Standard,145-R,BURGUNDY,PTMT
1631,Cocks Standard,145-R,GREEN,PTMT
1632,Cocks Standard,145-R,IVORY,PTMT
1633,Cocks Standard,145-R,M GREEN,PTMT
1634,Cocks Standard,145-R,PINK,PTMT
1635,Cocks Standard,145-R,WHITE,PTMT
1636,Cocks Standard,145-S,BURGUNDY,PTMT
1637,Cocks Standard,145-S,GREEN,PTMT
1638,Cocks Standard,145-S,IVORY,PTMT
1639,Cocks Standard,145-S,M GREEN,PTMT
1640,Cocks Standard,145-S,PINK,PTMT
1641,Cocks Standard,145-S,WHITE,PTMT
1642,Cocks Standard,145-U,BURGUNDY,PTMT
1643,Cocks Standard,145-U,GREEN,PTMT
1644,Cocks Standard,145-U,IVORY,PTMT
1645,Cocks Standard,145-U,M GREEN,PTMT
1646,Cocks Standard,145-U,PINK,PTMT
1647,Cocks Standard,145-U,WHITE,PTMT
1648,Cocks Standard,145-V,BURGUNDY,PTMT
1649,Cocks Standard,145-V,GREEN,PTMT
1650,Cocks Standard,145-V,IVORY,PTMT
1651,Cocks Standard,145-V,M GREEN,PTMT
1652,Cocks Standard,145-V,PINK,PTMT
1653,Cocks Standard,145-V,WHITE,PTMT
1654,Cocks Standard,145.0,BLUE,PTMT
1655,Cocks Standard,145.0,BURGUNDY,PTMT
1656,Cocks Standard,145.0,GREEN,PTMT
1657,Cocks Standard,145.0,IVORY,PTMT
1658,Cocks Standard,145.0,M GREEN,PTMT
1659,Cocks Standard,145.0,PINK,PTMT
1660,Cocks Standard,145.0,WHITE,PTMT
1661,Cocks Standard,1451.0,BURGUNDY,PTMT
1662,Cocks Standard,1451.0,GREEN,PTMT
1663,Cocks Standard,1451.0,IVORY,PTMT
1664,Cocks Standard,1451.0,M GREEN,PTMT
1665,Cocks Standard,1451.0,PINK,PTMT
1666,Cocks Standard,1451.0,WHITE,PTMT
